Mixture,B cell,Dendritic cell,Macrophage,Neutrophil,NK cell,T cell,Basophil,Monocyte,P-value,Correlation,RMSE,Absolute score (sig.score)
Endothelial.cell,3.10008458620133,0.730356871654616,18.000056761308,3.91011743042809,5.08680503269645,0,3.13757989331972,0,0,0.649470199340952,0.760959467046955,33.9650005756083
Epithelial.cell,2.28370488039722,0,1.75520807152019,0.608440475994951,0,3.23110294996494,0,2.40021704511751,0,0.348061576003992,0.992189797240194,10.2786734229948
Hepatocyte,3.28117742937284,0,16.5816013091401,3.80192971230294,3.13594051748309,0,6.2072394420488,0,0,0.573593879416509,0.824703266651469,33.0078884103477
Pericentral.,2.73932741109101,1.09292896209056,6.4523516257813,3.3545840437516,2.06174810021155,0,2.10124584940956,0,0,0.55879584131232,0.840315302314338,17.8021859923356
Periportal.,1.19509255791,0,10.8621626767366,0,1.21785750556228,0,1.50068431936643,0,0,0.388224209139186,0.978295938559302,14.7757970595753
Stromal.cell,0,0,18.6647801600267,2.54371243539602,2.56623524432323,0,0,1.24868964656649,0,0.444486909075611,0.946803114593432,25.0234174863125
