Mixture	B.cell	Dendritic.cell	Macrophage	NK.cell	T.cell	Basophil	Monocyte	Neutrophil	P-value	Correlation	RMSE
Sim86	0.632275887593427	0	0	0	0.136564674836197	0.157408862189585	0.0630321338292316	0.0107184415515599	0	0.0179170166119277	1.19888003258398
Sim87	0.386761159135491	0	0.0799639796540439	0.273363556594185	0	0.255876428491095	0.00403487612518577	0	0	0.134659600680739	1.13820055997363
Sim88	0.0361679155888312	0.0641242476161073	0.16027582004891	0.27325655081444	0.0232399927651528	0.26853758716716	0.174397885999398	0	0	0.277958599049706	1.02644252479403
Sim89	0.149382208538049	0.0913194282234159	0.217052008658916	0	0.240895999481009	0.203185126281039	0.0981652288175702	0	0	0.259764751628894	1.04250540557793
Sim90	0	0	0	0.108705749659153	0.364854253610017	0.301513951887453	0.224926044843377	0	0	0.260486836828224	1.03739071166552
Sim91	0	0.0522363964833524	0	0.0236074896090785	0.511140793039436	0	0.273648653262467	0.139366667605666	0	0.249700562920838	1.04192006853397
Sim92	0.330550254669348	0.0606123967992233	0	0.0845454205911445	0.0765253641717498	0.289045837135764	0.15872072663277	0	0	0.249872706289639	1.03943848509304
Sim93	0	0	0	0.42158856947163	0.136083522306963	0	0.418521758601319	0.0238061496200869	0	0.195333308053662	1.08484677085722
Sim94	0	0.110053137736016	0	0.163525551037243	0.394641750123904	0.0581603264959357	0.273619234606901	0	0	0.203011416702045	1.07832222738057
Sim95	0.078626720888788	0.193562459477514	0.251536092108448	0	0	0.359418230359678	0.116856497165573	0	0	0.0278074879784521	1.18895683555386
Sim96	0.426594279134283	0.148062169940846	0.0586045227322679	0.223322601964475	0	0.143416426228128	0	0	0	0.280451566524048	1.07031193507637
Sim97	0	0.263820176615789	0	0.162629545394936	0.186633803217366	0	0.176815123256369	0.21010135151554	0	0.170053817336766	1.10523592174139
Sim98	0	0.119894681669317	0.00258970003848165	0.0343208518538541	0.385136577160701	0.458058189277647	0	0	0	0.298054985032759	1.02713793987664
Sim99	0.175179675199486	0.191912504745407	0	0.0903960139983994	0.185960905939188	0.35655090011752	0	0	0	0.123152561569988	1.13015464692857
Sim100	0.164075824092253	0.0859224184269365	0.178444669290394	0	0	0.0480941564055495	0.297033068213656	0.226429863571212	0	0.133427751044265	1.12065370880565
Sim101	0.00708786863944745	0.173303688275758	0.13692140713994	0.14485340839899	0	0.537833627545864	0	0	0	0.222662910444987	1.08724741203166
Sim102	0.529779677893304	0	0.0638787955250597	0.111421622847143	0.188509064648356	0	0.106410839086137	0	0	0.0649156419165206	1.21729797392899
Sim103	0.388650988000616	0	0	0	0.171311397705717	0.156903228761083	0.283134385532584	0	0	0.0718454761908506	1.13554259860207
Sim104	0.0535937710345717	0	0	0.23362595152553	0.291366499629779	0.415054219405743	0.00635955840437649	0	0	-0.00425595890390175	1.20888420969246
Sim105	0	0.31030846273511	0	0.219953969245494	0.150694986219426	0.149095077312645	0.169947504487325	0	0	0.103182783667072	1.1469192910805
Sim106	0	0.304006528124689	0.423629632815592	0.11340230424241	0	0.158961534817309	0	0	0	0.229871387668254	1.12382378880986
Sim107	0	0.300131853779478	0.0404541107559025	0	0.362745365876069	0.00365779545229121	0.29301087413626	0	0	0.169831360396838	1.10639344051989
Sim108	0.301516686516553	0.0310832201533459	0.0756682830988996	0.137294817519644	0	0.390696753503808	0	0.0637402392077497	0	0.286959110845218	1.02879600107159
Sim109	0.12891213540046	0	0.0594701332999489	0.0029386542992051	0.41312139737734	0	0.365153179913169	0.0304044997098766	0	0.0309333956637004	1.16466983987939
Sim110	0	0	0.12063855786823	0.104881192147327	0.440817213576928	0.0801474329818426	0.253515603425673	0	0	0.271862002129736	1.03309572153496
Sim111	0.325383831550742	0.0850380935655353	0.0401717324631047	0.0862604377678019	0	0.463145904652816	0	0	0	0.153635719160847	1.11424332944353
Sim112	0	0.279397390309588	0.203323669450408	0.0262850489008045	0.201106450387251	0	0	0.289887440951948	0	0.148882299623439	1.15037593912422
Sim113	0.0933847976292101	0.0221393323941202	0	0	0.627492411445085	0	0.00838110013182443	0.24860235839976	0	0.222243165975229	1.09798274147475
Sim114	0.714671710445841	0.107891590807481	0	0.00750416025499189	0	0.169932538491686	0	0	0	0.202638533350207	1.10521220871221
Sim115	0	0	0.055010278963868	0	0.509062824045965	0	0.0331961579116888	0.402730739078478	0	0.162161749503926	1.1207855551402
Sim116	0.343087530669952	0.508586446881609	0	0.0688433648991537	0	0.00331075801802046	0.0761718995312644	0	0	0.138568051669219	1.20123963089151
Sim117	0	0.0610450599379928	0.0538965142657178	0	0.405511787152815	0.331712526972899	0.118294415295532	0.0295396963750433	0	0.249256163972347	1.04614678565239
Sim118	0.171641265673016	0	0.0342361972280878	0	0.304028526819387	0	0.0624293944348243	0.427664615844685	0	0.179122611478349	1.10598294293187
Sim119	0.0104486824614066	0.141560120992749	0	0	0.115333377573123	0.14962626775864	0.506084291325914	0.0769472598881678	0	0.179292563876017	1.11938609420996
Sim120	0.25624216485896	0.199825096886446	0	0	0.265862154750507	0	0.252457378236694	0.0256132052673936	0	0.213012980303499	1.076322764587
Sim121	0	0.0626364335931107	0.00253525172171743	0	0.575194898333725	0.0602405475742142	0.10338629238279	0.196006576394443	0	0.139518567679195	1.11960168297559
Sim122	0.386915843819139	0	0.00937980427133867	0.311557877368639	0.111201247861001	0	0.0345292634563545	0.146415963223529	0	0.155167480094775	1.17216011659622
Sim123	0	0	0.058681486518683	0.198320895672529	0.0678050095413161	0.564892349470235	0	0.110300258797237	0	0.202904326739202	1.12622428920722
Sim124	0	0.258038247952608	0	0.0650840559227425	0.194227473771835	0.153132519694552	0.155181719677124	0.174335982981138	0	0.226464527046133	1.0592400832564
Sim125	0	0	0.0312597955824706	0.325983495119111	0.237364681927299	0.0623517358170132	0.343040291554106	0	0	0.139782229863823	1.11287143922672
Sim126	0.328496412014622	0.0534726128059614	0	0.292439897803985	0	0.0542345599786624	0.271356517396769	0	0	0.246455093746584	1.05279891907252
Sim127	0	0.152478084074299	0	0.0570653074670146	0.227449132021189	0.121521558263215	0.441485918174282	0	0	-0.0260651896470465	1.19666863780856
Sim128	0	0.0444668483846709	0.188914111389207	0.0759591507396081	0.335008628248964	0.190542616342812	0.165108644894738	0	0	0.178535242062957	1.08749489977485
Sim129	0	0.124383770493354	0	0.209012735702725	0.380694264659275	0.255612564533225	0.0302966646114216	0	0	0.190853184575763	1.10190661016121
Sim130	0	0.203670536602532	0.298762227010044	0.0205801422879835	0.301768982350325	0.172389338857645	0	0.00282877289146948	0	0.100428752184641	1.17958110058018
Sim131	0	0.393957134152354	0.0905426555505975	0.183952140708468	0.058031363453005	0.242683485615535	0.0308332205200415	0	0	0.117368680434094	1.15592020777108
Sim132	0.331113710392467	0	0.182581715838445	0.120205599783657	0	0.270948577186166	0	0.0951503967992648	0	-0.00538539888608144	1.20331797973898
Sim133	0.0365721402910225	0.101745368539779	0.197569933143745	0.103378155895977	0	0.458130054827582	0	0.102604347301895	0	0.171426503341465	1.12132852882647
Sim134	0.214791838556735	0.0177511763172262	0.00118009387308307	0	0.273071673691516	0.307865813513376	0.185339404048064	0	0	0.225323398559459	1.05753884825294
Sim135	0.474749318438011	0	0.0431747125035647	0.0940390252688813	0	0.381100762401654	0	0.00693618138788922	0	0.235649215068915	1.05921917002027
Sim136	0	0.145744598073307	0	0.147279436877632	0.158972479609519	0	0.24386528464833	0.304138200791213	0	0.106934788213532	1.13142223254917
Sim137	0	0.0327000768773906	0	0.154053041554119	0.253444561996639	0.244351143855245	0.0767094244821579	0.238741751234448	0	0.315776627254786	1.01256039795815
Sim138	0	0	0.0320746603015524	0.0360122664565257	0.107810011317139	0.582671007937112	0	0.241432053987671	0	0.419935842272835	1.01383562769422
Sim139	0.129819993060429	0.0285708308940276	0.358360683386466	0.140645221680129	0.0830871349133451	0.0653420377392422	0.194174098326361	0	0	0.235378081222965	1.07871450085236
Sim140	0.419042040003851	0.0639373854362635	0.0279378155949168	0.063135633123142	0.0176307452920945	0.162795047158022	0.24552133339171	0	0	0.242788430458496	1.04057024602467
Sim141	0.0706125796616083	0.171457568872933	0	0.111936473002922	0.141744277913283	0.399884396741727	0	0.104364703807525	0	0.293509753623985	1.03038112528361
Sim142	0.194631997295493	0	0.261273368544156	0	0.268159961147493	0	0.0932508467133834	0.182683826299474	0	0.132181435555271	1.13933690216258
Sim143	0.272578537705877	0	0.185492440079539	0.0271391905207013	0.109433775355344	0.198318271871366	0.207037784467173	0	0	0.0373924322168396	1.15932271737002
Sim144	0.358649217301872	0.118580424458674	0	0.018709099651591	0.0904387278679571	0.202763013367119	0	0.210859517352786	0	0.137365653620276	1.12353938938215
Sim145	0	0	0.336621493825107	0.169015272195333	0.120161745009998	0.374201488969561	0	0	0	0.0137501858764905	1.20547842281351
Sim146	0.262565250388873	0	0	0	0.230728287135129	0	0.266374524245986	0.240331938230012	0	0.156650487434903	1.09496245155518
Sim147	0.0156627145903278	0	0	0.0834866933992422	0.54290446677756	0.273897181117059	0.0772498232034685	0.00679912091234247	0	0.16605526759387	1.10074099827904
Sim148	0	0.295895772161486	0	0	0	0.166394179579266	0	0.537710048259248	0	0.25449184294303	1.09891473435285
Sim149	0.195328224865927	0	0.160701931608576	0	0.51782661378726	0.126143229738237	0	0	0	0.181934555496006	1.12948168896226
Sim150	0.1360539215055	0	0	0	0.367403737551087	0.325577157802242	0.170965183141171	0	0	0.0275855225219735	1.1690995690141
Sim151	0	0.135991554746659	0.00205433227131514	0.169618229026555	0	0.19259296916307	0	0.499742914792401	0	0.327228172357176	1.03981676596622
Sim152	0.29999072824943	0.0580212610822719	0.0756727337429725	0.168693256109128	0	0.246155224636012	0.151466796180186	0	0	0.153029949697963	1.09610206537656
Sim153	0	0.162430526208032	0.0589952532726918	0	0.299514688315073	0.449347801205951	0.0297117309982517	0	0	0.253719512497036	1.05394457394874
Sim154	0	0	0.239896722498435	0.0657334421743535	0.403184095946193	0.291185739381019	0	0	0	0.0841157455202864	1.15961446056954
Sim155	0.391299008709232	0.0936104761308109	0	0.161930088904053	0	0.267889595129603	0.0852708311263015	0	0	0.0276938878613507	1.17480436401304
Sim156	0	0	0	0	0.61454430548995	0	0.232417618089182	0.153038076420868	0	0.165547213765098	1.09600742197858
Sim157	0	0.0352931215337893	0.037569397621079	0	0.649955319014861	0.0245543464863378	0.252627815343933	0	0	0.237488361655909	1.06262764498892
Sim158	0.0974553019973755	0.0350960446214309	0	0	0.389947562974161	0.268721827723226	0.208779262683806	0	0	0.267500383214058	1.03090922520165
Sim159	0.223950044006432	0.144075862488519	0	0.0751606687877418	0.0726008100796909	0.408570509972346	0.0756421046652705	0	0	0.016231520911308	1.18490799644755
Sim160	0.088100001982845	0.0886083427092668	0.0987764895651675	0	0.398133966497343	0.255750812120095	0	0.0706303871252829	0	0.171262542162318	1.10080472700352
Sim161	0.168020298023544	0.0892267939085418	0.0467074806421201	0.0866113405379743	0	0.422585577343715	0.186848509544106	0	0	0.254602709291753	1.05647150496295
Sim162	0.509175418380198	0	0	0	0.122079740677359	0.276242949138633	0	0.09250189180381	0	0.184947392498541	1.09226433722616
Sim163	0.197800322637934	0	0.0865217478739765	0	0.221969403360358	0.285781394224881	0.0948340020946691	0.113093129808181	0	-0.050730507435776	1.2163784919006
Sim164	0	0.0369684869436726	0	0.00611155996045108	0.561728270945003	0.0855840403512896	0.309607641799583	0	0	0.0889104273107664	1.13227097335685
Sim165	0.135819750363917	0.018429519577443	0.489634339590376	0.0568198613236232	0	0.226241769602704	0	0.0730547595419373	0	0.0612476759022494	1.19952351370717
Sim166	0.456217685448641	0	0	0	0.198670054156157	0	0.236490189391356	0.108622071003846	0	0.126195961820042	1.11769805688961
Sim167	0.0425605886531438	0.0341964050891248	0.130329610585453	0	0.557693654203314	0	0.0446568168920917	0.190562924576872	0	0.190666489762146	1.11326172276372
Sim168	0.185158495081353	0.080409650989286	0	0	0.333178148593574	0.0637043850061475	0.247519997876286	0.0900293224533527	0	-0.0405290877517427	1.1992430769289
Sim169	0.292940050752933	0.219728510972097	0	0	0.195103839192613	0	0	0.292227599082357	0	0.0719999894987667	1.18739674900912
Sim170	0.204818180117773	0.047241917451148	0.126884484146638	0.176465683540159	0	0.0399710395802119	0.40461869516407	0	0	0.130357495329713	1.11145176344145
Sim171	0.0953983008752635	0.100590137980677	0	0.504597038480925	0.0101411919697382	0	0.124982744033985	0.164290586659412	0	0.0510008076244325	1.22719706150796
Sim172	0.18628353041534	0.151941817196882	0.127164756900002	0.306010570644915	0	0.228599324842861	0	0	0	0.149753913285145	1.14235885806566
Sim173	0.213308721687203	0.378539732302493	0	0.186551612210398	0	0.221599933799905	0	0	0	0.262515726166276	1.0707140677668
Sim174	0	0	0.377033042360585	0	0.259567507457772	0.363399450181643	0	0	0	0.140797957552757	1.13018080518883
Sim175	0.137660401438094	0.00988557466385336	0.353507155111979	0.186168979515889	0	0.21601446367239	0	0.096763425597794	0	0.250132305334059	1.07033008753987
Sim176	0.153711741775376	0	0.0917359190025099	0	0.429542657609664	0.00463667841835232	0	0.320373003194097	0	0.21398898741116	1.09366966128058
Sim177	0.289606445571754	0	0	0.100550626999926	0	0.1048455123756	0.264142981656713	0.240854433396006	0	0.221570157706765	1.06322850239806
Sim178	0.162102876263191	0	0.102007593749971	0.00599240114100127	0.327274132282776	0.310208796716776	0.0924141998462846	0	0	0.0703642480553745	1.14579622392693
Sim179	0.0999290686749527	0	0	0.101218403158751	0.385976277187438	0.234856383303349	0.178019867675509	0	0	0.146415343648376	1.10035170664105
Sim180	0.20131627886694	0.00333945750082018	0	0.0544567608300714	0.133818569021129	0	0.110125601167467	0.496943332613572	0	0.259857419610278	1.06069804791066
Sim181	0	0.00539922384159222	0.0462173429720301	0	0.640568173108338	0.136272864537376	0.152222803127734	0.0193195924129305	0	0.143000096522342	1.11350802208021
Sim182	0	0.16132634264617	0	0	0.262423431888886	0.27683595077061	0.203235228793784	0.09617904590055	0	0.291747343692615	1.02372071996385
Sim183	0	0.222358712817993	0.086655682129195	0	0.376695930118999	0.160327959626628	0.0413292607038521	0.112632454603332	0	0.237040907957804	1.06377536047001
Sim184	0	0.346691851519402	0.20309421535877	0	0.170131071333912	0	0	0.280082861787916	0	0.0943394233050198	1.18837775308124
Sim185	0.155073584077056	0.251897617904424	0.164283630915681	0.0913615568495843	0	0.335330314041125	0	0.00205329621212949	0	0.0894166621301865	1.15427010681487
Sim186	0.244499893102803	0	0	0	0.336836514999751	0	0.296569501627759	0.122094090269687	0	0.248420268988529	1.0399989498149
Sim187	0.0232558714701452	0	0.278751521888106	0.161635616299762	0.303681499653331	0	0.129398920168185	0.103276570520471	0	0.257832672854428	1.07447010723356
Sim188	0	0.0790600211122469	0.129529910612616	0	0.315840334797575	0.147830995056298	0.137936305495327	0.189802432925938	0	0.101421521127495	1.13207453996526
Sim189	0.258429754077444	0.00296001790264788	0	0	0.351109000319851	0.269358989155953	0.118142238544103	0	0	0.237694818504808	1.04960364588897
Sim190	0.395119114164142	0.0682731250476961	0.252566160926352	0.00849114397288629	0	0.184844260361971	0.0907061955269519	0	0	0.140108590839215	1.11926332593164
Sim191	0	0.155888940390573	0	0.0813432593143518	0	0.33866118458938	0.115636358154555	0.30847025755114	0	0.35982773976996	1.01509275833922
Sim192	0.577835590212007	0	0.185733993052117	0.061910860649969	0	0.15801184940578	0.0165077066801265	0	0	0.176174589619941	1.11729654356116
Sim193	0.162433772939065	0.283832095150097	0	0	0.354595538026592	0.0655872795112911	0.133551314372956	0	0	0.292909594059742	1.04098689202825
Sim194	0.578416319007303	0.0439900331127457	0	0.159672561656504	0	0	0	0.217921086223447	0	0.203357507083577	1.12321890815181
Sim195	0.256059079953655	0.185974725973378	0	0	0.17390378057562	0	0.234728580168015	0.149333833329332	0	0.172582947133831	1.08956292126565
Sim196	0.187915100341302	0.277993421092027	0	0.161992668953881	0	0.0483482681684809	0.160510566171719	0.16323997527259	0	0.271217947018093	1.03927355644805
Sim197	0	0.244653066569864	0.070131228864901	0	0.252020066483033	0.283895534367166	0.149300103715036	0	0	0.0508835827347217	1.15896580457064
Sim198	0.258042143695451	0	0.248608843599382	0	0.420582423928258	0.0727665887769089	0	0	0	0.231570605629891	1.11342368126897
Sim199	0.127728160780725	0.0690216897063616	0.132322539282659	0	0.487427624300799	0.112876000393305	0.0706239855361505	0	0	0.203333055425815	1.09863070192683
Sim200	0	0.0241711499304859	0.181235940911403	0	0.37171347535172	0.22404304498624	0	0.198836388820152	0	0.00718417370725441	1.1998573841274
Sim201	0	0	0.275478347477833	0	0.380371176592363	0	0.0995995461943318	0.244550929735473	0	0.129538608322937	1.13840420126184
Sim202	0	0.235111634789861	0	0.226999793363002	0	0	0.416000568766744	0.121888003080393	0	0.111623174289908	1.12539699930791
Sim203	0	0.235164668202996	0	0.0292135943210606	0.602302179364957	0.0930980105940306	0	0.0402215475169554	0	0.234831622461995	1.10778924178627
Sim204	0	0.241648101844496	0	0.152268368644797	0	0.0922401290471705	0.310888789621343	0.202954610842194	0	0.243339230390038	1.05065668667372
Sim205	0.146357148686013	0.139328201756342	0	0.160631131058419	0	0.404973351831638	0	0.148710166667589	0	0.0580347722714801	1.18259507120656
Sim206	0	0.207770999656006	0	0.337678735218452	0	0.404605766550922	0.0391341607123084	0.0108103378623117	0	0.112559971776169	1.14253501490631
Sim207	0.270849018565557	0.00107909532686616	0	0.364369074360143	0	0.257706836979081	0	0.105995974768353	0	0.111899869251338	1.154148857073
Sim208	0	0	0	0.08980953527207	0.575983831635312	0	0.172593677055777	0.161612956036841	0	0.0268815147525225	1.1902604383278
Sim209	0.0473396275503611	0	0	0.295908448576862	0.31357086914855	0.17154030814634	0.171640746577886	0	0	-0.0250770509219706	1.2147078865246
Sim210	0	0.391683258790584	0	0	0.490380808684702	0	0	0.117935932524714	0	0.109587081679061	1.21050057407532
Sim211	0	0.0574230240860601	0.230175827354003	0.393275344097859	0.0880194020938139	0.199804409985527	0.0313019923827369	0	0	0.225046869713994	1.10483140748325
Sim212	0.193806519201868	0.285224410696258	0.15765490420177	0	0.261290313578318	0.00521745702544445	0.0968063952963409	0	0	0.261889007026066	1.08985671382585
Sim213	0.263949300223063	0	0.309790191009219	0	0.0992523650455152	0	0.327008143722202	0	0	0.16682454549024	1.10802868790527
Sim214	0	0.226143910483764	0.132480498257335	0.166794313148789	0.280625739799591	0	0.13183882491876	0.0621167133917611	0	0.220487640109473	1.10627203170311
Sim215	0.18830157934829	0	0	0.215770622547866	0.116545667562648	0.479382130541196	0	0	0	0.071797596082332	1.16746061595562
Sim216	0.206287222647721	0.287146602829407	0	0.0531518489673243	0.125578238627668	0.19506815769705	0.13276792923083	0	0	0.20567306056015	1.07513274059817
Sim217	0.441884991767991	0.205059632363717	0.0875359224584392	0	0.19019587150806	0	0	0.0753235819017929	0	0.0651291597645822	1.23393396172462
Sim218	0.0791069272072142	0.406861072935378	0	0.0437039142218906	0.144980977095222	0.325347108540295	0	0	0	0.253309808410056	1.05984822991657
Sim219	0.476358220445178	0.163174527557525	0	0	0.0771432466945796	0.102724474969294	0.180599530333423	0	0	0.175592417504793	1.09361898421082
Sim220	0.242820819908457	0	0.0586201143957318	0.13618536540681	0	0.243468484764392	0.31890521552461	0	0	0.134383437539927	1.10806271253583
Sim221	0	0	0.0618832534065611	0.00366847336287973	0.73335628270825	0	0.0496612993552416	0.151430691167067	0	0.239122853963974	1.0903608996459
