Mixture	B.cell	Dendritic.cell	Macrophage	T.cell	Basophil	Monocyte	Neutrophil	NK.cell	P-value	Correlation	RMSE
Sim47	0.230687691988841	0.152686006151499	0.0850483639303831	0.210265504534092	0.214942982497829	0	0	0.106369450897357	0	0.202102086552376	1.08858876732116
Sim48	0.0384610842632601	0.00804252178884335	0	0.40568528785367	0.116520060254204	0.343372285332228	0	0.0879187605077942	0	0.215437777245386	1.07904154767621
Sim49	0.225761755630584	0	0	0.208239848909488	0.196560029013297	0.130850657389714	0	0.238587709056917	0	0.278061268734787	1.0356603967318
Sim50	0.321449969244363	0.265217883239744	0.224412481286372	0.0606902627363551	0	0.128229403493165	0	0	0	-0.0154326009403636	1.22913907546488
Sim51	0.293744624228132	0.127423791086797	0.0224487142894528	0	0.258433669105905	0.178678066234651	0	0.119271135055062	0	0.194081063143097	1.07022512369721
Sim52	0	0.174858249495663	0	0.138971070678251	0.241660368841559	0.187270469934297	0	0.257239841050231	0	0.207350281213122	1.08307896588507
Sim53	0	0	0.29913745945721	0.264675420847731	0.22875120521691	0	0	0.207435914478149	0	0.26419067162227	1.06996302382773
Sim54	0.109933124238186	0.1596667455415	0.213985500867505	0.173378145225682	0.175836410579083	0.053591109469754	0	0.11360896407829	0	0.0521585144321575	1.17546747693863
Sim55	0.084330968297007	0.315082252781929	0.325852725438398	0.0357268305563247	0.221230051053788	0	0	0.0177771718725528	0	0.17411748700847	1.11439849610553
Sim56	0.248277586248479	0.383917403957452	0.0738623294798515	0	0.0185089539835488	0.210589694814255	0	0.0648440315164129	0	0.0535982491501958	1.18369298013363
Sim57	0.268057708353518	0	0.159169261035464	0.0763247246388201	0.273571157986195	0.222877147986002	0	0	0	0.0717647385749473	1.13677483821747
Sim58	0	0.279512601698195	0	0	0.333055688869003	0.205662955773733	0	0.181768753659069	0	0.132136827830258	1.13377901762003
Sim59	0	0.128825107623963	0.0476753784529874	0.376790035171931	0	0.302775812452125	0	0.143933666298994	0	0.29566798258121	1.04797268387545
Sim60	0	0.211002686904556	0.169600461485534	0.273498424842055	0.240537064273846	0.105361362494009	0	0	0	0.162338350117268	1.11437869963753
Sim61	0.0792983845443981	0	0.109994286262632	0.291791317825196	0.157959602471014	0.360956408896761	0	0	0	0.0778462490487795	1.1413341112605
Sim62	0.052247072679976	0	0	0.443919689827376	0.0416796800207902	0.40847414187844	0	0.0536794155934174	0	0.19620567054459	1.09644783350144
Sim63	0.495194427268388	0	0.00574617119518873	0	0.0242979355725832	0.194806515622706	0.0854036296676715	0.194551320673463	0	-0.00899812843431446	1.19234041886522
Sim64	0.629913580624426	0	0	0	0.19184359181087	0.102958220443505	0	0.0752846071211984	0	0.241599238641372	1.05573701135457
Sim65	0.263928229825806	0.100386745252867	0.350985089052592	0	0.206543285920949	0.0774513753848396	0	0.000705274562947088	0	-0.0549875316835571	1.21693093763494
Sim66	0	0.18772786686955	0.0728936224966688	0.15229704021121	0.18197411158774	0.293868416157248	0	0.111238942677584	0	0.139220426688749	1.11277053949607
Sim67	0.125990552443234	0.0456920977241259	0.295629815257795	0	0.269446082940478	0	0	0.263241451634367	0	0.208230501330486	1.07728468008791
Sim68	0.297009499474251	0.140878020483673	0	0.156257547303122	0.0108574821907832	0.125253370641283	0.269744079906889	0	0	0.120021136926669	1.12127924659396
Sim69	0.215998006595745	0.113167310751541	0	0.214229035372793	0.355257126594883	0.0407631150097894	0	0.0605854056752481	0	0.273998364314973	1.03317596451323
Sim70	0.0513413720973514	0	0.267735934243185	0.2887843793549	0	0.165321129544047	0	0.226817184760516	0	0.0531819392889159	1.21861383551924
Sim71	0	0.269713517041362	0.394950776763974	0.0645420477112223	0	0	0.235969919476544	0.0348237390068979	0	0.0573964345691853	1.20687170707934
Sim72	0	0	0.217887766629828	0.333315670669145	0.222645633090703	0.226150929610324	0	0	0	0.161937155215299	1.10571239598416
Sim73	0.090479343582832	0	0.216707404631553	0.323489639059829	0.102340329305232	0.266983283420554	0	0	0	0.174730879378636	1.09677798104838
Sim74	0.206861726373667	0.0318526512571002	0.268360206254152	0.0722179247423715	0.380312128907128	0.0403953624655816	0	0	0	0.230526729408143	1.05727227921657
Sim75	0.179577874690576	0	0.232369245110707	0	0.0071037940143602	0	0.580949086184357	0	0	0.226840398926462	1.10265556645888
Sim76	0.0476534599324558	0	0	0.416926142967858	0.0431386849493125	0.162766297685421	0.329515414464952	0	0	0.282243922434701	1.04694884614884
Sim77	0.0738040161844193	0.145707660408809	0.33317301612902	0.355553784721982	0	0	0.0917615225557703	0	0	0.129061770755865	1.19536353562035
Sim78	0.310606076477661	0.0908481270676947	0.155599036891287	0	0	0	0.354150351772432	0.0887964077909251	0	-0.0554299480548815	1.22840158621396
Sim79	0.536856944305828	0.128074517791818	0	0	0	0.335068537902354	0	0	0	0.120436771016434	1.12964100524613
Sim80	0.287835305961135	0.2512648661042	0.00323822789513013	0.19953666877876	0.258124931260776	0	0	0	0	0.0415471416198786	1.18485533298333
Sim81	0.418988992193683	0.122809271730988	0.0493538017273354	0	0.131461378564042	0.148515613479178	0.128870942304774	0	0	0.137089197928407	1.10291920677363
Sim82	0.379634213419921	0	0	0.11500615076775	0.329371205960469	0	0.0964877938843166	0.0795006359675436	0	0.185831644535689	1.08554488183929
Sim83	0.125880826542415	0.0121584569907411	0	0.15809466560717	0.283393682463449	0.0864359210823898	0	0.334036447313835	0	0.277248482794607	1.04539246417685
Sim84	0	0.181489089949046	0.172531974079678	0.0156796113641731	0.425304110738623	0	0	0.204995213868479	0	0.0939766694727953	1.15669459780565
Sim85	0.056242309388589	0	0.286908704043744	0.229546007044217	0.296593324416545	0	0.0701971993629114	0.0605124557439936	0	0.228366575667889	1.07191364857006
Sim86	0.0339986767592838	0	0.23918847552137	0	0.0965766820667218	0.0559452087612853	0.276934740622619	0.29735621626872	0	0.235428958101809	1.08712174400317
Sim87	0.264455730100747	0.220421499321202	0	0.118363897850029	0.357442701004081	0.0393161717239413	0	0	0	0.154268706568249	1.10667854332146
Sim88	0	0.0433376503711432	0.342612779563455	0	0.304072500871362	0.03650983880544	0.183529366647408	0.0899378637411918	0	0.109914088932843	1.15956398135088
Sim89	0.125279864463683	0.177582352695848	0.0987128170359049	0.0791572246557082	0.284218268176566	0.235049472972289	0	0	0	0.226642559023622	1.05899570323689
Sim90	0	0.27649143852738	0.126437373712881	0.100127238013653	0.290254812832718	0.0910263002668677	0	0.115662836646499	0	0.138901781293051	1.12228453473283
Sim91	0.42638093601385	0.1790681782812	0.145590782211692	0	0	0.22324073213787	0.0257193713553875	0	0	0.135199958586396	1.11766832024415
Sim92	0	0.0579639898829573	0.506213381253955	0	0.170919395688267	0.037309644295088	0.162322502091021	0.0652710867887113	0	0.163565527952691	1.12839106850629
Sim93	0.180063907024879	0.0760361067950333	0.133150561548634	0.166166281763607	0.308922408174452	0	0	0.135660734693396	0	0.251865366610691	1.04645680909975
Sim94	0.38109261378411	0	0.0966892295456207	0.0493641934303489	0.108687130560752	0.0711185660467485	0.293048266632419	0	0	0.192960237107791	1.0759350815826
Sim95	0	0.00511752089318787	0.198598813763567	0.247619272806887	0	0.182527012132251	0.366137380404108	0	0	0.133871533435281	1.13574979778474
Sim96	0.048911043386395	0.100248320133475	0.0617472878091555	0.205751592582177	0.408257640062702	0.115695877907282	0	0.0593882381188142	0	0.213536797289822	1.07411547886922
Sim97	0	0.453311710492363	0.127612903473709	0.0796487522332805	0.141095371511817	0.168199544320802	0	0.0301317179680288	0	0.096087548273195	1.16994452871619
Sim98	0.171077615270945	0.189871833971941	0.0659174782263536	0.0840734626874723	0.292851744466712	0.0440250253589047	0	0.152182840017671	0	0.22329744114845	1.06140621417435
Sim99	0	0	0	0.0262339027733953	0.0246035709602995	0.656606052469213	0.0498834249513767	0.242673048845716	0	0.160827050626168	1.13369398744779
Sim100	0	0.0173209552783578	0.166525100756246	0.0604297621667682	0	0.0993972766267507	0.472707874484464	0.183619030687413	0	0.190197298149009	1.12983371246634
Sim101	0	0	0.222566254025781	0.272851685819114	0.0724479235491683	0.104481801820358	0.279218866832815	0.0484334679527635	0	0.0790872097136706	1.1707986002265
Sim102	0	0.084181433939196	0.252215275580524	0	0.50307453138908	0	0.0112075262382677	0.149321232852933	0	0.114651599936804	1.15617169104987
Sim103	0.182575813239601	0	0.197463951232892	0.191609282649963	0.290174202832084	0.13817675004546	0	0	0	0.173516674139749	1.08449248935018
