Mixture	B.cell	Dendritic.cell	Macrophage	T.cell	Basophil	Monocyte	Neutrophil	NK.cell	P-value	Correlation	RMSE
Sim104	0.191228460497135	0.20530882685866	0.0396139040379929	0.200537204904166	0.262783833976664	0.0225419569744762	0	0.0779858127509055	0	0.125132158067316	1.12975380719057
Sim105	0.316949328324621	0.124695239912014	0.0769175956813752	0.113741616008792	0.289054541934443	0	0	0.0786416781387544	0	0.137641170354098	1.11072201101874
Sim106	0.364552982112264	0.0511798744604259	0.038167364305989	0.00137564688301805	0.232645350134146	0.219122293808292	0	0.0929564882958657	0	0.227064776351379	1.0495236080776
Sim107	0.129331496326318	0	0.226030480694304	0.183707827088648	0.171261101001754	0.115594573027901	0	0.174074521861075	0	0.0699440580900377	1.15681895065297
Sim108	0.0878981595210655	0	0.210874407917432	0.261708248457857	0	0	0.243112667610969	0.196406516492676	0	0.0576393079230733	1.21470534288714
Sim109	0.123945269536167	0.139924233116485	0	0.0413324677812838	0.346885501795881	0.118674554443116	0.00259071880582196	0.226647254521245	0	0.228785104764546	1.06216603881503
Sim110	0.175942225008407	0.138170470848992	0	0.230484310184425	0.0605364212222793	0	0.105366826608524	0.289499746127373	0	0.202651067853953	1.12812678306284
Sim111	0	0	0.173543830418923	0.259175624155778	0.334706167789386	0.0677797635732088	0	0.164794614062705	0	0.253778525185985	1.0565295778759
Sim112	0.558917852223175	0.181285719809141	0	0	0.175392492094454	0	0	0.0844039358732298	0	0.133388685011633	1.13003554439109
Sim113	0	0.064106580099419	0.23949793816142	0.297075590722328	0	0	0.399319891016833	0	0	0.160343285922847	1.14379682467074
Sim114	0.109892611923128	0.189198830167072	0.0462760776968677	0.255632135367925	0.0759673177606072	0.283407800924819	0	0.0396252261595811	0	0.193280186536648	1.08644777727459
Sim115	0	0	0.323387616589637	0.264507990715801	0	0.00624975173745406	0.405854640957107	0	0	0.142280785077988	1.15739216941922
Sim116	0.0652812509080779	0	0.0209446826325783	0.176149834788608	0	0.572661683628295	0.0462969672793086	0.118665580763132	0	0.228071205077282	1.06378571702381
Sim117	0	0.105435530053194	0.322890208572703	0.137664137395001	0.256808812465439	0	0	0.177201311513663	0	0.138908558492556	1.13365217911325
Sim118	0.501900083568202	0.0770295267887544	0	0	0.126511676272907	0.261568079779807	0	0.0329906335903297	0	0.199073356606266	1.07318159991591
Sim119	0.232004344219269	0.120524645046753	0	0.135548893337846	0.41202597566065	0	0	0.0998961417354826	0	0.21278759688734	1.07209955918024
Sim120	0.396630257741099	0.143821540228033	0	0.0618258350334621	0.294078420929868	0	0.0536897393376271	0.0499542067299109	0	0.218399169896314	1.06449942444547
Sim121	0	0.156423542578776	0.0531164970307605	0.397773758890134	0.169115332316051	0.139212804333296	0	0.0843580648509822	0	0.152874968163016	1.13751213164067
Sim122	0.202547857938691	0	0.0227579953256437	0	0.233439472906936	0.20663015108382	0.23170417448391	0.102920348260999	0	0.199441686255969	1.09057980719206
Sim123	0.328454437535212	0.349011405152036	0	0	0	0	0.322534157312751	0	0	0.148487826279474	1.12449279844442
Sim124	0.104686361074941	0.216276557640456	0.029385300723854	0	0	0.270271564231316	0.300360712685691	0.0790195036437415	0	-0.0778156416020138	1.24334040371688
Sim125	0.255713335937473	0.0789064385760011	0	0.203370945570567	0.161935051892309	0.14475684937391	0.15531737864974	0	0	0.0756380779656746	1.14021107167238
Sim126	0	0.270617329927751	0	0.3197526046465	0.182585615417229	0.0643188882460826	0	0.162725561762437	0	0.251809956321859	1.08426900848405
Sim127	0.403674849423898	0.217466115314986	0	0	0.0755841090720624	0.303274926189053	0	0	0	0.161553436478337	1.10117721555146
Sim128	0.180764658909119	0.0321436093961121	0	0.14932233540676	0.176573085730154	0.107821894765128	0.353374415792727	0	0	0.0786214400179741	1.16327173977124
Sim129	0.285471976167097	0	0	0.167236661489857	0	0.513931908670404	0	0.0333594536726417	0	0.049776585669243	1.15598655424138
Sim130	0.238205210140131	0	0.32736963252167	0	0.146738520091143	0.287686637247056	0	0	0	0.185024896245649	1.07919335883862
Sim131	0.626057467986853	0.0173432877949201	0	0.0389417652512784	0	0.0237050410018868	0.193591744383249	0.100360693581813	0	-0.0598109105414599	1.24331227267393
Sim132	0	0.201707905849914	0	0.118653745211022	0.377843138922477	0.197006499421457	0	0.104788710595129	0	-0.0268990791306871	1.2205076058541
Sim133	0	0.254749868431577	0	0	0.533145543424358	0	0	0.212104588144065	0	0.10992089937586	1.1697294915492
Sim134	0.395846043063616	0.0774498297454622	0.0738995410788443	0.0765085830269901	0.254670529118835	0.121625473966253	0	0	0	0.0855702807848854	1.13074107492816
Sim135	0	0.209133974836425	0.239080872876492	0.227541210170296	0.168365360824555	0.108180903462923	0	0.0476976778293099	0	0.167560046228715	1.11499966990678
Sim136	0	0.0970422770233058	0.24334549566976	0.0248664881662855	0.0679737354007192	0.190325056507274	0	0.376446947232656	0	0.0172316006685853	1.21292574234442
Sim137	0.191043312485647	0	0.00422201148133185	0.278153471327225	0	0.162297613683092	0.364283591022704	0	0	0.0239758986971931	1.18696064514293
Sim138	0	0.0990170737333294	0.256669185349281	0	0.414838068187034	0	0.0720930182553877	0.157382654474968	0	0.1919576338235	1.10306911146289
Sim139	0.145285995310176	0	0	0.189368884983494	0.230361573989913	0.360713678650277	0	0.07426986706614	0	0.159739211066773	1.09387232323756
Sim140	0	0.341813786722999	0.142332801040265	0.188266597287444	0	0.148678846700138	0.0322394626467441	0.14666850560241	0	0.10481814093211	1.18194827146253
Sim141	0	0.147168770951047	0.111169994690583	0.15068718286604	0.410280214869546	0.16190327362867	0	0.0187905629941143	0	0.219224172991116	1.07585169925143
Sim142	0.132551912503206	0.0462812897379417	0	0.39640283462401	0	0.208239509634368	0.182322342578104	0.0342021109223703	0	0.178804608432146	1.10796993616405
Sim143	0.181766417673734	0.11910391762937	0.0566307923597196	0	0.0463398475614519	0.156772304863687	0.153602624776003	0.285784095136035	0	0.129590004472447	1.12497703332031
Sim144	0.0868078507528082	0	0	0.306855445901581	0.380274613377549	0.226062089968062	0	0	0	0.0566846904374307	1.16630990021099
Sim145	0.0880277151499115	0.0574212704549747	0.109566368549296	0.206277084900475	0	0.0769677930518057	0.461739767893538	0	0	0.149685569908926	1.12998233550087
Sim146	0.093056348487348	0.130695052780908	0.0675246027938183	0.154341911503504	0.38264445383413	0	0	0.171737630600291	0	0.00838855594479029	1.19714819742817
Sim147	0	0.0549318334605886	0.224813465543735	0.1041629018707	0.17038039100314	0.0471892283631587	0	0.398522179758677	0	0.25174749275429	1.08177889798856
Sim148	0.199996385604849	0.207235064393663	0.101667589793101	0	0.311886562814846	0.0143375289387297	0	0.164876868454812	0	0.221754343142455	1.06159295654574
Sim149	0.22131347002683	0.116362778246944	0	0.354902306729296	0.164824775190964	0.142596669805966	0	0	0	0.306577748961894	1.02322219434609
Sim150	0.186554970909705	0	0.00470478802093219	0.237987826941538	0.305480802924238	0.0957561235712207	0	0.169515487632365	0	0.0765503432238577	1.15320827695842
Sim151	0.0635124782316294	0.241231948168911	0	0.0736798684082939	0.335210102707556	0.0570884656800885	0.0963230274659621	0.13295410933756	0	0.0199613285981687	1.19498833555761
Sim152	0.0236970258488092	0	0.0783410041721552	0.218836052508109	0	0.122432685321886	0.359195945594865	0.197497286554175	0	0.0772749489830299	1.18755370133392
Sim153	0.408899020124153	0	0	0	0.188626347046555	0	0.157754317206208	0.244720315623085	0	0.236985226976676	1.06048945121713
Sim154	0.420984483184954	0	0.0709729564959379	0.0298632611529523	0.125213185278423	0.309196078299136	0	0.0437700355885964	0	0.234306502843086	1.04581383210706
Sim155	0	0.0430327621083436	0.153034669675262	0.0887013002251769	0.440581565617586	0.135311949091143	0	0.139337753282489	0	0.125998508802728	1.1362115896354
Sim156	0	0.172463855201709	0.0602628997388736	0.393060562739545	0.112912696175035	0	0.261299986144837	0	0	0.148375333283984	1.14903922872949
Sim157	0	0.649730919305548	0	0.00352646262123157	0	0.13976851276309	0.0535791987072295	0.1533949066029	0	0.151437600571363	1.18230890282141
Sim158	0	0.0883096673374376	0.0897205041405569	0.402319207637424	0	0.34518226467188	0.0744683562127013	0	0	0.236150389140983	1.07078475969597
Sim159	0.195409857491446	0.0635797015117535	0.134500232641584	0.0916435296657965	0.0950067938589018	0.101722645047373	0	0.318137239783145	0	0.301471312720125	1.02792075427196
Sim160	0	0.000931695464184587	0.0575310402735058	0.364110927359445	0.0996537863557738	0.477772550547091	0	0	0	0.240259830297177	1.05709885742577
Sim161	0	0.0301406327127867	0.0811623144570866	0.405936532150783	0.181272655547733	0.236577217887922	0	0.0649106472436894	0	0.30091632701592	1.02597163306909
Sim162	0.193588388584382	0.0597975731507082	0.00155802809717242	0.29720796334289	0.303769524189421	0	0	0.144078522635427	0	0.281831731203291	1.04223882041423
Sim163	0.532207646857193	0.0287776033311606	0.0741776893809249	0.10123223988941	0.188448935617918	0	0.0751558849233925	0	0	-0.0383868242366843	1.21213472589823
Sim164	0.345945111247787	0	0.0559880414126131	0.0589701581880642	0.00356625809349409	0.207361898189665	0	0.328168532868377	0	0.204333939800616	1.09030597640451
Sim165	0	0.491346051306185	0	0	0.361916975422083	0	0.0497023246272781	0.0970346486444539	0	0.152935007509113	1.14357617702941
Sim166	0.539481489401575	0	0	0.0018742214645785	0.214397361261066	0.0891717278115008	0	0.15507520006128	0	0.239662648167984	1.05128775303323
Sim167	0.173336605688282	0.100854333253832	0.0593612708902267	0.162151136930159	0.22117084310254	0.123529347731452	0	0.159596462403508	0	0.067830654260479	1.14952957265618
Sim168	0.065340371566954	0.281424847066767	0.195614239596912	0.0720855216175423	0.190899578438798	0	4.50893518616136e-05	0.194590352361165	0	0.238071399021727	1.07272132134111
Sim169	0.305767507265726	0.219900023896017	0.0450699016256564	0.157948324581512	0.08830162099938	0.060200827700864	0.122811793930844	0	0	0.153558287304916	1.11073782896498
Sim170	0.0241372452757865	0.0601767161591401	0	0.17025930176046	0.315657037971921	0.225764729329209	0	0.204004969503483	0	0.204655643191852	1.07990364208263
Sim171	0	0.262933907991186	0.131731502357191	0.227098134974106	0.16153590629679	0.169043312635272	0.0476572357454541	0	0	0.228366106341941	1.07007431265766
Sim172	0.330883776803799	0	0.345129446263355	0	0	0.0893255265304617	0.234661250402384	0	0	0.208219507577012	1.07071977612213
Sim173	0.200395070462521	0	0.0820070730263492	0.127490515044183	0	0.361885284714379	0	0.228222056752568	0	0.272378622333836	1.03194100709744
Sim174	0.244481696000984	0	0.0368227485053445	0.0628808317901493	0.377944344896	0.102213844251639	0	0.175656534555884	0	0.179666114146509	1.0859431504044
Sim175	0	0.235972496199109	0.0441180132089815	0.431087071740726	0.0420840790876796	0.199266012184772	0.0474723275787325	0	0	-0.00236889754210904	1.24661599308219
Sim176	0	0.0135317940152356	0.123114441077819	0	0.543685182147577	0	0.253457030320003	0.0662115524393642	0	0.0427816967795695	1.27608091707169
Sim177	0	0.0153234977967074	0.334908867977723	0.156051038633369	0	0.358684259999217	0.135032335592983	0	0	0.134756381270683	1.12361211353012
Sim178	0.519948105390857	0.121305974704607	0.0287919274088608	0.0131208149523696	0.112357061764568	0.204476115778738	0	0	0	0.143927277844234	1.10822206227193
Sim179	0	0.211805694716539	0.218274747364616	0	0.139173242575327	0.242024950144265	0	0.188721365199254	0	-0.0259563368416866	1.21068626815622
Sim180	0.560752685250224	0	0.0103011956896751	0.0553975441580843	0.165221949827685	0.0938188504294944	0.114507774644837	0	0	0.0600682264289379	1.15165438450246
Sim181	0.443557596930134	0.0169076158116534	0.138313765240124	0	0	0	0.401221022018088	0	0	0.152842410519049	1.10949055304608
Sim182	0	0	0.0574103910261344	0.415632360398855	0	0.160298160685218	0.366659087889793	0	0	-0.0666120525745252	1.26712915250616
Sim183	0	0.0388506269835819	0.0826899366635237	0.397870963091938	0.340262879841163	0	0	0.140325593419793	0	0.297614299871156	1.04680012777446
Sim184	0.194193431671167	0.261118732368505	0.258179168479755	0.108117463997826	0.122555037158813	0	0.0558361663239345	0	0	0.149117174071749	1.1268071591435
Sim185	0.107853397780674	0.383582348645119	0.21796211455735	0	0.12353621199902	0	0.167065927017837	0	0	0.139948496545049	1.13493867806413
Sim186	0.298370544381868	0	0.0783972402267049	0.0594415304818074	0.350790089638506	0.035666696812083	0.00718123442588056	0.17015266403315	0	-0.0048476367733062	1.18620587450675
Sim187	0	0	0.190207000944177	0.261083246792914	0.152483934615525	0.171603450440642	0	0.224622367206741	0	0.257366174369716	1.05859437048799
Sim188	0	0.196839474439109	0.276891191383733	0.150695263796734	0.014500965553994	0	0.281742488519901	0.0793306163065286	0	0.124358251806555	1.15736791732784
Sim189	0	0.0375838046911393	0	0.325254038479695	0.430241024908037	0.133196217209085	0	0.073724914712044	0	0.25020887617701	1.06154567445181
Sim190	0.297976431940281	0.118682497571825	0	0	0.113246183455996	0.0763258966156684	0.318692081468814	0.0750769089474159	0	0.210205348174643	1.07309788462577
Sim191	0.121243347013236	0.110673166101263	0	0	0.633504343781497	0	0	0.134579143104003	0	0.196978117711135	1.12393816974535
Sim192	0.0273199697239804	0.12825546983364	0	0.472282905194358	0.361092961122818	0	0	0.0110486941252028	0	0.270700607484185	1.06855729207392
Sim193	0.71795230636902	0	0	0	0.196345732821745	0	0	0.0857019608092347	0	0.254628972566155	1.06200044114219
Sim194	0.0914199007174363	0.232383044789536	0.239685170611712	0	0.154342578778589	0.15733785680469	0	0.124831448298036	0	0.213751577527057	1.0688964618526
Sim195	0.0640462038220081	0.166495912849958	0.151930387127554	0	0.211854085473569	0.157881865208482	0	0.247791545518429	0	0.145084015257192	1.10912321296253
Sim196	0.228137324340829	0.138941733117519	0	0.149918825693034	0.0154346884932716	0.378704050193084	0	0.0888633781622617	0	0.0542891040353334	1.15675933963246
Sim197	0.271309225358244	0.0047274906391308	0	0	0.34509085050345	0.312548035031276	0	0.0663243984678993	0	0.18565792852621	1.09448016107134
Sim198	0.347689001661247	0	0.101103222946112	0	0.205332573985626	0.238265594224035	0	0.107609607182981	0	0.0179148426085149	1.15970538678479
Sim199	0	0.114507911250907	0.286071383241913	0	0.313732693221683	0.0503358263839407	0.138836366090924	0.0965158198106325	0	0.127374000761986	1.13981302641049
Sim200	0	0.260379220617747	0.149511164491845	0.201755069947921	0	0	0.359897897354374	0.028456647588112	0	0.150928066920498	1.14301046573177
Sim201	0.0719637818671094	0.0473410229315282	0.0563851192977327	0.339105583508428	0.183446691890922	0.235860576126085	0	0.0658972243781945	0	0.176092761225352	1.09474426164591
Sim202	0.562832315441294	0	0	0	0.229336057942195	0.135046288884322	0	0.0727853377321888	0	0.257197770171722	1.04074854835027
Sim203	0.393229378128783	0	0.0395014134459734	0	0.293303223027324	0.171146832132906	0.102819153265013	0	0	-0.0286770946715326	1.20362483999034
Sim204	0.239065020298247	0	0	0.267449192137025	0.13872505806295	0.354760729501778	0	0	0	0.00945475542347647	1.17295126044025
Sim205	0	0.052642254241063	0.0641828491539822	0.138893347464653	0	0.20556829458549	0.106054969599653	0.432658284955159	0	0.16164223938548	1.15272296291293
Sim206	0.0554099723367962	0.426670393633997	0.0778379396263903	0	0.153851689316924	0.229844446599323	0	0.0563855584865694	0	0.217683609044191	1.08370478196618
Sim207	0	0	0.0698086722573002	0.455277902570495	0.247519613801784	0.00815016553987763	0.196784012853024	0.0224596329775193	0	0.055572817455037	1.20629559475847
Sim208	0	0.266906715150343	0.205486539492099	0.180750933116043	0.242209465765958	0.104646346475558	0	0	0	0.0410815650644604	1.18475657710909
Sim209	0	0	0.14810583441662	0.260050712245448	0.508570526448994	0	0.0137959409209739	0.0694769859679642	0	0.16863147734776	1.12155549181623
Sim210	0	0	0	0.207799558364696	0.272371291094292	0	0.405564330146062	0.11426482039495	0	0.199016619423988	1.13675883316246
Sim211	0	0	0.0372359828305799	0.0215403136196559	0.679903275572434	0.177847041155822	0	0.0834733868215076	0	0.290121714137716	1.10232190469469
Sim212	0.0721906746675172	0	0.0604698055380031	0.401104981427048	0.166228626668701	0.300005911698731	0	0	0	0.248793298692967	1.05134616685122
Sim213	0.195851138443732	0.00896388191754944	0.156612191867621	0.121924790233373	0.315228150936518	0.201419846601206	0	0	0	0.070930994888113	1.14134423310186
Sim214	0	0.110256732444791	0.328338624566805	0	0.270101728304962	0	0	0.291302914683441	0	0.0737413389213992	1.17260293770885
Sim215	0	0.227345273779371	0.0826197978612913	0.0500353079090755	0.150236303085167	0.209729039400434	0.0632863411001716	0.21674793686449	0	0.0748498982524078	1.15758542111672
Sim216	0.0750625516558411	0.000376621449176742	0.468299500855852	0.185193106324369	0.19751144563018	0	0	0.0735567740845805	0	0.125476311336451	1.15205635157633
Sim217	0.129262914030602	0.0753535710381703	0	0.100064190146011	0	0.0505253782495427	0.644793946535674	0	0	0.239234989505709	1.10352122503135
Sim218	0.0874940387483988	0.13187502329942	0.123176200052183	0	0.292044046740693	0.0719150747588008	0	0.293495616400504	0	0.191159080337415	1.08669359613794
Sim219	0.281813194756899	0.00976113009966093	0	0.135523423966574	0.30610696043053	0.0915142831521118	0	0.175281007594223	0	0.0768882356813677	1.14379529849136
Sim220	0.109055208884094	0.0694598293526532	0.112751385380691	0.302368654502856	0.406364921879705	0	0	0	0	0.240899456242416	1.06263630182839
Sim221	0	0.0220765956445263	0.168254789051535	0.464563908908355	0	0.334317581904896	0.0107871244906879	0	0	0.135649314350906	1.15037016996922
Sim222	0.0866456739250974	0	0.271926660209691	0.120116433925964	0	0.296559254452632	0.0284438700955211	0.196308107391095	0	0.196430154272311	1.08362272664154
Sim223	0.327675463882025	0.132088946729398	0	0.117468276907505	0.278339240281419	0.0588397707911403	0	0.0855883014085137	0	0.23523286230634	1.05223634103172
Sim224	0.063419000162465	0.278511650300989	0.0660860785761734	0	0.146770678058836	0.142490620315257	0	0.302721972586279	0	0.14241972156452	1.12673114166041
Sim225	0.177783279380641	0.0114052075293207	0.0315678745443489	0.326682112199079	0.249374061472492	0	0	0.203187464874118	0	0.206498605307231	1.10499298533293
Sim226	0	0.144018327424868	0	0.320482771889799	0.0369659451956089	0.497790150136383	0	0.000742805353341064	0	0.0826519913209546	1.15650818229895
