Mixture	B.cell	Dendritic.cell	Macrophage	Monocyte	Neutrophil	Basophil	NK.cell	T.cell	P-value	Correlation	RMSE
Sim95	0.361675052049044	0.230351935748068	0	0.20029289148234	0	0.0794829380550744	0.0474104244950071	0.080786758170466	0	0.091902486125317	1.1507476224377
Sim96	0.0986242786938881	0	0.154100443315593	0	0.320161664337863	0.160799243306528	0.0787257792938817	0.187588591052246	0	0.324257480325184	1.02243404221513
Sim97	0	0	0	0.169195307000423	0.173313569088465	0.24559867502471	0.143484895861404	0.268407553024998	0	0.104142740137868	1.12606717919139
Sim98	0	0	0.309069103126927	0	0	0.105341013185605	0.095694209298779	0.489895674388689	0	0.206599319443855	1.08024704299548
Sim99	0.112261593154012	0.211018623998894	0	0.234350640836151	0	0.236301290458159	0	0.206067851552784	0	0.243938930349336	1.04663625229856
Sim100	0.0160092833773654	0.185128645987684	0	0.104292837475779	0.0513420612064742	0.327785149990434	0.269408835467996	0.0460331864942676	0	0.123776722826849	1.12118254098862
Sim101	0	0.0157664519596087	0.307340821453033	0.0517722768179809	0	0.153335210929985	0.0986226747169786	0.373162564122414	0	0.053638253563536	1.1496283638544
Sim102	0.168032086378972	0.132443099619648	0.130026430227162	0	0.237611288325953	0	0.331887095448266	0	0	0.205986946918396	1.07371312549311
Sim103	0.131510660367502	0.233288648221677	0	0.193004183919796	0.210193405383943	0.00984987445211556	0	0.222153227654966	0	0.305362655811123	1.00118657263901
Sim104	0.194892348337995	0	0	0.31049577350741	0.283131097396221	0.038759004980712	0.000442924634094432	0.172278851143568	0	0.00748741512549455	1.19213657117366
Sim105	0.066892046401874	0.158482465559657	0.244429877440226	0	0.0951920425163354	0.073933757178717	0.319326796845129	0.0417430140580621	0	0.0780509619665094	1.14359391286347
Sim106	0.165331803007841	0.214976660213185	0.0234536565164193	0	0.0728844471221025	0.216592690621988	0.306760742518464	0	0	0.27792870673805	1.02877181909971
Sim107	0.0537513360217286	0.427346209724948	0	0.0762493522511141	0.129810272216396	0.0243348968611841	0	0.288507932924629	0	0.162227741012319	1.09286324240426
Sim108	0	0.489948575150813	0.180445886969007	0	0	0	0.223103831008815	0.106501706871366	0	0.0839591220427365	1.16013129662239
Sim109	0	0.371603765819151	0.0933042130994564	0.00523019255306778	0.0786767190259172	0	0.42754634825974	0.0236387612426683	0	0.00864573638892926	1.204288703844
Sim110	0	0.330169832961181	0	0.0173771330094092	0.211469001287962	0	0.254464880185654	0.186519152555793	0	0.266279576332311	1.02829938310037
Sim111	0.137008123580023	0.0380959748391517	0	0.188942569319787	0.316584319356317	0.0607574698042795	0.0769040964111449	0.181707446689298	0	0.169296649006481	1.08914233453483
Sim112	0	0	0.0576915348818462	0.0893060671350398	0.0551475311872063	0.260947132605971	0.291189807712216	0.245717926477721	0	0.258850553839152	1.05066136603698
Sim113	0.120086305418286	0.0516192202545251	0.110733655472305	0	0.169612968716286	0.158375233271363	0	0.389572616867235	0	0.205723883961891	1.06360909452853
Sim114	0	0.181507228445041	0.0655415653622744	0.0832811891617503	0.176714111990021	0.258045849729279	0	0.234910055311634	0	0.254617391458467	1.04594439978145
Sim115	0.593068846845036	0.191318907072278	0.0250803787240749	0	0	0.0513077940713621	0.139224073287249	0	0	0.249995877367911	1.07455231041494
Sim116	0	0.555006534959091	0.163250270666492	0	0	0.0269489906484361	0.124142395195543	0.130651808530438	0	0.218391186005822	1.0901751346778
Sim117	0	0.304985219871502	0	0.0982485356223679	0.114194577233868	0.140787975823017	0	0.341783691449245	0	0.117156136579968	1.1051453901895
Sim118	0.0534012481037537	0	0.307903419848046	0.18186169948745	0	0.179485690074784	0.277347942485966	0	0	0.28930680593531	1.02531777184485
Sim119	0	0.145300258212072	0.164359458390557	0	0.219619600359556	0.222501165165509	0	0.248219517872305	0	0.0503115763771868	1.17655815011971
Sim120	0.0603650467185303	0.0684702798463245	0.0792003579297788	0	0.336399924197175	0	0	0.455564391308191	0	0.295901295503964	1.01362290810012
Sim121	0.238892312778285	0.191785732918143	0	0.20181935900853	0	0.242819347177917	0	0.124683248117124	0	0.264369099858082	1.04713349424543
Sim122	0.125407469572182	0.24263909415251	0.12394828744672	0.00963639032666797	0.124849196021071	0	0.251147906506915	0.122371655973933	0	0.174768543477175	1.07812840895474
Sim123	0.0186639529114858	0.356861669286663	0	0.182448700162323	0	0.159282861020079	0	0.282742816619449	0	0.209265479636816	1.06644917753878
Sim124	0.108253804789339	0	0	0	0.218329253093576	0.46220594673251	0.0796227443514067	0.131588251033168	0	0.289417387091955	1.0737084255356
Sim125	0.278391037696534	0.28807984614958	0	0.163048731865551	0	0.174025953011524	0.0964544312768108	0	0	-0.0017565928684776	1.21251640519035
Sim126	0.436721705457359	0.0552089562546872	0.0111770682855387	0.207337025971486	0	0	0.0703498287236964	0.219205415307233	0	0.10400751601541	1.12453880979139
Sim127	0	0.277650594061881	0.109562927096673	0.251340789719596	0	0.150585361206307	0.210860327915542	0	0	0.264779313114881	1.04143208099646
Sim128	0.0445068285675624	0.0982585068274304	0.070724292586632	0.187827487920358	0	0.233456748338548	0.365226135759469	0	0	0.261281573500042	1.03549638080443
Sim129	0	0.108541754167255	0.109644485528936	0	0.0624558985697494	0.378649938106999	0.250284733768066	0.0904231898589947	0	0.0620853062739947	1.17080743380682
Sim130	0.0702565732728472	0.0300783914916696	0.106767776918461	0	0.234007156527545	0.125890049459556	0.0456235211772287	0.387376531152693	0	0.227582932157988	1.05724149195283
Sim131	0.0981165411266823	0.323052239217048	0	0.0653247618042266	0	0.445116659194541	0.0683897986575021	0	0	0.29110403856985	1.06085398314953
Sim132	0	0.249946493727974	0	0.0865065968232411	0.352623297942959	0.018656391568769	0	0.292267219937057	0	0.321187322778632	0.993376239044866
Sim133	0.397767030915417	0.260720834352915	0.174248997633274	0.000151279747850649	0.0164754150761264	0	0	0.150636442274417	0	0.149848582596545	1.11566033081406
Sim134	0	0.343087629689824	0	0.251044506980639	0	0.300112161327104	0.0983737746721113	0.00738192733032172	0	0.24970951075135	1.07879478634502
Sim135	0.169718706809406	0.354144112882572	0	0.0180165060769439	0.184294712471973	0.0562956357568891	0.175770579104603	0.0417597468976132	0	0.255080931784063	1.04370373739627
Sim136	0	0.0806233914973394	0.0360837697036747	0.419657033737657	0	0.100501038642374	0	0.363134766418955	0	0.279789677600061	1.0129285281347
Sim137	0.261005874831814	0	0.320092699038756	0	0	0.0750185676981247	0.320141473388035	0.0237413850432705	0	0.0188937013774286	1.19074779789047
Sim138	0	0.106210789711643	0.0793993168673131	0.378043096562129	0.0959222715325534	0	0.0755747100387093	0.264849815287652	0	0.130624695260424	1.09328551904216
Sim139	0.42696274318297	0.140847473278306	0	0	0.0358372226388074	0.261415459928484	0.134937100971432	0	0	0.236739373339446	1.07485455964762
Sim140	0	0	0	0	0.548338886352477	0	0.451661113647523	0	0	0.29838591787032	1.07871234598629
Sim141	0	0.301291017877968	0	0.0985692139142471	0.0329170916906181	0.168387683540398	0.398834992976769	0	0	0.051122850757117	1.16713129154847
Sim142	0	0.240602647491845	0.0968602243059241	0	0.0832353945339309	0.532588706489344	0.0174574087773227	0.0292556184016335	0	0.166045144933723	1.1783142084547
Sim143	0.101025754698335	0.131599591040097	0	0.121739482121648	0.0990829407699506	0.321865185246232	0	0.224687046123738	0	0.0353928742839524	1.17293897860461
Sim144	0	0	0.338829487394067	0.338208403322444	0.0113015717770365	0	0.24686899261122	0.0647915448952325	0	0.24407832308828	1.04905469778654
Sim145	0.145431015652046	0.107329409777501	0	0.34194342619877	0.0560411317320157	0	0	0.349255016639667	0	0.222368609883143	1.04069210966775
Sim146	0	0.21529613098812	0.0817851208339188	0.195572392799882	0.168747570539546	0.0135386320154462	0.325060152823087	0	0	-0.0357635968289219	1.19647910029896
Sim147	0	0.268046698995761	0.025077865386797	0.111774655286371	0.167720787016318	0.139454908885138	0	0.287925084429614	0	0.129327063546405	1.10221310068463
Sim148	0	0.285314104118561	0	0	0.182277902638681	0.370737106918755	0	0.161670886324003	0	0.33106478814389	1.02106685951777
Sim149	0	0.284773703432468	0.105276303329089	0	0	0.149233284649349	0.286470593107265	0.174246115481829	0	0.29019753959858	1.01862998620727
Sim150	0	0.200383746023428	0	0	0.426067802443606	0.143626657417232	0.0738380732651022	0.156083720850632	0	0.335817194075002	1.01460095731506
Sim151	0.288309575654475	0.531642746997501	0	0.121870821349129	0	0	0	0.0581768559988955	0	0.240639393909802	1.11502882477213
Sim152	0	0.359022746655632	0	0	0.107172196599316	0.42079466716931	0.113010389575742	0	0	-0.00475210730906645	1.25201047861211
Sim153	0	0.095651481311919	0	0	0.120768233747041	0.497175277422013	0	0.286405007519027	0	0.245671531744282	1.07812021597351
Sim154	0.029271766789413	0.0745540227893656	0	0	0.293475144995055	0.47778104564669	0	0.124918019779476	0	0.376783770505497	1.03346063669043
Sim155	0.121597570923707	0	0.132737081635942	0.159023972046043	0.128907154280216	0.187452129571648	0	0.270282091542443	0	0.120897716673936	1.11399503751193
Sim156	0.151756949644444	0.139068515095553	0	0.0756927140633931	0.0988353551337014	0.263246868988918	0.27139959707399	0	0	0.0964255208570263	1.13837579724233
Sim157	0	0	0.10983226780007	0	0	0.143808262789583	0.428185695903054	0.318173773507293	0	0.181709612751765	1.15618882619644
Sim158	0	0	0	0.395441398997606	0.0298056353747634	0.255413049511561	0.319339916116069	0	0	0.241141952306261	1.05325949017749
Sim159	0	0.286172840863701	0	0.108461053761502	0	0.527266756897206	0	0.078099348477591	0	0.210429390338152	1.124774042428
Sim160	0.124793568659965	0.0421551006227842	0	0.203150337207914	0.220191547613012	0.0739422112389029	0.321939424911521	0.0138278097459018	0	0.285020692983595	1.01810370385052
Sim161	0.0710440003604643	0	0.165607307068381	0.0835012699025044	0.280081570844223	0	0.0422505060370357	0.357515345787391	0	0.272960799000647	1.02352819223639
Sim162	0	0	0.261312993579713	0	0.259443090770987	0.0831916147463555	0.0954994975483636	0.300552803354581	0	0.215204149651039	1.07668627448771
Sim163	0.0736151663899705	0.00423999965045207	0	0.382797521814808	0	0.0800096497677298	0.126112149827154	0.333225512549885	0	0.0659100225344418	1.1314449744368
Sim164	0	0.0974312183824435	0	0.257900473092026	0	0.422615082135016	0.222053226390514	0	0	0.161954199497419	1.1150129568535
Sim165	0.366805324391452	0	0.0793204794199538	0	0.0501832999136506	0.307271276257425	0.196419620017519	0	0	0.0225632863832788	1.20855959812962
Sim166	0	0.21535880503372	0.188840869684234	0	0.347433498972997	0	0.167036336207958	0.0813304901010911	0	0.269167660494348	1.04242779247926
Sim167	0.419716962701879	0.395800695455836	0.0213946934973657	0.0537657971196162	0	0	0.109321851225304	0	0	0.136075348795959	1.15107676979065
Sim168	0	0.322396799603597	0.226035147828873	0	0	0.169582446316313	0.281985606251217	0	0	0.0524752593460899	1.167181621132
Sim169	0.620877156633921	0.10751539640852	0	0.021599512990553	0	0.188233837035229	0.0617740969317763	0	0	0.237520753424541	1.09645042150059
Sim170	0.0303335579394639	0.0997308971526391	0	0	0.289766012296329	0.182151955147515	0	0.398017577464053	0	0.324661179314081	1.00081574130607
Sim171	0.379939007268564	0.101713334584869	0.037955640680448	0	0.290955187501067	0	0	0.189436829965052	0	0.163807623317763	1.10573527463616
Sim172	0.0880431828864077	0.151538126729909	0.430239711638388	0	0	0.27608143999044	0	0.0540975387548548	0	0.172673822128635	1.1436322069632
Sim173	0.165374336146528	0.69942639122627	0	0	0	0.0357004055622249	0.0994988670649766	0	0	0.0684071343745617	1.2404390363296
Sim174	0	0	0.636652308473796	0	0	0.245782318927621	0.117565372598583	0	0	0.131596861672326	1.19361121109381
Sim175	0.226293679201366	0.0624990617679201	0.00354436943882585	0	0.0968227527667547	0.0892306759177838	0	0.521609460907349	0	0.130223175681428	1.11039995223893
Sim176	0.0859836804427472	0.111882127206274	0.205135715451296	0.113499766651266	0.142517152514573	0	0.340981557733844	0	0	0.0468504295854941	1.15585601390086
Sim177	0.0501940880287431	0.0942213049583779	0.119036601084316	0.0649727993720748	0.331636906093872	0	0	0.339938300462616	0	0.170802522519803	1.08244954709618
Sim178	0.175973780651107	0.652842184060439	0	0	0.0294788930661324	0.0461157885352894	0.0955893536870318	0	0	0.131350886344256	1.18860013779165
Sim179	0.103738186383351	0.271666988816179	0.080728262802456	0.0156306306540452	0.160809181488499	0	0.36742674985547	0	0	0.184755138834563	1.08312054219682
Sim180	0.112700865380542	0.0968044047799696	0.244560884306947	0.116496762026596	0.103041572601375	0.266619086493753	0.00584967879797245	0.053926745612844	0	0.264934377085705	1.07341350608128
Sim181	0.209981717557427	0.34341676945813	0	0.194437451132188	0	0.16425444297088	0.0407791411705708	0.0471304777108039	0	0.246271375958184	1.0747295243666
Sim182	0.29312405475128	0.168055396145821	0.0365802244537552	0.246048082891184	0.02340801987822	0	0	0.232784221879739	0	0.0832272114302061	1.13020145434985
Sim183	0	0.153507167124345	0	0	0.132903454278165	0.389027558280664	0.324561820316825	0	0	0.119231446196553	1.15018698543101
Sim184	0.257300169297011	0	0.0642957617049071	0.0829136282530904	0.254936565742585	0	0.340553875002406	0	0	0.252884503152998	1.04960854790443
Sim185	0.104555960433097	0	0	0.183170824439357	0	0.324440003758192	0.387833211369353	0	0	0.190844901351174	1.09008959527543
Sim186	0	0.722513252887255	0.224605770303033	0	0.0528809768097115	0	0	0	0	0.115647273037684	1.24227370665037
Sim187	0.195750456274701	0	0.0465498703898986	0.18068809244948	0.122719915108583	0	0.293049742942461	0.161241922834877	0	0.268835023335289	1.02528002566075
Sim188	0.107797135449696	0.159406119584421	0.232678487737789	0	0.0806497749293815	0.362215104534489	0.0572533777642248	0	0	0.314146590995666	1.04798522394713
Sim189	0.0862299351234701	0.143693584389451	0.270268724927694	0	0	0.14184474269651	0	0.357963012862875	0	0.017554893198252	1.15879529947996
Sim190	0.124985014891026	0.303008487348607	0	0.13638822046153	0.143846375277874	0	0	0.291771902020964	0	0.312313129717964	0.993792746181895
Sim191	0.0501433875429244	0.222299143514454	0	0.0991630522769931	0.343714965450087	0.147334121565581	0	0.13734532964996	0	0.338090518499879	1.01015243602474
Sim192	0.212439894294702	0	0	0.276909441066482	0.420572936882945	0	0.0900777277558717	0	0	0.207284582490869	1.11048157330806
Sim193	0.209006612555498	0.139010655175675	0.0765825530403406	0.00536644040336683	0.367297366148896	0	0.011577077798488	0.191159294877736	0	-0.101052726034558	1.25618217817001
Sim194	0	0.162269841824418	0.411729294694698	0.0954841524844263	0.0377941392376417	0	0.292722571758816	0	0	0.260114832309532	1.04311324781521
Sim195	0	0.0721511064133613	0.14933598985088	0.0533359574498818	0	0.546276830077457	0.0816098154907669	0.0972903007176535	0	0.210946486431626	1.11262386660865
Sim196	0	0.313142612945851	0	0	0.251956259670436	0.13949580099512	0	0.295405326388594	0	0.22210258949926	1.05874474617082
Sim197	0.0652693926810244	0.348801842189155	0.188855288216331	0	0.112067088893573	0	0	0.285006388019917	0	0.287352773715566	1.01282435477684
Sim198	0	0	0.212439565054828	0.0617225024187518	0.117011899365754	0.247500281658582	0.361325751502084	0	0	0.0668127617185058	1.17504622637492
Sim199	0.10770483674853	0.311439064719952	0	0	0	0.424703506441503	0.156152592090015	0	0	-0.0175044155909661	1.23398089228422
Sim200	0.0658684228987922	0.183647934309305	0	0	0	0.447525260183191	0.302958382608712	0	0	0.245368870589148	1.06502774468536
Sim201	0	0.202408064419665	0.416761197385642	0	0	0.265971351643586	0	0.114859386551108	0	0.267454393433599	1.06547201864062
Sim202	0	0.234816748914981	0	0	0.293085110431741	0.319569935496695	0	0.152528205156583	0	0.366949964147406	1.00371693216574
Sim203	0.312893243083045	0.00731705436304455	0.298637358794233	0	0	0.235319340866871	0	0.145833002892807	0	0.282810507360811	1.04235904989308
Sim204	0.0465351222659056	0.253141345283015	0	0.276110359001433	0.213816190523354	0	0.210396982926293	0	0	0.249176514114775	1.04453228401811
Sim205	0	0	0.224112287186747	0.358891513290015	0.122372720631503	0	0	0.294623478891735	0	0.153233747630423	1.09027854612398
Sim206	0	0.261814484143946	0	0	0.156008096908818	0.474590074986502	0.107587343960735	0	0	0.083543974070521	1.21364043225455
Sim207	0	0.12535880835877	0.25569057816079	0.122868512330174	0	0	0.380321040084098	0.115761061066168	0	0.128580703067403	1.12130922401694
Sim208	0.177465002649881	0	0.248098877305012	0.148997586997763	0.0702534933326192	0.0938476831248822	0.261337356589843	0	0	0.167851595459835	1.09439504701571
Sim209	0	0.177910347114472	0.153960434942773	0	0	0.487295411828914	0	0.180833806113841	0	0.131255751289275	1.15047685298566
Sim210	0	0.0454468126526632	0	0.040423513951562	0	0.625791828807859	0.288337844587916	0	0	0.215676869327751	1.11648142153694
Sim211	0	0.160439151416525	0.0253117273610109	0.0554436046919147	0.134335559618087	0.235281914210234	0.389188042702228	0	0	0.0315947711071816	1.18093590710469
Sim212	0.109197598973568	0.274619503776191	0	0	0.041407072552166	0.364534422173962	0.0753430852771549	0.134898317246957	0	0.24546039404668	1.05742805245485
Sim213	0	0.246004156024932	0	0.0626356276719167	0.320208035168184	0.103645127379092	0	0.267507053755875	0	0.164709610730784	1.09540700892558
Sim214	0	0.2294658304258	0	0.159272694894736	0.094659363354667	0.125559893038639	0	0.391042218286157	0	0.298089227723443	0.996065609000599
Sim215	0.161027439098476	0.37735231125913	0	0.230692598857768	0	0	0	0.230927650784626	0	0.232365738537671	1.06667714610462
Sim216	0.0198408743663033	0.1377360259489	0	0.312989984761456	0.140850216743544	0.374762425006329	0.0138204731734688	0	0	0.0226887245616788	1.26196904757372
Sim217	0	0.437460623668945	0	0	0.186106164497253	0.153223895653265	0.166292819446448	0.0569164967340894	0	0.217949950449309	1.07811915126436
Sim218	0.311033007323755	0	0.130265186759191	0.268865019777835	0.0443280264643999	0.0112802092301053	0	0.234228550444715	0	-0.0454161338782563	1.19780559062992
Sim219	0.0454397897091036	0.266931886845668	0	0.159503205052784	0.158865747573391	0.112441269637602	0	0.25681810118145	0	0.251103654412374	1.03318762499019
Sim220	0	0.225469045043015	0	0.292760833507578	0.192016819187165	0	0.269381684907528	0.0203716173547141	0	0.0205987941244966	1.16627903321867
Sim221	0.308909349372638	0.323487170402192	0.158700884944705	0	0.140224022079468	0.0141431303749021	0.0545354428260939	0	0	0.151924382178926	1.13452368384459
Sim222	0	0.129995714316589	0	0.114300235422749	0.203733197891353	0.193891458593419	0	0.35807939377589	0	0.244580993519546	1.03632983244642
Sim223	0.34022333647791	0	0	0.220363545414895	0.199136802424278	0	0.240276315682917	0	0	-0.0266416633710395	1.20173438724248
Sim224	0	0.124357480865123	0	0.225048513833173	0.174724983161933	0.252180231259718	0.223688790880052	0	0	0.304653611688839	1.01785736699377
Sim225	0	0.109305380009456	0	0	0.135917319400429	0.377971424302902	0	0.376805876287212	0	0.297501840659016	1.02310747080832
Sim226	0	0.254419226960993	0	0	0.275368189300452	0.390895865491214	0	0.0793167182473412	0	0.29383206985409	1.08123854348416
Sim227	0.0646323552907621	0.254833649519129	0	0	0.011931920877947	0.341595628678657	0	0.327006445633504	0	0.158009241706831	1.09502657858561
Sim228	0.0231641099141424	0.365322461915204	0	0.220275496840998	0	0.23114602925451	0	0.160091902075145	0	-0.0124120612256823	1.21381106175486
Sim229	0	0	0.195025911640774	0.0709365366828455	0.281177781018158	0.119529172701539	0	0.333330597956684	0	0.273507404034992	1.03836074412245
Sim230	0.21429896778796	0.0672194782708442	0.0956862864962162	0.308906893789875	0	0.0573356092601969	0.256552764394908	0	0	0.105200850823973	1.12385822192921
Sim231	0.225429429580586	0.0858439116302749	0.16600545970088	0.114329186619507	0.158763087574037	0	0.190502541597618	0.0591263832970969	0	0.0821585495582163	1.13249666102471
Sim232	0.0122938469747543	0.261062065979	0.102837249372468	0.122990755334178	0	0.108463179254361	0.269462135740515	0.122890767344725	0	0.263014559731902	1.02753608602023
Sim233	0.0162703027580708	0.38368098798113	0.119282314618772	0.116348559500501	0.175319507877809	0	0	0.189098327263717	0	0.207013167576335	1.07580955932035
Sim234	0.199509490475757	0.0760488737625571	0.100234229529609	0.258469305957909	0.112325221595956	0.237596902438065	0.00489357370612969	0.0109224025340168	0	0.168283762208541	1.14224488103091
Sim235	0.100796510687328	0.345536149232672	0	0.270203969215207	0.107223426564335	0	0	0.176239944300458	0	0.293823694653474	1.02871916008544
Sim236	0.364651599468476	0	0.00170672057861199	0	0.149371197650504	0.221274550879161	0.184985882456855	0.0780100489663919	0	0.146131328163741	1.1251937778461
Sim237	0.362795950081377	0.0967731426278688	0.103236131902888	0	0.0985827801441573	0	0.173640503361272	0.164971491882437	0	0.00601814678390305	1.17778657096933
Sim238	0	0.116068183656392	0.229891616549845	0.115572781517105	0.132930669798233	0.0736489128418765	0.124771769050267	0.207116066586281	0	0.187972268849045	1.06678829527737
Sim239	0.255224574489886	0.171024082288921	0	0.0920680944075137	0	0.335137441883884	0.0946710556352041	0.0518747512945919	0	0.055195273281248	1.1746594331617
Sim240	0.0325165807023487	0.244196789490071	0.218194756648701	0	0.232308876655922	0	0.0107005679065728	0.262082428596385	0	0.19101386937605	1.07186344615811
Sim241	0.164526451601102	0.195744911410862	0	0.0349473171603499	0.189903841913398	0	0.249790820449365	0.165086657464923	0	0.217562608262588	1.05287114828255
Sim242	0.0330201726963392	0.275290732625716	0	0.122596936045372	0	0.418489370056273	0	0.1506027885763	0	0.0936396323894622	1.16341638618643
Sim243	0.0924684224611905	0.217994545015278	0.0717693799859775	0.0597071678539327	0.203638127500232	0.240511021007374	0.113911336176015	0	0	0.194722305505485	1.10714758964373
Sim244	0.0109312088457273	0	0.478078005937551	0.0330723553318063	0	0.0656359398409474	0	0.412282490043968	0	0.320994056964375	1.00129701855616
Sim245	0	0.226740221635187	0.166304547628771	0	0.212469707540578	0.173518087990373	0.00721484113664358	0.213752594068448	0	0.302514598358219	1.01823015199509
Sim246	0.189056776478697	0.269987231110517	0.073107529907261	0.155696379633472	0.0678151050926541	0.212656446275059	0	0.03168053150234	0	0.256524524604098	1.07511452181122
Sim247	0	0.0526046162033374	0	0.330839549947854	0.395486334769805	0.102440896646802	0.108149993055941	0.0104786093762608	0	0.101150128470671	1.18368522555514
Sim248	0.0765330246777359	0	0.164439449412773	0	0.25053206382498	0	0.252009122329765	0.256486339754746	0	0.0105282219572516	1.18935141601304
Sim249	0.183183958535698	0	0.249270009783532	0.113211135204936	0.0452218817352418	0	0.409113014740592	0	0	0.226114242667065	1.06712188770859
Sim250	0	0.122264546597627	0.0855775001343268	0.217855308937604	0.0238611013466253	0.301291162107483	0.249150380876334	0	0	0.305301815632432	1.01257852972423
Sim251	0.407195246469634	0	0.0801996614393458	0.14097584867008	0	0.261436472042051	0	0.110192771378889	0	0.0789876116553639	1.17116120490436
Sim252	0.320953941631676	0	0.126540344769367	0.225029986752678	0	0.023781474550475	0.303694252295805	0	0	0.227499662447554	1.05682638483925
Sim253	0.109685654982094	0	0.0730158398720504	0.213131692805305	0	0	0.604166812340551	0	0	0.0833216105098162	1.19719106059714
Sim254	0.0246144719175865	0	0	0.133553690057433	0.163297797953796	0.103451662925259	0.285858473270042	0.289223903875883	0	-0.0614891473704985	1.22379488834354
Sim255	0.0191272854685672	0.0793916297379369	0.227734435018824	0.0156346332273894	0.016994623453793	0.132690579269677	0.295319063131611	0.213107750692201	0	0.308283943096342	1.01348155727266
Sim256	0	0	0.108659822521515	0.432664083327012	0.0533947332198498	0	0	0.405281360931624	0	0.0522792727060295	1.13678967940303
Sim257	0	0.179950422409688	0	0	0.2305235299724	0.398661868941098	0.190864178676815	0	0	0.230306962682821	1.10181128681967
Sim258	0.0909908696184096	0.14996490650806	0.127544997635521	0.203777465954459	0	0.108649811445775	0	0.319071948837775	0	0.241422114688462	1.02966001285482
Sim259	0.197783929360502	0	0.14466745918175	0	0.334516671530744	0	0	0.323031939927005	0	0.218132026627852	1.0690985881518
