Mixture	B.cell	Dendritic.cell	Macrophage	Neutrophil	NK.cell	T.cell	Basophil	Monocyte	P-value	Correlation	RMSE
Sim67	0.0375106889473919	0.44896353453383	0	0	0.0369148405465074	0	0.29084807272013	0.185762863252141	0	0.211482882682743	1.0767037653496
Sim68	0.161820985045538	0.0380938638623158	0.292929520879761	0.111553592625444	0.334599813352997	0	0.0409239213847726	0.0200783028491708	0	0.00517268070560491	1.25367515370036
Sim69	0	0.435405085140462	0.130675517285507	0	0.105318727729125	0	0.0785856146374596	0.250015055207446	0	0.105398543997366	1.13880101359484
Sim70	0.0114304987664138	0	0.47087609817458	0.0067770064560916	0.177317110372005	0.123216585292784	0.210382700938126	0	0	0.143839734048978	1.13786731409931
Sim71	0.313131230613168	0	0	0.0795907544799531	0.149390143507111	0.0216394057716575	0.206578900883714	0.229669564744396	0	0.0207091137230449	1.1831408589955
Sim72	0	0.0211062597324954	0.0481580912731333	0.286152340627839	0.317009937157344	0.177171760171415	0.150401611037773	0	0	0.146509556584203	1.18182401831202
Sim73	0	0	0.234706545592354	0	0.0558761288854375	0.301442510240403	0.407385562633836	0.000589252647969901	0	0.0118311709774885	1.21663232256326
Sim74	0.0653059857791068	0.236903318196445	0.172590045480883	0.0186474192996186	0.371346661970817	0	0.106758933444117	0.0284476358290136	0	0.227826460658974	1.10162744564186
Sim75	0	0	0.197778561894136	0.291610336398149	0	0.346801713399425	0.16380938830829	0	0	0.234353642594469	1.12021278471173
Sim76	0.315143437960636	0	0	0.0960667387088639	0.157361237590196	0	0.31527813760045	0.116150448139855	0	0.205946680275293	1.08472021200385
Sim77	0.0299230819398577	0.233089156571175	0.169435314410034	0.372082739284127	0	0	0.195469707794805	0	0	0.271054858320626	1.09571135702309
Sim78	0.246904533285832	0.314907732576421	0	0.115709924339427	0.116880346170695	0	0.205597463627626	0	0	0.216646817733774	1.0861909136216
Sim79	0	0.435107990789227	0	0.23718354827916	0	0	0.0896232782652358	0.238085182666377	0	0.238918189603258	1.08373660447557
Sim80	0.0498885214449908	0.471489193558979	0	0.0431767297415174	0	0	0.16365634555584	0.271789209698672	0	0.173861151517162	1.1023761384808
Sim81	0.126076822488163	0.351823283137883	0.260823593998146	0	0.0921238842501733	0	0.169152416125634	0	0	0.15815176917726	1.12553646041449
Sim82	0.258259617551561	0.058353216979795	0	0.229679186413449	0	0.224345112972289	0.221491571530827	0.00787129455207965	0	0.129509524087015	1.16333400499649
Sim83	0.0110960625845033	0.448419511537868	0.279018328745368	0.0841229771683001	0.17734311996396	0	0	0	0	0.22528573343239	1.12520572987922
Sim84	0.0165910680756362	0.54758738808924	0	0.00123532754163213	0.3131218798058	0	0.107871703605353	0.0135926328823389	0	0.260757335334073	1.08486077354561
Sim85	0	0	0.483252736389817	0.163420531554785	0.288801461637744	0	0.0645252704176545	0	0	0.154307717498768	1.1631006652149
Sim86	0	0.454687735400826	0	0	0.216366656535959	0.181660412265266	0.131949467611156	0.0153357281867931	0	0.17335583228011	1.14223540914612
Sim87	0.326128873422179	0.212549871054243	0	0	0.124541965388149	0.120187628880804	0.216591661254625	0	0	0.251117703939015	1.064359202069
Sim88	0.102310801533482	0.248398311657202	0.34360856296018	0	0.0453497388589524	0	0.260332584990184	0	0	0.223985742997531	1.07704376868418
Sim89	0	0.00739138214790654	0	0.180430770727163	0.459071234390913	0.12873865119655	0.0689597832176859	0.155408178319783	0	0.162786316277358	1.16706657550818
Sim90	0.131254446982244	0.295423727116901	0	0	0.128482829402827	0.0853902566676886	0.35944873983034	0	0	0.103601384158125	1.14486768128636
Sim91	0.183676243583868	0.329892329244408	0	0.0347207941464719	0.245492375613742	0.0165568954897608	0.189661361921749	0	0	0.0631784034484846	1.18256670258267
Sim92	0.144758049026365	0.370756057013173	0.20198277217119	0	0.173467793519809	0	0	0.109035328269462	0	0.0323005441880828	1.21569819743018
Sim93	0.360923233333211	0	0	0.0118705277713664	0.172841502886727	0	0.0757028514415417	0.378661884567154	0	-0.0158962271482544	1.19946847383349
Sim94	0.309523792888242	0.00263729824360105	0	0.12723133727765	0	0.139977865653835	0.112719164385156	0.307910541551517	0	0.103712912408536	1.1469333451182
Sim95	0	0	0.326765223822178	0.227753207949582	0.148895704589631	0.0824887480296057	0.0928328301960844	0.121264285412919	0	0.138619254017379	1.14762501328684
Sim96	0.357099283195296	0.135194026865312	0	0.0404058144645203	0.293654714764034	0.0016028938122801	0.149251764046631	0.0227915028519268	0	0.172908540321294	1.12298872569495
Sim97	0.0678425131226161	0.0687688957565438	0.160157763551603	0	0.238853376627408	0	0	0.464377450941828	0	0.189272990892517	1.08405208213818
Sim98	0	0.0838091323657086	0.0679905841448891	0.0519019084602889	0	0.27807742906665	0.0709559067463362	0.447265039216127	0	0.0680880925839679	1.16356377107582
Sim99	0.0686627886787575	0	0.289344407158623	0.0433290725041665	0.421051961865448	0	0.177611769793005	0	0	0.178192211290387	1.13471575182553
Sim100	0.14373578443362	0	0.0258473218228944	0.0120096714278572	0.112835357679913	0.0977740164151206	0.130667817011588	0.477130031209007	0	0.130978203436433	1.11938688557707
Sim101	0.296267468535397	0	0	0.159762442659182	0	0.232552232526183	0	0.311417856279239	0	0.0222541198236064	1.20240991133866
Sim102	0	0	0.260863778083614	0	0.207682335753515	0.090845991626716	0.385021669620614	0.0555862249155404	0	0.167480420194163	1.1064937788557
Sim103	0.0602947824791536	0.138177046739224	0.102797990901952	0.138366736361549	0.236460285275713	0.0124327877443026	0.311470370498105	0	0	0.155899912314031	1.12341818978107
Sim104	0	0	0.48334651838943	0	0.354953050432	0	0.16170043117857	0	0	0.136786045380476	1.15741389675324
Sim105	0	0.0799277839641841	0.535599639637907	0.0723580037342524	0.080200264512383	0	0.231914308151273	0	0	0.269223090911412	1.05589196958334
Sim106	0.238951498145228	0.163394267163776	0	0.211888235438186	0.267360756328456	0.118405242924355	0	0	0	0.19280276222817	1.15373709710024
Sim107	0.0374235757008813	0	0.325407408782682	0.16673319639072	0.0532620289044649	0	0.417173790221252	0	0	0.199520544141803	1.11715208886025
Sim108	0	0.404164993330483	0.11139302964447	0.439630878803125	0	0.0448110982219218	0	0	0	0.212756129503507	1.17011507842322
Sim109	0.115837350778386	0.0163986256073224	0.0369145434896705	0	0.183588022926541	0.220505291524113	0	0.426756165673966	0	0.186439550979408	1.09075867414147
Sim110	0	0	0.492838896744191	0	0.127830260485105	0.116412270937485	0.262918571833219	0	0	0.125165224244468	1.14275590804354
Sim111	0.108783342756305	0.0974464556333844	0.361635961560329	0.0239746519238495	0.0856083064143203	0	0.214250114138384	0.108301167573427	0	0.199794113730362	1.080980363863
Sim112	0.0271221984308017	0.0617068659871386	0.233324111872663	0.115189703374765	0.330315251537184	0	0.232341868797447	0	0	0.202866456016095	1.10241032201712
Sim113	0	0	0.527949687762145	0.152351931002293	0.215881751415977	0	0.103816629819586	0	0	0.0945044741137001	1.18858973904172
Sim114	0.114234020877202	0.221354893270986	0.121478878386972	0.0248200362899458	0	0.100070481446068	0	0.418041689728826	0	0.23270419015373	1.06190015212044
Sim115	0.206510347009105	0.23503776243634	0	0.0547593324091303	0.232496444195737	0.0297144884434643	0	0.241481625506224	0	0.22620044043323	1.07319908691387
Sim116	0	0.129337717303146	0.18536139812705	0.0326220561889436	0.279566866032598	0	0.373111962348262	0	0	0.164047923048826	1.11261514582306
Sim117	0.308863188383155	0	0.0478844128618535	0.216447599072936	0	0.185316635765121	0	0.241488163916935	0	0.147748497470552	1.13817420515182
Sim118	0.0174432791351055	0.236637205050983	0	0.146987009693599	0.115697524177929	0.237771807035543	0	0.245463174906841	0	0.158934438786664	1.12814778575382
Sim119	0.0676634376762985	0	0.480827676044975	0	0	0.112200793839697	0.33930809243903	0	0	0.278659808888165	1.04691907763302
Sim120	0	0.149522552357179	0.0575440930879048	0.168949155382542	0.338570305222613	0.0910158701256789	0.101919062447826	0.0924789613762561	0	0.156413294423765	1.14667798261972
Sim121	0.254979461358496	0.207465165548052	0.0536428578918149	0	0	0.152978686947363	0.188880595055558	0.142053233198717	0	0.226549585723946	1.06747235103606
Sim122	0.0333129521665361	0.15274583471845	0.277057241285078	0.536883971829936	0	0	0	0	0	0.155518736244066	1.23034659066205
Sim123	0.134242173724923	0	0.348516942108361	0.0359835595245853	0	0.0413016790660894	0.439955645576041	0	0	0.241301842275724	1.07828795558247
Sim124	0	0.161121506775434	0.216411857678307	0	0	0.149704552946567	0.472762082599692	0	0	0.122155569866403	1.15336910920609
Sim125	0.0258838775282891	0	0.150607564766817	0.251615219639728	0.169159356913786	0	0.40273398115138	0	0	0.31270342290334	1.04413663728547
Sim126	0.117580429553894	0.298320830868401	0	0	0.0151785854806588	0.113961696923135	0.313417816915856	0.141540640258055	0	0.2579968700477	1.0464708925141
Sim127	0.197192174628793	0.224378184736345	0	0	0.0782088257443975	0.123476484963704	0.180701207482338	0.196043122444422	0	0.191062867740237	1.08022329500943
Sim128	0.116623459240172	0.0246945852546985	0	0.0913568259463558	0	0.263376045368161	0.503949084190612	0	0	0.240231934878503	1.0939152645394
Sim129	0	0.0197639511359191	0.495230316853378	0.302679914785098	0.056758694820239	0.102407077952467	0.0231600444528983	0	0	0.293212145744157	1.08738516523357
Sim130	0	0.0317089018264946	0	0	0.111899002114719	0.360662558112516	0.171711175146166	0.324018362800104	0	0.179177771588817	1.09712589820291
Sim131	0	0	0.33029251542752	0.147502138483504	0.411633144997028	0	0.0404068101856168	0.0701653909063306	0	0.285064421436485	1.0767111701176
Sim132	0	0.200701741650807	0.430872634445658	0	0.195933787823027	0	0.172491836080508	0	0	0.113782101416678	1.15529145457928
Sim133	0	0.33855888264668	0	0	0.181426265525866	0.159977102295617	0.320037749531837	0	0	0.231520657758556	1.07559576481635
Sim134	0	0	0.459591715268266	0.227868858729377	0.176974265866425	0	0.135565160135933	0	0	0.204459081263982	1.11757719590175
Sim135	0	0.112107360747917	0	0.101860564702361	0.427658474842636	0	0.021704335416117	0.336669264290969	0	0.260046891570877	1.06655318739191
Sim136	0.257865845168198	0	0.14994773302659	0.121713332303066	0.0720913684199871	0.0885250096921402	0.309856711390019	0	0	0.300988644478675	1.03213125720333
Sim137	0.0382361934759156	0.14185534348628	0	0.0543911585912348	0	0.117179202863127	0.438910419790945	0.209427681792498	0	0.321266339075985	1.02857562466703
Sim138	0.0514015940415911	0.0488527841055496	0.381292376590575	0.139756213619083	0.255443872807865	0	0	0.123253158835337	0	0.273276705780464	1.06409738249732
Sim139	0	0.114845564617198	0	0	0	0.42826122871697	0.195586675731468	0.261306530934364	0	0.0620222287923608	1.17249652873989
Sim140	0.0357464162907215	0	0.168728635937427	0.0288047505937891	0.218397829030725	0	0.145588228685657	0.40273413946168	0	0.203636660006284	1.07371547686382
Sim141	0	0	0.755264117499439	0.134365040324958	0	0	0.110370842175603	0	0	0.290861927557644	1.07051109228514
Sim142	0.109654339183347	0.194708468861998	0	0.141827571731846	0.253434611595729	0	0.30037500862708	0	0	0.187443437635119	1.10392136524208
Sim143	0.216100499919884	0.207997096315528	0	0	0.300951274679208	0.0926029774655504	0.18234815161983	0	0	0.268144743094467	1.06455692370095
Sim144	0	0.352084520103123	0	0.103189693439348	0	0.194532576698306	0.350193209759224	0	0	0.245844768957904	1.07763694838321
Sim145	0.160042072402313	0	0	0	0.0697229081017376	0.317246743702918	0.33947124127827	0.113517034514761	0	0.160994584739179	1.11353389529004
Sim146	0.320306257369178	0	0.545369878684679	0.100376611294588	0.033947252651555	0	0	0	0	0.147250899096873	1.17654348671671
Sim147	0	0.333026868958446	0.0343147512443021	0.220609106974469	0	0	0.0886129424971302	0.323436330325652	0	0.232210262960163	1.08372532159863
Sim148	0	0.172565065018203	0.344316894051369	0.0445772226502512	0.0386734086882244	0.0886559707233267	0.311211438868625	0	0	0.200131547973398	1.09645186827387
Sim149	0.297146185527701	0	0.467010500478427	0	0	0.089826229529284	0.146017084464588	0	0	0.19402918014329	1.11650430900859
Sim150	0	0	0.345235518627643	0.0986030148592815	0.104067663800316	0	0.148561431699293	0.303532371013467	0	0.189945743675558	1.08951200859036
Sim151	0.0711225418914062	0	0.525048259527278	0.00799005753166271	0.123092886002837	0	0.187964271928827	0.0847819831179896	0	0.0685111795356974	1.16503654261756
Sim152	0	0.040030800573163	0.0522325361516367	0.168153323620602	0	0.17715871083421	0.352821135389759	0.209603493430629	0	0.0506735390683975	1.20791730623092
Sim153	0	0.190368128939705	0	0.101259770498398	0.332580444246489	0.158990696776374	0.21388427635583	0.00291668318320332	0	0.263607772612069	1.0782560681372
Sim154	0	0.235774028504776	0	0.172816485542941	0	0.275173607156034	0.31623587879625	0	0	0.277908816100503	1.0642905692071
Sim155	0.265716912488592	0.302754097017826	0	0.102473536072881	0.109621594653951	0	0.214434279256163	0.00499958051058698	0	0.176483723011153	1.10979089289074
Sim156	0.104631226543266	0.168774209152914	0.192098732231363	0.00269372328332212	0.295932434729052	0	0	0.235869674060083	0	0.220092872071591	1.08195972971952
Sim157	0.175429837291021	0	0.0964452657008625	0.0982661100830945	0.220183744559301	0.0999786501198596	0.309696392245861	0	0	0.0912482469731317	1.1620300083017
Sim158	0	0	0.518088069245573	0	0.205744687587919	0	0.169670339540968	0.10649690362554	0	0.266321441734155	1.04500487252982
Sim159	0	0.19651790730535	0	0.272831463455218	0.160103678750522	0	0.37054695048891	0	0	0.316557711841646	1.04142036101728
Sim160	0.102179902358704	0	0	0	0.216365580336673	0.315856762719521	0.182685010465248	0.182912744119855	0	0.131036218297775	1.13699803032917
Sim161	0	0.277303772205254	0.390303982065126	0.022454745874682	0.18591419186071	0	0	0.124023307994229	0	0.243568934775457	1.08335754316222
Sim162	0	0	0.677227690646863	0.144486730059632	0	0.152511506007553	0	0.0257740732859521	0	0.235151983533219	1.12695018401821
Sim163	0.226895292454529	0.121438527408845	0.121467612991863	0	0.259012325312728	0.0887441126291622	0.182442129202874	0	0	0.184236613741596	1.11377728062497
Sim164	0	0	0.493468743933608	0.212669586922795	0.218910589683782	0.0172510952599029	0.0576999841999123	0	0	0.165496635151973	1.15720625422656
Sim165	0	0.278300775124428	0	0.0504687899396154	0.138045211922711	0	0.533185223013246	0	0	0.315262529562471	1.03139968642591
Sim166	0.0419445913265497	0.120923263149739	0	0	0.199902419944914	0	0.401386047522959	0.235843678055839	0	-0.0497627435423169	1.23235468661274
Sim167	0.408354149027106	0	0	0.115839619252049	0	0.306424331080642	0.100056206488916	0.0693256941512875	0	0.0352427548047451	1.22205092222057
Sim168	0.0537277168742478	0	0.361355774730584	0.14243838688114	0.298153690013756	0	0	0.144324431500272	0	0.00452286080018415	1.23464851789347
Sim169	0.054914358685458	0	0.218411259097297	0.201507961362642	0	0.228509294538641	0	0.296657126315962	0	0.0586398827679579	1.19043181587373
Sim170	0.157547218091408	0	0.291822335623746	0	0.00253153566849412	0	0.515836798844149	0.0322621117722035	0	0.34718924774572	1.0124214655287
Sim171	0	0	0.71362949148175	0	0.12306842329765	0	0.163302085220601	0	0	0.174116102655204	1.12587881439626
Sim172	0.274995070871973	0.160543624990729	0.0155750508645786	0	0.161754385347579	0	0	0.38713186792514	0	0.00747330936875091	1.18591994664862
Sim173	0.0592175563786927	0.162364143650289	0.269860372092874	0	0.031961940232899	0.107092427079055	0	0.369503560566191	0	0.045635644449941	1.1734947245733
Sim174	0.10709936328046	0	0.478505994322581	0.0220294631432702	0.168182691190379	0	0.22418248806331	0	0	0.260007972176176	1.05401728016358
Sim175	0.0608661617538833	0.412248145316304	0	0.0683785922840421	0.421020690629862	0	0	0.0374864100159093	0	0.170331749857789	1.17914885366263
Sim176	0.260949602969587	0	0.238662543126274	0	0.0834675192059719	0.0875508487820465	0.0201842112386381	0.309185274677482	0	0.0491636396226737	1.16924978325691
Sim177	0.143543473992087	0.38334849633961	0.167403555259786	0.0547948585398091	0.0308963480371736	0.00743327667788305	0	0.212579991153651	0	0.132629685343624	1.13855628020007
Sim178	0.314280698321988	0	0.00821952268691209	0.232733877537778	0.170879892274949	0	0.220715546653345	0.0531704625250273	0	0.143457199143318	1.13931734866168
Sim179	0.15509115471921	0	0	0.236329451419773	0	0.0366959053594832	0.571883488501534	0	0	0.378661316429804	1.03297945769283
Sim180	0.0786456571641434	0.200601312083078	0.312821138078973	0	0.256365352036659	0	0.151566540637147	0	0	0.00881484792795345	1.22093997758751
Sim181	0.130986436266916	0	0.332222673964788	0.049169662964626	0.0557899452202482	0	0.340188714240515	0.091642567342906	0	0.084381635173017	1.15890281527596
Sim182	0	0.235620819011201	0	0.0104897419977986	0.32842534157836	0	0.381024040519726	0.0444400568929141	0	0.101572322064243	1.15107687966316
Sim183	0.302626662994807	0.267805484313735	0.148959816024489	0.0907522144313517	0.0463785119283643	0	0.143477310307253	0	0	0.176504454711891	1.12109805855574
Sim184	0	0	0.299524656296992	0.173452205341424	0.102398389568624	0	0.42462474879296	0	0	0.30760113182488	1.04191397013273
Sim185	0	0.414858057454303	0	0	0.183574258014509	0.198640381256074	0.202927303275113	0	0	0.247779745585459	1.08066122723746
Sim186	0	0.217861253614149	0	0.00428640565083972	0	0.252340444326976	0.525511896408035	0	0	0.237008936778512	1.08954056765583
Sim187	0	0	0	0.168882887421618	0.0427006664985859	0.0548315294000067	0.231735854236511	0.501849062443279	0	0.281793320703015	1.07104265152838
Sim188	0.166887786901099	0	0.366448779003	0.0143196880126762	0.151964090007039	0	0.0154545108719593	0.284925145204226	0	0.0194611669518277	1.18629663889124
Sim189	0.105075640802515	0	0.605618690338127	0	0.0354126911170647	0.0748859473875536	0.17900703035474	0	0	0.276935046048508	1.05599640213189
Sim190	0.248069146286042	0	0	0.274982953297756	0.185018798927275	0.0297215505863308	0	0.262207550902596	0	0.131467821646284	1.14425651156966
Sim191	0.426636222703232	0	0.111952288641491	0.119079130415391	0	0.027090302191314	0.283946024634892	0.0312960314136798	0	0.145906169697049	1.14321920813516
Sim192	0.081320690258848	0.0223584478939796	0.686469292553036	0.0394430898844201	0.0140629208215482	0	0.156345558588168	0	0	0.146361451403183	1.14953379399796
Sim193	0.589573377149592	0	0	0.110670998571892	0.0474107684893798	0.0188158495620807	0.202244697176223	0.0312843090508325	0	0.164661040683229	1.13992431936459
