Mixture	B.cell	Dendritic.cell	Macrophage	Neutrophil	NK.cell	T.cell	Basophil	Monocyte	P-value	Correlation	RMSE
Sim194	0.17466435815675	0.0624683546551325	0	0.0309849005150852	0	0.123670534658001	0.128274243618644	0.479937608396387	0	0.130885523909925	1.12822616419002
Sim195	0.11277758796	0.382196549360041	0	0.0748798851616731	0.0180591297454142	0.127070559480268	0.285016288292604	0	0	0.108025130954376	1.15606323632341
Sim196	0.139082958164578	0	0	0.409043061167175	0.264438083296238	0.187435897372009	0	0	0	0.180263845555728	1.18965720016137
Sim197	0.126939567210484	0	0.390082757703794	0.0270653377816354	0.26903832352086	0	0.0492339650009638	0.137640048782262	0	0.160407977596027	1.1232313908954
Sim198	0.273787383322461	0	0	0.215182418144514	0.11830294895385	0	0.190184978262799	0.202542271316376	0	0.107413466985504	1.15130450108861
Sim199	0.0556361308864851	0	0.372418912058398	0.0339831840037539	0.246266963126414	0.0381021814829791	0	0.25359262844197	0	0.0458287031368066	1.18549546086715
Sim200	0.0759338382473918	0.178615847712785	0.153518261104123	0.114865483630747	0.215470182779985	0	0	0.261596386524968	0	0.189106957758163	1.09481892846163
Sim201	0.160001597985556	0	0.193774012670485	0.104373706492831	0.269368830544432	0	0.0826890368606969	0.189792815445999	0	0.258444989311629	1.05021739740973
Sim202	0.370538583311102	0.166314578259715	0	0.210465196716681	0.0551915634404064	0.042163426277039	0.155326651995057	0	0	0.19990904883078	1.11457059367305
Sim203	0.13513125836368	0.22086815457348	0.595428736002093	0	0.0485718510607472	0	0	0	0	0.256016158425754	1.10358032689787
Sim204	0.0219256636965111	0.0718195987389526	0.313956355535297	0	0.343195337188328	0	0.142121148549205	0.106981896291707	0	0.219823745739926	1.08404525907977
Sim205	0.160357454014836	0.0250763989485072	0	0.253153820742322	0.0346945230821879	0.196924284068969	0	0.329793519143179	0	0.173018718431969	1.11749149423816
Sim206	0.319765290477265	0.492941478357032	0.0637664995725503	0.00152907749209346	0.0115370554257048	0	0.110460598675354	0	0	0.162199360976656	1.14275077118784
Sim207	0	0.138940065664863	0.418218951772231	0.109510682937574	0.106670559809474	0	0.10455549144927	0.122104248366588	0	0.203150804126319	1.09376442260923
Sim208	0	0.303670422413228	0.292984190296708	0.125776472109582	0.0365329845000559	0	0	0.241035930680426	0	0.0598546194290884	1.18683928258146
Sim209	0.0908687197616967	0	0.428086720560586	0.244359128213197	0	0.00831068115963666	0	0.228374750304883	0	0.117670139638934	1.16875688407577
Sim210	0.251986464992219	0	0.326349629069629	0.0453930557021777	0	0.178570126882252	0.197700723353721	0	0	0.139625747086925	1.14413579058711
Sim211	0.327728888528596	0.332751189086157	0.186689741878319	0.108185173848955	0	0	0	0.0446450066579736	0	0.0723572106580325	1.21186833039303
Sim212	0.262941446592242	0.120830491411177	0	0.147341817734574	0.180064388195618	0.077648570408909	0.0343043215158712	0.17686896414161	0	0.110931443760697	1.1495196282595
Sim213	0	0.0698421802319219	0.52112775690082	0	0	0.203808554125406	0	0.205221508741852	0	0.237091337867144	1.08597451686031
Sim214	0.138774789500804	0	0.112824109035972	0.0039084875430104	0.0784782287130077	0.293203998182561	0	0.372810387024644	0	0.147662422740988	1.11678142752243
Sim215	0.0207451194788381	0	0.545683522271419	0	0.098284004215954	0	0.168928359678689	0.1663589943551	0	0.0966181108118964	1.14457771932565
Sim216	0.21026959410193	0.01158076503747	0.376074000209197	0	0.342333232231663	0	0.034234966814666	0.0255074416050737	0	0.173721184847602	1.15095174939558
Sim217	0.0439559661863981	0	0.373501649821904	0.103461076049215	0.0955722079169937	0	0.383509100025489	0	0	0.229408904826484	1.08108563365161
Sim218	0.00733164116728472	0.166554629244601	0	0.166619984796435	0.0954568725208295	0.162391486199553	0.109931526024994	0.291713860046303	0	0.165641474761904	1.10895347325961
Sim219	0.032946900824644	0.416852839428213	0	0.00734979428985638	0.315488309542881	0	0	0.227362155914406	0	0.243014122981394	1.07644936957997
Sim220	0	0	0.147853213062033	0.281062178008855	0	0	0.285990829273376	0.285093779655735	0	0.289553559843466	1.07629334537809
Sim221	0	0.264657349869441	0	0.151330236819339	0	0.0699769613688788	0.334554839379152	0.179480612563189	0	0.203422498194475	1.10492269403459
Sim222	0	0	0.365488773858409	0.258379192374656	0.299699407299851	0	0.0764326264670835	0	0	0.233461591732998	1.1136833499001
Sim223	0	0	0.395859144120161	0.156859325464415	0.148267549436465	0	0.299013980978958	0	0	0.235719384002569	1.07901832540366
Sim224	0.387367057952352	0.431567130105673	0	0.0345246707549257	0	0.0792684915107432	0	0.0672726496763063	0	0.193462037815049	1.13350861883369
Sim225	0.151887141242142	0	0.0582135295038346	0.297611697281485	0.0907395338454581	0	0.187143756040476	0.214404342086605	0	0.173057663641351	1.12689770401511
Sim226	0	0.00284314279369675	0.523843186156937	0	0.104959750549209	0	0.262373645363554	0.105980275136603	0	0.271795143605565	1.03842243648032
Sim227	0	0.250731518270254	0.346270313591339	0.0135866499330833	0.171540050781268	0	0.217871467424056	0	0	0.2375434137792	1.0703597069674
Sim228	0.0496006150392903	0.022397606420887	0	0.0619951807455532	0.117619278405232	0.279443121424359	0.160639761129838	0.308304436834841	0	0.202750563330121	1.07995502322086
Sim229	0	0.196502912459003	0	0.188643685079786	0	0.355539112912552	0.259314289548659	0	0	0.207800631118117	1.11856059959594
Sim230	0.128559784820477	0	0.0741551913305036	0.0769908202760739	0	0.280372646040276	0.350547255881072	0.0893743016515968	0	0.0355292276667523	1.19810348635631
Sim231	0	0	0.313508604768649	0.138951341018117	0.308002132220226	0.142216749276989	0	0.0973211727160183	0	0.215560090994428	1.12664112287779
Sim232	0	0	0.540774023520969	0.0397493725211498	0.194390171812089	0	0.225086432145791	0	0	0.224643184217368	1.0814908056032
Sim233	0.176360870568857	0.0458020829050212	0.0749667354854478	0.210131414300176	0.23403767689237	0	0.258701219848128	0	0	0.00947762252200293	1.21951012294532
Sim234	0.44005949586985	0.166230664907992	0	0	0.0169132152537647	6.70517439715268e-05	0.208412073916692	0.168317498307729	0	0.181757831268897	1.10065115244569
Sim235	0.112527082853285	0	0.293381571604621	0	0.30636146943218	0	0	0.287729876109914	0	0.00872023005820922	1.20310448704581
Sim236	0.00777396692477633	0	0.668734536724711	0	0.205850627478823	0	0.117640868871689	0	0	0.238466427160593	1.09038134668694
Sim237	0.126919552772156	0.306293558006288	0	0	0.201425342593411	0	0.365361546628145	0	0	0.180739762367855	1.09619887731218
Sim238	0	0	0.617010131954081	0	0	0.0959628114662354	0.287027056579683	0	0	0.194658045927305	1.10749182092306
Sim239	0.220815640392249	0	0.430370829390889	0.0421849556445327	0	0.101328323409741	0.17671657537603	0.0285836757865582	0	0.179581501415618	1.1156202152274
Sim240	0.199359091540003	0	0	0.239499693355285	0.0618548188367171	0.0911831278760279	0.408103268391967	0	0	0.333985268007598	1.03085053564893
Sim241	0.316562291182071	0.111624601686815	0.0571215803555177	0.0589608536899002	0.253155495203227	0	0.202575177882469	0	0	0.264897849268754	1.05546926513269
Sim242	0.186365437741279	0.230989045076889	0	0.174262075284983	0	0.201546618926039	0.18289388239111	0.0239429405797008	0	0.240166539868245	1.08328537101598
Sim243	0	0.154226333112793	0.415580841460625	0	0.335386469427165	0	0.0868477170331138	0.00795863896630363	0	-0.032801960911844	1.27507660650773
Sim244	0	0	0.132976222925578	0.128791607597376	0.198018484732897	0.210271647241285	0	0.329942037502863	0	0.21034794385248	1.08915577144997
Sim245	0.0411404426373238	0.361832051378043	0	0.0170295917385392	0.0835859242099102	0.182993702769262	0	0.313418287266922	0	0.208063629031315	1.0833040554201
Sim246	0	0.211751261009704	0	0.230783067260211	0.243057557006235	0.221048570198985	0	0.0933595445248647	0	0.227797669650727	1.12285083126422
Sim247	0	0.654670379535812	0.301006767941136	0	0.0262262818669226	0	0.0180965706561299	0	0	0.137128076629992	1.19491609044336
Sim248	0.141596837035311	0	0.362510111231755	0.0678556611873588	0.209392270493245	0	0.0395365176821237	0.179108602370207	0	0.187667478669984	1.09825726579633
Sim249	0.10434938744363	0.111072406041514	0	0.199136056168151	0	0.163842310759682	0.0715943300521815	0.350005509534842	0	0.0750548547090683	1.16986742782608
Sim250	0.395268130640266	0.0390259005658648	0.430871113359512	0.0486070804609363	0.0862277749734214	0	0	0	0	0.145241973852023	1.17514748948664
Sim251	0	0.538596372789508	0.365723692435963	0	0	0	0.0956799347745285	0	0	0.152057580570179	1.16196849662257
Sim252	0.0388713946227322	0.416499885021719	0.0812986084078857	0	0.218399578636637	0	0.244930533311026	0	0	0.267655923979286	1.04952803808251
Sim253	0.100602365108594	0	0.316133068645865	0.0277278838219896	0.191731732142865	0	0	0.363804950280686	0	0.261797725624624	1.04107405674435
Sim254	0	0.269619530194753	0.36414577815989	0	0.109608708761692	0	0.17505196520325	0.0815740176804157	0	0.0495564298967708	1.17816163917842
Sim255	0.5685118988688	0.132468978564844	0	0.0066947614627977	0.238615447155487	0	0.0537089139480711	0	0	0.155803443270943	1.16913910271339
Sim256	0.11675576538951	0.00442370887685159	0.311079970852734	0	0.0881723860124179	0.227783785933908	0.0795730109417209	0.172211371992858	0	-0.0140963122977453	1.22012169796508
Sim257	0.102303562188541	0	0.260984879370093	0.180628909425574	0.124202385000428	0	0.22987873220388	0.102001531811484	0	0.0790267980370767	1.1672039466029
Sim258	0.100379145282943	0.0443093306220753	0	0.149230411648431	0.255844733358968	0.172207141890972	0.0525229197200583	0.225506317476552	0	0.238963041094673	1.07388146162202
Sim259	0	0.121043274502837	0.282203591584857	0.0879125473300326	0.222542632293891	0	0.207252441333655	0.0790455129547274	0	0.222225907233906	1.07383244613674
Sim260	0	0.387667629503057	0	0	0.21431274330528	0.221041891729551	0	0.176977735462112	0	0.15576191019155	1.15066847488372
Sim261	0.103332041845678	0.0850487964606595	0.16905841418423	0.213946700633779	0.0273008539616808	0.0736054825757907	0.112607797177469	0.215099913160713	0	0.199887946146772	1.09709993940503
Sim262	0	0	0.276357560834646	0.180866914939215	0	0.234552729446758	0.136188305544732	0.172034489234649	0	0.238705593511425	1.07905912311846
Sim263	0.0674046615951406	0	0.41495341454016	0.229712938169961	0.283895026141021	0	0	0.00403395955371733	0	0.254042761474424	1.10771260033571
Sim264	0	0.254697511147694	0	0.205866443319509	0.138844238754167	0.0902391235432289	0.26322497442511	0.0471277088102906	0	0.127055335656332	1.1499103761556
Sim265	0	0	0.519422546443404	0	0.207675025274702	0.122470777133152	0.150431651148742	0	0	0.131183750842172	1.15927298414359
Sim266	0	0	0.048677167648594	0.20412610001956	0.0686137092012778	0.0643806810714063	0.19964566702592	0.414556675033242	0	0.193038568904259	1.11504152689878
Sim267	0.205311143892578	0	0.16616599334768	0.0721153116298706	0.301145391900545	0	0.255262159229326	0	0	0.279855756218828	1.04377792766946
Sim268	0.0332506335324884	0	0.68327258370345	0.0163222701522962	0.0321936134097995	0	0.234960899201966	0	0	0.271802026237776	1.05759049136253
Sim269	0.096349097986482	0.0536700778149318	0.227368415051145	0	0.311904413681549	0	0.310707995465892	0	0	0.273779742544288	1.04292384627288
Sim270	0.412501059702107	0	0.188788243368572	0	0	0.248720239836526	0	0.149990457092795	0	0.184347678727881	1.12821821773626
Sim271	0.00989282111222001	0.0319211900756377	0.533262625548696	0.0196060416971556	0.073213771479181	0	0.130391410669351	0.201712139417759	0	0.267162862569816	1.04285586875373
Sim272	0	0.177530692702929	0	0.192232182068573	0.203677258083511	0.133059056030537	0.293500811114451	0	0	0.244608442244515	1.0801056488332
Sim273	0.107799346015448	0	0.211888934820803	0	0	0.15811849470176	0.43179618585967	0.0903970386023199	0	0.29811478920578	1.03297148143386
Sim274	0.21870808615995	0	0.313438400503169	0.060886815800778	0.0857357718350232	0.0693941058819895	0.179958102371451	0.0718787174476395	0	0.18274972159093	1.09990981113017
Sim275	0	0.462456975695434	0.143988776160077	0	0.342899839871858	0	0.0506544082726318	0	0	0.181991641975033	1.15847135830506
Sim276	0	0	0.47639643514524	0.0786569933118863	0.0847494989277356	0.291463092859725	0.0286456252438496	0.0400883545115632	0	0.211060354624009	1.13390527185541
Sim277	0.443463769979196	0	0.0432461611134223	0.124131719788933	0.196607246161673	0.0669363317002807	0.125614771256495	0	0	0.152894469458337	1.147276201424
Sim278	0.287719059451141	0	0.565941967495441	0	0.0941588527189909	0	0	0.0521801203344268	0	0.207875053078277	1.1211460333019
Sim279	0	0.0672572505165598	0.0896332713739693	0	0	0.0886519063077358	0.485812108845931	0.268645462955804	0	0.158443540055446	1.15200176664006
Sim280	0.350502179130277	0	0.0889307953465772	0.0184506366778073	0	0.138723728425531	0	0.403392660419807	0	0.209027564836854	1.08045762584125
Sim281	0	0	0	0.0754094342608887	0	0.590627824476116	0	0.333962741262995	0	0.120943261636844	1.16856701987821
Sim282	0	0.133295935271682	0.262039827019195	0.186078680667946	0.369402507197725	0	0	0.0491830498434521	0	0.256913603532733	1.10429758503179
Sim283	0.0647902922978478	0	0.389931446362131	0.0399442583853332	0.308933949563912	0	0.0617529669202003	0.134647086470576	0	0.27470797390252	1.05265223822895
Sim284	0.104350422097452	0	0.39740825881118	0	0.371801597771211	0	0	0.126439721320156	0	0.257410856540752	1.08578383129439
Sim285	0.0418664169475882	0.241797697329336	0.156685816854202	0	0.299394265919944	0	0.0929441598993859	0.167311643049545	0	0.213066378026619	1.08207282104954
Sim286	0	0.424364749669885	0	0.0390536953397214	0	0.11047790253329	0.321204153612973	0.104899498844131	0	0.0325401438660014	1.19411493108747
Sim287	0	0.329855947103081	0	0.0285414726507309	0.204281406431314	0.0887473353604027	0.0590118314633813	0.28956200699109	0	0.187005351022581	1.09072288590365
Sim288	0	0.21548154473844	0.190869018758008	0.114615562868528	0	0.100785018230588	0.378248855404436	0	0	0.0240871348834162	1.21701346279497
Sim289	0	0	0.311275711018593	0	0.114174962312505	0.0671928992928961	0.283747280232145	0.223609147143861	0	0.227893470411976	1.06072495906156
Sim290	0	0.525601337035828	0	0.152617087621417	0.266496511993027	0	0	0.055285063349729	0	0.273751922880721	1.08553498079434
Sim291	0	0.123091356060443	0.393591435641497	0.0964989545682367	0.101027424061979	0	0.285790829667845	0	0	0.199931983774632	1.09667678117017
Sim292	0.0554099356407878	0	0.344326129457943	0.149919224148943	0.052577604128322	0.106411001059544	0.291356105564461	0	0	0.279651911791896	1.05254908947233
Sim293	0.0937995110107183	0.142187987330034	0	0.118351071910449	0	0.19107476339694	0.232603057431158	0.221983608920701	0	-0.0233148554069973	1.22028964413059
Sim294	0.150493418423014	0	0.235807989625687	0.156407819761658	0	0.021550261059201	0.43574051113044	0	0	0.0502378545022308	1.21730246749116
Sim295	0.0322550583979059	0.299229542830003	0	0.0405529812319261	0.349606555647555	0	0.17467634622028	0.103679515672329	0	0.244967937412025	1.06722785021057
Sim296	0	0.26841140153593	0.136721554768945	0.0694989467146998	0.26642985103861	0.116044118306452	0.110509218469506	0.032384909165857	0	0.272598736594192	1.06902361477884
Sim297	0	0.399342610953751	0.178865369830062	0.17541679442571	0.149300505000857	0	0.0970747197896196	0	0	0.188458568354295	1.12829610631059
Sim298	0.128931994716034	0.0353837619400141	0.176457766284291	0	0.196329709467966	0.268745301772699	0.0326489208867245	0.161502544932272	0	0.231582398005289	1.09047137308359
Sim299	0.298394596781339	0	0	0.00825541377610842	0	0.296873497668458	0	0.396476491774095	0	0.191684460325086	1.09153909675579
Sim300	0.311150956416732	0	0	0.0599917481454046	0.256396111852595	0.108880088716053	0.00689203521315372	0.256689059656061	0	-0.0167220910558733	1.22423110201415
Sim301	0	0.40485085329277	0	0.0233846110080715	0.348821693422698	0	0.0582427735415541	0.164700068734906	0	0.279728049048629	1.05480011204739
Sim302	0	0	0.521498476458645	0.0112516842300723	0.315651942250547	0	0	0.151597897060737	0	0.121699347519605	1.16759389973626
Sim303	0.0512811379026037	0.190285895474006	0	0.0864860279051585	0	0.204411513970362	0.46753542474787	0	0	0.155255934028486	1.14192876959019
Sim304	0.0309314723517934	0	0.300868628484128	0	0.380619739955591	0.0672261962213173	0	0.220353962987171	0	0.212027952121847	1.10861862215219
Sim305	0.0525490563823402	0	0.296743301103846	0.0936952299573603	0	0.178698863087516	0.162928178624046	0.215385370844892	0	0.0919962463143795	1.15415238089186
Sim306	0.102019030541111	0.248383242239791	0	0	0.233325864937841	0	0.344797818763815	0.071474043517442	0	0.272654063210993	1.03432232539711
Sim307	0.0394995572859393	0.190822422393517	0	0.0949834474603258	0.239302553359682	0	0.0373735672831546	0.398018452217382	0	0.235072806672052	1.05838304660477
Sim308	0.210929942717839	0	0	0.167723169755179	0.167701018372252	0	0.45364586915473	0	0	0.161735686621839	1.13770913098645
Sim309	0.212310544711958	0	0.156129223092381	0	0.12659557276486	0.0555904274052357	0.0950701797985116	0.354304052227054	0	0.213450886729511	1.06371542318171
Sim310	0.0538051787701455	0.109086457866189	0.170022123388536	0.239407169360983	0.30358949593959	0	0	0.124089574674557	0	0.18738162596324	1.12977354051297
Sim311	0.0683962538912895	0.25074140702027	0	0	0.0177235192498558	0.414701197607553	0.0660442380104953	0.182393384220537	0	0.218556464290301	1.09599709017611
Sim312	0	0.0350625382218496	0.285400302219872	0.0976811919554481	0	0.260266565796986	0.321589401805844	0	0	0.0430883474448149	1.20627243292281
Sim313	0.26267130496968	0	0.14162299318522	0.174833954792293	0.156882593573887	0	0.26398915347892	0	0	0.237575692185479	1.07521997471462
Sim314	0.32296851528887	0.119116173333486	0	0.224805121501391	0.0364549013423818	0.040269949483205	0.256385339050665	0	0	0.0303428986655634	1.21918119902507
Sim315	0	0	0.684300161854454	0.0524448636516231	0.18776606217146	0	0.0754889123224631	0	0	0.235768287710298	1.10138888852452
Sim316	0.322344141075378	0	0.0339714210128665	0.302733664073601	0	0.0964908204842447	0	0.24445995335391	0	0.0747784889519999	1.19499761381449
Sim317	0.0714304970365013	0.168279462364051	0.225866486837695	0.155280557460954	0.171616627850713	0.018418994439912	0.189107374010174	0	0	0.182153224889552	1.11294035728133
Sim318	0.0750424002542458	0.138721288643596	0.302782510205456	0.0719306714556288	0.192052575425242	0	0.0841540171541985	0.135316536861633	0	0.208805536878556	1.08384630161003
Sim319	0.00768498289476655	0	0.211332398256403	0.0968344461580487	0.019778557927873	0.38050882917649	0.0873514530474591	0.19650933253896	0	0.0873664392996075	1.17438789175862
Sim320	0.0886507050804033	0	0.477985998957011	0.0209027627145295	0.27960497827617	0	0.132855554971886	0	0	0.163944520791481	1.13388482153425
Sim321	0	0.00862847851506847	0.00181013287803929	0.113744841187305	0.132321637697492	0	0.616076642739528	0.127418266982568	0	0.162140689783736	1.18272373588057
Sim322	0.245149076166043	0.342466351635863	0	0.0731276152552784	0	0.016231075233736	0.323025881709079	0	0	0.202824346945787	1.0978847454171
Sim323	0.0372923908177944	0	0	0	0.165999997475142	0.442050562092326	0.238817497854337	0.115839551760399	0	0.0630082904739796	1.19460908422126
Sim324	0	0	0.222483450164874	0.200329127827763	0.129417276039761	0.287020246616989	0.160749899350613	0	0	0.148067998073206	1.16305770014417
Sim325	0.0360268143780581	0	0.318250881507635	0.133011269822995	0	0.282889285277508	0.151782579200302	0.0780391698135012	0	0.16942715571118	1.12992464221859
Sim326	0.240241385656016	0.0217233413020047	0.592904578619367	0	0.145130694422612	0	0	0	0	0.287315363869618	1.07710094756031
Sim327	0.195684073951574	0.579737845407675	0	0.0993210219754324	0.104608410655714	0	0.0206486480096043	0	0	0.251934766823866	1.09830835830825
Sim328	0.0249472898746175	0	0.141843813971014	0	0.326504195598072	0.158086224147236	0	0.34861847640906	0	0.229441135415427	1.08141456319476
Sim329	0.0321718523347025	0	0.325302987937153	0.0923467411966841	0.10482569256669	0.148906232413271	0.211595386821118	0.0848511067303808	0	0.0538489119920253	1.18018445026805
Sim330	0.0207534440020442	0.177698395992854	0	0	0	0.36419549302718	0.437352666977922	0	0	0.0909518064239071	1.17668352587805
Sim331	0	0.139611314798252	0	0.103408753751714	0.0507126474127365	0.455462362939202	0.215319095515014	0.0354858255830807	0	0.12945882796857	1.1679992273325
Sim332	0.09983737895642	0.458213834022472	0	0	0.106175799081361	0.133459481999894	0.202313505939853	0	0	0.125558253631667	1.14917724486182
Sim333	0.231187938427988	0.131330801903645	0	0.0939007048911056	0.390992856988653	0	0.0128376491761031	0.139750048612506	0	0.253361427125679	1.08345824783625
Sim334	0.0910043612274833	0.0135830724911309	0	0.319791719003737	0.322158274391221	0	0	0.253462572886428	0	0.0776318888110587	1.19408356451851
Sim335	0.237709416423958	0	0	0.04275691944203	0.205994675052025	0.270030620475742	0	0.243508368606245	0	0.141433915216341	1.1418255637201
Sim336	0.211523858560502	0	0	0.280207638074965	0	0.135958798872851	0.184446773935639	0.187862930556043	0	0.171903106107221	1.12989817053615
Sim337	0.307070362561709	0.0605942031241885	0.14588826143579	0.0394184680402409	0.165580540674004	0	0.281448164164067	0	0	0.0457965403221133	1.1804214076937
Sim338	0.0510647583795262	0.397888043123693	0	0.252141888057333	0	0.00731835089747945	0.291586959541969	0	0	0.199197216073092	1.12510159406927
Sim339	0.124740424555347	0	0.00343770382627056	0.104605413161811	0.0832242360807511	0.236288631885519	0	0.447703590490302	0	0.228324800817727	1.06642339232455
Sim340	0.0785746833941101	0	0.366232944271029	0.161972314432568	0.0306756441944325	0.214954968848755	0	0.147589444859105	0	0.0280588535918471	1.22516555127371
Sim341	0.153009436558246	0.170297642113361	0.468904417269447	0	0.0135913188831661	0	0.0762740705921222	0.117923114583658	0	0.172620000820341	1.11721097180255
Sim342	0.317317112201921	0.495218033404742	0	0.0915171878176667	0	0	0.0959476665756706	0	0	0.199423117229507	1.12210353728362
Sim343	0.0343936688584154	0	0.201690488477943	0	0.268232949080225	0.346839049262247	0.138704019003271	0.0101398253178984	0	0.11937981596767	1.19820122005692
Sim344	0	0	0.510144943359736	0.175213889958813	0	0.0137656877927422	0.27326694790869	0.0276085309800183	0	0.19480829264799	1.12014147530032
Sim345	0	0	0.668986842810148	0	0.136838838619543	0	0.158376025865982	0.0357982927043269	0	0.0648898345300266	1.18550315879735
Sim346	0.0725486441036401	0.0164510600335688	0.292574445213146	0.295407914513735	0.116424598346881	0.143141249599937	0.0634520881890925	0	0	0.256195259661944	1.10016736544356
Sim347	0	0	0.443855425708324	0.130688292750586	0.25270291063653	0	0.0714280619972102	0.101325308907349	0	0.17954804647196	1.11971969139577
Sim348	0	0	0.225337547053425	0.259865364023376	0.206540436252828	0.0926930130653019	0.215563639605069	0	0	0.117322194930069	1.17340476994119
Sim349	0.0516439847834621	0.00155794083617101	0.312932591560318	0.134681299205605	0.0467515746326752	0	0.452432608981769	0	0	0.160386773131325	1.142509979134
Sim350	0.0821424596036545	0	0.643127760822586	0.10891183182092	0.0105671547209638	0	0	0.155250793031876	0	0.258731561942694	1.07722196697362
Sim351	0	0.412183107066738	0	0.081246024329407	0	0.128160857596095	0.324584398028639	0.0538256129791206	0	0.0733159010995479	1.17814473284333
Sim352	0.133933829943145	0.546856903677323	0	0	0.172757063825434	0.00564203180680394	0.112784984401425	0.0280251863458698	0	0.00983200387593698	1.22582990284896
Sim353	0.0333350425760708	0.300092923828529	0	0.229473258021954	0.220136119547612	0.0614703851216532	0.155492270904181	0	0	0.206363257623675	1.11386787076667
Sim354	0.00291910697584192	0	0.63804526145301	0	0	0.104475137977569	0.0390335758960016	0.215526917697577	0	-0.066194471259331	1.26259893928847
Sim355	0	0	0.270296482827761	0	0.0963998668107197	0	0.0424631593155944	0.590840491045925	0	0.127362123395619	1.13542811970444
Sim356	0.210869533704078	0.0880230478214356	0	0.178095540464917	0	0.0756396975851381	0.0120053765385618	0.435366803885869	0	0.140694635935867	1.13056091405971
Sim357	0.0226297078156737	0	0.531716927754407	0.0529286225871105	0.130641348164302	0	0.262083393678507	0	0	-0.0812995857537258	1.26022945259821
Sim358	0.076572531910899	0.705076714273423	0.000749464474284122	0	0.0702217076946806	0	0.147379581646714	0	0	0.125753201550995	1.16465873064293
Sim359	0.0705873461856504	0.145224798779873	0.324763962267083	0.186226294177217	0.0511857614493152	0.095091492464852	0.126920344676009	0	0	0.251044560095968	1.08375845921389
Sim360	0.151272277523194	0	0.220564792455829	0.164736794779794	0.0838286628007871	0	0.27054839575578	0.109049076684616	0	0.125378610778274	1.14044112794277
Sim361	0.0789211296680673	0.198425689028359	0	0.0138453924944258	0.38451710071132	0.157432416659924	0.166858271437904	0	0	0.187962104033046	1.14300474853566
Sim362	0	0.141201953950919	0.232741591422182	0.040694674563368	0.127291674890294	0.145838344858751	0.108970466123143	0.203261294191343	0	0.190991306791466	1.08970208463084
Sim363	0.127673805192406	0	0.491048347261265	0.0446205714027783	0.143549068791932	0	0.0561590407421299	0.136949166609488	0	0.266938253712763	1.05163926175458
Sim364	0.21499220529478	0.117378837423142	0	0	0.131218827985469	0.189869722745464	0.261496800519011	0.0850436060321328	0	0.0518326565291279	1.17125711913747
Sim365	0	0	0.52472438625591	0	0.148713833754066	0.0247841637301484	0.0883514817351619	0.213426134524714	0	0.0290873325980869	1.1857442985826
Sim366	0.370404727279514	0	0	0.264578961765724	0	0.257347715315703	0	0.107668595639058	0	0.146889744928747	1.16691626061522
Sim367	0.176811157005161	0.0897736635529391	0	0.172350772320225	0.298350413951493	0	0.262713993170182	0	0	0.21109170376155	1.09540683811127
Sim368	0	0	0.519373574907282	0	0.29334556981921	0	0.187280855273508	0	0	0.251359159423339	1.07200087819154
Sim369	0.0800375830716661	0.193046667630785	0.136668333004022	0	0.303805669006652	0.00494678316418092	0.0364903174300668	0.245004646692627	0	0.13259313650637	1.12977712127603
Sim370	0.0916127661351775	0.0930593952383281	0.160915452630364	0.163999603280191	0.389940914817567	0	0.100471867898373	0	0	0.0852839446239805	1.20637124537177
Sim371	0	0	0.173566500291733	0.196245564151379	0.0679184417192508	0.325344234500279	0.236925259337358	0	0	0.244293242605719	1.09299792463077
Sim372	0.199445856042721	0.118351024861808	0.111165425970045	0.160793108078926	0.206500195737079	0	0	0.203744389309421	0	0.234707052862943	1.07233735843796
Sim373	0.16644804086554	0.0848310133600662	0	0	0.0946337545589877	0.244579816617119	0.409507374598287	0	0	0.0697848745088688	1.17490609310887
Sim374	0.12333888188603	0	0	0.266971383250411	0.160028092223769	0.156958353400934	0.292703289238857	0	0	0.254731180935966	1.08132665821477
Sim375	0.302275640048674	0.253682361250884	0	0.0556879833219044	0.0335472452174222	0.0690175261309468	0.285789244030169	0	0	0.179817120537538	1.10812633382571
Sim376	0	0.453298389942303	0	0.249319193106554	0.13404785011127	0.0182342506815658	0.145100316158307	0	0	0.203680167277738	1.12019498323103
Sim377	0	0	0.319486539311716	0.262225469991543	0	0.177994063113177	0.150189292319778	0.0901046352637863	0	0.132107592571541	1.16615599422035
Sim378	0.355906103574707	0.222461417456636	0.238752499540665	0.0742643064258706	0	0.0591456601628569	0	0.0494700128392658	0	0.105347091325123	1.19027768991968
Sim379	0.134119010639087	0	0	0.191964349942029	0.0842300241485811	0.261479829636362	0.328206785633941	0	0	0.280259394612254	1.05913982478348
Sim380	0	0.0875718262657486	0.237557613821358	0.0410855443400617	0.294474856722074	0.244584877428806	0.0947252814219526	0	0	0.154188266615934	1.17826211291556
Sim381	0	0	0.539360907481958	0.114037638681835	0.18133269087881	0	0.165268762957397	0	0	0.197098443946458	1.10994003090024
Sim382	0	0.112392455048852	0	0	0.0245008631918128	0.461155076447252	0.401951605312083	0	0	0.0810282705690281	1.18997191832042
Sim383	0.0778910468303529	0	0.722977596949191	0.0393364139120241	0	0.031319854406547	0.128475087901885	0	0	0.298561527924189	1.05445801140057
Sim384	0	0	0.567453914098432	0.00339034798569862	0.258435630587894	0	0.170720107327976	0	0	0.140242476639775	1.14467034745253
