betasim	betahat	difs	Method
0	0.0324224422895665	0.0324224422895665	EPIC
0	0.0554823949763807	0.0554823949763807	EPIC
0	0.0314942677291929	0.0314942677291929	EPIC
0	0.0209152149318326	0.0209152149318326	EPIC
0.358226625249455	0.124310304014231	-0.233916321235224	EPIC
0	3.85305856527056e-07	3.85305856527056e-07	EPIC
0	0.00252020333673253	0.00252020333673253	EPIC
0.393823998338461	0.078738641371222	-0.315085356967239	EPIC
0.249941854550285	0.0322981709399004	-0.217643683610385	EPIC
0	6.21598367577069e-10	6.21598367577069e-10	EPIC
0	0.000103125672564111	0.000103125672564111	EPIC
0	0.0352442440684721	0.0352442440684721	EPIC
0	2.63866766582181e-08	2.63866766582181e-08	EPIC
0	0.0128302944906066	0.0128302944906066	EPIC
0	0.0103414883142769	0.0103414883142769	EPIC
0.169350335732108	0.0314594764737491	-0.137890859258359	EPIC
0.502172206344462	0.0958357485793777	-0.406336457765084	EPIC
0	0.0443940533868159	0.0443940533868159	EPIC
0	0.0166284589250977	0.0166284589250977	EPIC
0.153499155931656	0.0504601588839482	-0.103038997047708	EPIC
0	0.0226504173763518	0.0226504173763518	EPIC
0	9.38214969694259e-09	9.38214969694259e-09	EPIC
0.112553200202337	0.018015139263589	-0.094538060938748	EPIC
0.24167207366152	0.0486517257726661	-0.193020347888854	EPIC
0	2.1151560424679e-09	2.1151560424679e-09	EPIC
0	0.0061118942858919	0.0061118942858919	EPIC
0	0.0181567607464603	0.0181567607464603	EPIC
0.687096297584624	0.175412559389541	-0.511683738195083	EPIC
0	0.00524944584692085	0.00524944584692085	EPIC
0.125354269166346	0.0479264984791532	-0.0774277706871928	EPIC
0.202937662393656	0.0548640518311457	-0.14807361056251	EPIC
0.539167656241817	0.0634493712513735	-0.475718284990443	EPIC
0.317335550140524	0.0803251329897524	-0.237010417150772	EPIC
0.217383448190381	0.0643406502573777	-0.153042797933003	EPIC
0	3.81242531141405e-06	3.81242531141405e-06	EPIC
0.200811395325219	0.0364840763539002	-0.164327318971319	EPIC
0	0.00957973201315723	0.00957973201315723	EPIC
0.315088596998487	0.0676338893634113	-0.247454707635076	EPIC
0	0.00511665092049605	0.00511665092049605	EPIC
0	5.48502816039562e-09	5.48502816039562e-09	EPIC
0	0.0141992527060653	0.0141992527060653	EPIC
0.401069733695556	0.0801978906702239	-0.320871843025332	EPIC
0.36253811991802	0.0297428754376459	-0.332795244480374	EPIC
0	0.0245442360127329	0.0245442360127329	EPIC
0	0.0117087854435438	0.0117087854435438	EPIC
0	0.0646230292700074	0.0646230292700074	EPIC
0.402543858164499	0.14483585625643	-0.257708001908069	EPIC
0.470498671680838	0.0783766808752769	-0.392121990805561	EPIC
0	1.03729283855498e-07	1.03729283855498e-07	EPIC
0	0.00462426211022103	0.00462426211022103	EPIC
0	9.44032018895285e-08	9.44032018895285e-08	EPIC
0	0.00678996324311313	0.00678996324311313	EPIC
0.156360826356972	0.0119067994314046	-0.144454026925567	EPIC
