betahat	betasim	difs	Method
0.133846470222505	0	0.133846470222505	CIBERSORT
0	0.206379564463164	-0.206379564463164	CIBERSORT
0.142026892164295	0	0.142026892164295	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.191921556017256	0.366145558966861	-0.174224002949605	CIBERSORT
0.053470403424865	0	0.053470403424865	CIBERSORT
0	0	0	CIBERSORT
0.0586000881818692	0.188773535900116	-0.130173447718247	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0159595112429096	0	0.0159595112429096	CIBERSORT
0.254752289180535	0	0.254752289180535	CIBERSORT
0.417585727505144	0.362278588500007	0.055307139005137	CIBERSORT
0	0	0	CIBERSORT
0	0.409901453488625	-0.409901453488625	CIBERSORT
0.310272387884697	0.411200590475303	-0.100928202590606	CIBERSORT
0.363679590943643	0.215961167143329	0.147718423800314	CIBERSORT
0.0970813987447167	0	0.0970813987447167	CIBERSORT
0.124628176631683	0.296918084681749	-0.172289908050066	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0.207083149035635	-0.207083149035635	CIBERSORT
0.261830374400487	0	0.261830374400487	CIBERSORT
0	0.117945168008865	-0.117945168008865	CIBERSORT
0	0.115544036865616	-0.115544036865616	CIBERSORT
0.0519229683839622	0	0.0519229683839622	CIBERSORT
0.0430999232885246	0	0.0430999232885246	CIBERSORT
0.0345677542474363	0	0.0345677542474363	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.160087729228956	0.189602252771316	-0.02951452354236	CIBERSORT
0.11904719066321	0.613209698353256	-0.494162507690046	CIBERSORT
0	0	0	CIBERSORT
0.16422256374925	0	0.16422256374925	CIBERSORT
0	0	0	CIBERSORT
0.415920990383049	0	0.415920990383049	CIBERSORT
0.274206494787855	0.418091825865865	-0.14388533107801	CIBERSORT
0.0329647677549881	0.368692897016558	-0.33572812926157	CIBERSORT
0.123186511955198	0	0.123186511955198	CIBERSORT
0.0176611457783161	0.133194159243397	-0.115533013465081	CIBERSORT
0	0.091838755132954	-0.091838755132954	CIBERSORT
0.187894483515474	0	0.187894483515474	CIBERSORT
0.241498082678462	0.616327979814831	-0.374829897136369	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.356101895725479	0.267767069964039	0.08833482576144	CIBERSORT
0.0855521546075021	0	0.0855521546075021	CIBERSORT
0.0303556084320689	0	0.0303556084320689	CIBERSORT
0	0	0	CIBERSORT
0.046676555320915	0	0.046676555320915	CIBERSORT
0	0.212060425567467	-0.212060425567467	CIBERSORT
0.400636364453344	0.166603279127798	0.234033085325546	CIBERSORT
0	0	0	CIBERSORT
0.333542551548701	0.647911883178155	-0.314369331629454	CIBERSORT
0.258514828648782	0.374304817066734	-0.115789988417952	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.413391117008785	0.297210758281715	0.11618035872707	CIBERSORT
0.453480014854041	0.260482464250198	0.192997550603843	CIBERSORT
0	0	0	CIBERSORT
0	0.145366675305363	-0.145366675305363	CIBERSORT
0	0.174576471164741	-0.174576471164741	CIBERSORT
0.0964292892975393	0.316609399224323	-0.220180109926784	CIBERSORT
0	0	0	CIBERSORT
0	0.193440485729107	-0.193440485729107	CIBERSORT
0.145357885668664	0	0.145357885668664	CIBERSORT
0.157693847797888	0.252665453339812	-0.094971605541924	CIBERSORT
0.0474602846916065	0	0.0474602846916065	CIBERSORT
0	0.122822758867744	-0.122822758867744	CIBERSORT
0.1624747220758	0.365289587215145	-0.202814865139345	CIBERSORT
0.129894620883527	0.438357235427311	-0.308462614543784	CIBERSORT
0	0.79891744263191	-0.79891744263191	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.307505587747554	0	0.307505587747554	CIBERSORT
0	0.30257014073861	-0.30257014073861	CIBERSORT
0.42174679648376	0	0.42174679648376	CIBERSORT
0.557158695119107	0.338734476867725	0.218424218251382	CIBERSORT
0.150164589713741	0	0.150164589713741	CIBERSORT
0	0	0	CIBERSORT
0.16121354229925	0.0878774471920615	0.0733360951071885	CIBERSORT
0.632275887593427	0.589579983023005	0.042695904570422	CIBERSORT
0.386761159135491	0.28793053785224	0.098830621283251	CIBERSORT
0.0361679155888312	0.202383638661647	-0.166215723072816	CIBERSORT
0.149382208538049	0.215031222378214	-0.065649013840165	CIBERSORT
0	0.308428847198104	-0.308428847198104	CIBERSORT
0	0	0	CIBERSORT
0.330550254669348	0	0.330550254669348	CIBERSORT
0	0.274066050352149	-0.274066050352149	CIBERSORT
0	0.224878859019377	-0.224878859019377	CIBERSORT
0.078626720888788	0	0.078626720888788	CIBERSORT
0.426594279134283	0	0.426594279134283	CIBERSORT
0	0.112281399593379	-0.112281399593379	CIBERSORT
0	0.403365077838658	-0.403365077838658	CIBERSORT
0.175179675199486	0.364402461537361	-0.189222786337875	CIBERSORT
0.164075824092253	0	0.164075824092253	CIBERSORT
0.00708786863944745	0	0.00708786863944745	CIBERSORT
0.529779677893304	0.4928465656351	0.0369331122582041	CIBERSORT
0.388650988000616	0.24614427893768	0.142506709062936	CIBERSORT
0.0535937710345717	0.308246905027904	-0.254653133993332	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0.0877899953299982	-0.0877899953299982	CIBERSORT
0.301516686516553	0.232784798881041	0.068731887635512	CIBERSORT
0.12891213540046	0	0.12891213540046	CIBERSORT
0	0.162385898940477	-0.162385898940477	CIBERSORT
0.325383831550742	0	0.325383831550742	CIBERSORT
0	0.675324925180265	-0.675324925180265	CIBERSORT
0.0933847976292101	0.533517287407798	-0.440132489778588	CIBERSORT
0.714671710445841	0.205298677195497	0.509373033250344	CIBERSORT
0	0	0	CIBERSORT
0.343087530669952	0.29382186140738	0.049265669262572	CIBERSORT
0	0	0	CIBERSORT
0.171641265673016	0.691023641360286	-0.51938237568727	CIBERSORT
0.0104486824614066	0	0.0104486824614066	CIBERSORT
0.25624216485896	0.472334619410302	-0.216092454551342	CIBERSORT
0	0	0	CIBERSORT
0.386915843819139	0	0.386915843819139	CIBERSORT
0	0	0	CIBERSORT
0	0.135441791602534	-0.135441791602534	CIBERSORT
0	0	0	CIBERSORT
0.328496412014622	0.498593516095974	-0.170097104081352	CIBERSORT
0	0	0	CIBERSORT
0	0.146701930623017	-0.146701930623017	CIBERSORT
0	0.232852453709838	-0.232852453709838	CIBERSORT
0	0	0	CIBERSORT
0	0.343672027029207	-0.343672027029207	CIBERSORT
0.331113710392467	0	0.331113710392467	CIBERSORT
0.0365721402910225	0.303983819615587	-0.267411679324564	CIBERSORT
0.214791838556735	0.0716685220914976	0.143123316465237	CIBERSORT
0.474749318438011	0	0.474749318438011	CIBERSORT
0	0	0	CIBERSORT
0	0.372357258180722	-0.372357258180722	CIBERSORT
0	0	0	CIBERSORT
0.129819993060429	0	0.129819993060429	CIBERSORT
0.419042040003851	0	0.419042040003851	CIBERSORT
0.0706125796616083	0.13052896847685	-0.0599163888152417	CIBERSORT
0.194631997295493	0.224190850501841	-0.029558853206348	CIBERSORT
0.272578537705877	0.233860036916394	0.038718500789483	CIBERSORT
0.358649217301872	0.432356901841604	-0.073707684539732	CIBERSORT
0	0	0	CIBERSORT
0.262565250388873	0	0.262565250388873	CIBERSORT
0.0156627145903278	0	0.0156627145903278	CIBERSORT
0	0	0	CIBERSORT
0.195328224865927	0.510431459444756	-0.315103234578829	CIBERSORT
0.1360539215055	0	0.1360539215055	CIBERSORT
0	0	0	CIBERSORT
0.29999072824943	0	0.29999072824943	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.391299008709232	0	0.391299008709232	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0974553019973755	0	0.0974553019973755	CIBERSORT
0.223950044006432	0	0.223950044006432	CIBERSORT
0.088100001982845	0.336307377916673	-0.248207375933828	CIBERSORT
0.168020298023544	0.145240880999226	0.022779417024318	CIBERSORT
0.509175418380198	0.481427951825413	0.027747466554785	CIBERSORT
0.197800322637934	0.294908588367851	-0.097108265729917	CIBERSORT
0	0.183669387320144	-0.183669387320144	CIBERSORT
0.135819750363917	0.391141397137579	-0.255321646773662	CIBERSORT
0.456217685448641	0.328871528281433	0.127346157167208	CIBERSORT
0.0425605886531438	0.234358711282408	-0.191798122629264	CIBERSORT
0.185158495081353	0.114178832214514	0.070979662866839	CIBERSORT
0.292940050752933	0.230299190368363	0.06264086038457	CIBERSORT
0.204818180117773	0.0934264839056396	0.111391696212133	CIBERSORT
0.0953983008752635	0.251904807923732	-0.156506507048468	CIBERSORT
0.18628353041534	0.33329191517264	-0.1470083847573	CIBERSORT
0.213308721687203	0	0.213308721687203	CIBERSORT
0	0	0	CIBERSORT
0.137660401438094	0	0.137660401438094	CIBERSORT
0.153711741775376	0	0.153711741775376	CIBERSORT
0.289606445571754	0.243540861076512	0.046065584495242	CIBERSORT
0.162102876263191	0.155346245067533	0.006756631195658	CIBERSORT
0.0999290686749527	0	0.0999290686749527	CIBERSORT
0.20131627886694	0	0.20131627886694	CIBERSORT
0	0.36584997461201	-0.36584997461201	CIBERSORT
0	0	0	CIBERSORT
0	0.280875602093997	-0.280875602093997	CIBERSORT
0	0	0	CIBERSORT
0.155073584077056	0.300226495054175	-0.145152910977119	CIBERSORT
0.244499893102803	0.419861965078355	-0.175362071975552	CIBERSORT
0.0232558714701452	0.679780050774008	-0.656524179303863	CIBERSORT
0	0	0	CIBERSORT
0.258429754077444	0.24681084370185	0.011618910375594	CIBERSORT
0.395119114164142	0	0.395119114164142	CIBERSORT
0	0	0	CIBERSORT
0.577835590212007	0.450856498888189	0.126979091323818	CIBERSORT
0.162433772939065	0.378630584724011	-0.216196811784946	CIBERSORT
0.578416319007303	0	0.578416319007303	CIBERSORT
0.256059079953655	0	0.256059079953655	CIBERSORT
0.187915100341302	0	0.187915100341302	CIBERSORT
0	0	0	CIBERSORT
0.258042143695451	0	0.258042143695451	CIBERSORT
0.127728160780725	0	0.127728160780725	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.146357148686013	0	0.146357148686013	CIBERSORT
0	0	0	CIBERSORT
0.270849018565557	0.406463080989955	-0.135614062424398	CIBERSORT
0	0.172423008669381	-0.172423008669381	CIBERSORT
0.0473396275503611	0	0.0473396275503611	CIBERSORT
0	0	0	CIBERSORT
0	0.256061154172254	-0.256061154172254	CIBERSORT
0.193806519201868	0	0.193806519201868	CIBERSORT
0.263949300223063	0	0.263949300223063	CIBERSORT
0	0.230472421986225	-0.230472421986225	CIBERSORT
0.18830157934829	0.307335431002456	-0.119033851654166	CIBERSORT
0.206287222647721	0	0.206287222647721	CIBERSORT
0.441884991767991	0.379125588523246	0.062759403244745	CIBERSORT
0.0791069272072142	0.227770707994511	-0.148663780787297	CIBERSORT
