betahat	betasim	difs	Method
0.224031532892547	0.648320587569933	-0.424289054677386	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0139112144489031	0.129882263005765	-0.115971048556862	CIBERSORT
0.322933616130819	0.595274000343809	-0.27234038421299	CIBERSORT
0.0347041130804876	0	0.0347041130804876	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.137132089420241	0.211420127635881	-0.07428803821564	CIBERSORT
0.160160611488501	0.12641557555247	0.033745035936031	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0336129869839863	0	0.0336129869839863	CIBERSORT
0.308202656816346	0.138257094084601	0.169945562731745	CIBERSORT
0.22423627794644	0.305008631803228	-0.080772353856788	CIBERSORT
0	0.108491404607495	-0.108491404607495	CIBERSORT
0.15624520904804	0.451855043214532	-0.295609834166492	CIBERSORT
0	0	0	CIBERSORT
0.191492147863551	0.282517025994515	-0.091024878130964	CIBERSORT
0	0	0	CIBERSORT
0.147204270132041	0.27414811366711	-0.126943843535069	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.14311323620601	0	0.14311323620601	CIBERSORT
0	0	0	CIBERSORT
0.49040119224145	0.310645237872653	0.179755954368797	CIBERSORT
0.173954523820258	0	0.173954523820258	CIBERSORT
0.0851934329726484	0	0.0851934329726484	CIBERSORT
0.151796181288849	0	0.151796181288849	CIBERSORT
0	0	0	CIBERSORT
0.0872649264487597	0	0.0872649264487597	CIBERSORT
0.231994055011728	0.515171039317744	-0.283176984306016	CIBERSORT
0	0	0	CIBERSORT
0.11705189476946	0	0.11705189476946	CIBERSORT
0.337611048578491	0.766320789851386	-0.428709741272895	CIBERSORT
0.131756326991834	0	0.131756326991834	CIBERSORT
0	0.218970240583665	-0.218970240583665	CIBERSORT
0.0113908030511249	0	0.0113908030511249	CIBERSORT
0.279441828634494	0	0.279441828634494	CIBERSORT
0.0948956539963865	0	0.0948956539963865	CIBERSORT
0	0	0	CIBERSORT
0.124910942955439	0	0.124910942955439	CIBERSORT
0	0	0	CIBERSORT
0.0213913847987845	0	0.0213913847987845	CIBERSORT
0.0625041444814769	0	0.0625041444814769	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.204229615395425	0.146929844133138	0.057299771262287	CIBERSORT
0	0.131931907994447	-0.131931907994447	CIBERSORT
0.114125882131598	0.216124795433942	-0.101998913302344	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.10591368410437	0.148844881584299	-0.042931197479929	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.188256680649366	0.195787778442657	-0.007531097793291	CIBERSORT
0.0701563776118007	0.0641144901404752	0.0060418874713255	CIBERSORT
0.0897794338733355	0	0.0897794338733355	CIBERSORT
0.120101079175802	0.324020381661567	-0.203919302485765	CIBERSORT
0	0	0	CIBERSORT
0.0369620405319562	0	0.0369620405319562	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0866819560695397	0	0.0866819560695397	CIBERSORT
0.0375106889473919	0.159572645929917	-0.122061956982525	CIBERSORT
0.161820985045538	0.542396522901599	-0.380575537856061	CIBERSORT
0	0	0	CIBERSORT
0.0114304987664138	0	0.0114304987664138	CIBERSORT
0.313131230613168	0	0.313131230613168	CIBERSORT
0	0.203751464330073	-0.203751464330073	CIBERSORT
0	0	0	CIBERSORT
0.0653059857791068	0.151769344973764	-0.0864633591946572	CIBERSORT
0	0	0	CIBERSORT
0.315143437960636	0	0.315143437960636	CIBERSORT
0.0299230819398577	0	0.0299230819398577	CIBERSORT
0.246904533285832	0.340998726385277	-0.094094193099445	CIBERSORT
0	0	0	CIBERSORT
0.0498885214449908	0	0.0498885214449908	CIBERSORT
0.126076822488163	0.392650989207813	-0.26657416671965	CIBERSORT
0.258259617551561	0.341014089291528	-0.082754471739967	CIBERSORT
0.0110960625845033	0	0.0110960625845033	CIBERSORT
0.0165910680756362	0.155697950655279	-0.139106882579643	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.326128873422179	0.508033829305404	-0.181904955883225	CIBERSORT
0.102310801533482	0	0.102310801533482	CIBERSORT
0	0	0	CIBERSORT
0.131254446982244	0	0.131254446982244	CIBERSORT
0.183676243583868	0.40160470230615	-0.217928458722282	CIBERSORT
0.144758049026365	0	0.144758049026365	CIBERSORT
0.360923233333211	0.390594996523494	-0.029671763190283	CIBERSORT
0.309523792888242	0.328390088324171	-0.018866295435929	CIBERSORT
0	0	0	CIBERSORT
0.357099283195296	0.179044023544675	0.178055259650621	CIBERSORT
0.0678425131226161	0	0.0678425131226161	CIBERSORT
0	0	0	CIBERSORT
0.0686627886787575	0	0.0686627886787575	CIBERSORT
0.14373578443362	0	0.14373578443362	CIBERSORT
0.296267468535397	0.345854140266143	-0.049586671730746	CIBERSORT
0	0	0	CIBERSORT
0.0602947824791536	0.315610534871321	-0.255315752392167	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.238951498145228	0.515566092722924	-0.276614594577696	CIBERSORT
0.0374235757008813	0	0.0374235757008813	CIBERSORT
0	0.0913705285880718	-0.0913705285880718	CIBERSORT
0.115837350778386	0	0.115837350778386	CIBERSORT
0	0	0	CIBERSORT
0.108783342756305	0.195715704157667	-0.086932361401362	CIBERSORT
0.0271221984308017	0	0.0271221984308017	CIBERSORT
0	0	0	CIBERSORT
0.114234020877202	0	0.114234020877202	CIBERSORT
0.206510347009105	0.313989765233768	-0.107479418224663	CIBERSORT
0	0	0	CIBERSORT
0.308863188383155	0.262158609817925	0.04670457856523	CIBERSORT
0.0174432791351055	0	0.0174432791351055	CIBERSORT
0.0676634376762985	0.171501088346261	-0.103837650669962	CIBERSORT
0	0	0	CIBERSORT
0.254979461358496	0	0.254979461358496	CIBERSORT
0.0333129521665361	0	0.0333129521665361	CIBERSORT
0.134242173724923	0.217743017576786	-0.083500843851863	CIBERSORT
0	0	0	CIBERSORT
0.0258838775282891	0.199060927380374	-0.173177049852085	CIBERSORT
0.117580429553894	0	0.117580429553894	CIBERSORT
0.197192174628793	0.128806694522515	0.068385480106278	CIBERSORT
0.116623459240172	0	0.116623459240172	CIBERSORT
0	0	0	CIBERSORT
0	0.133403190631839	-0.133403190631839	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.257865845168198	0.202129173455618	0.05573667171258	CIBERSORT
0.0382361934759156	0	0.0382361934759156	CIBERSORT
0.0514015940415911	0	0.0514015940415911	CIBERSORT
0	0	0	CIBERSORT
0.0357464162907215	0	0.0357464162907215	CIBERSORT
0	0	0	CIBERSORT
0.109654339183347	0	0.109654339183347	CIBERSORT
0.216100499919884	0.38026287802369	-0.164162378103806	CIBERSORT
0	0	0	CIBERSORT
0.160042072402313	0.232113227620036	-0.072071155217723	CIBERSORT
0.320306257369178	0.482514135448557	-0.162207878079379	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.297146185527701	0.307277889982653	-0.010131704454952	CIBERSORT
0	0	0	CIBERSORT
0.0711225418914062	0	0.0711225418914062	CIBERSORT
0	0	0	CIBERSORT
0	0.269451555767705	-0.269451555767705	CIBERSORT
0	0.210945830361692	-0.210945830361692	CIBERSORT
0.265716912488592	0.288480599469534	-0.022763686980942	CIBERSORT
0.104631226543266	0	0.104631226543266	CIBERSORT
0.175429837291021	0.312039383168658	-0.136609545877637	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.102179902358704	0	0.102179902358704	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.226895292454529	0	0.226895292454529	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0419445913265497	0	0.0419445913265497	CIBERSORT
0.408354149027106	0.501482782037211	-0.093128633010105	CIBERSORT
0.0537277168742478	0	0.0537277168742478	CIBERSORT
0.054914358685458	0	0.054914358685458	CIBERSORT
0.157547218091408	0.172074561869395	-0.014527343777987	CIBERSORT
0	0.228838800000496	-0.228838800000496	CIBERSORT
0.274995070871973	0.268811854980933	0.00618321589103998	CIBERSORT
0.0592175563786927	0	0.0592175563786927	CIBERSORT
0.10709936328046	0.119199797563067	-0.012100434282607	CIBERSORT
0.0608661617538833	0	0.0608661617538833	CIBERSORT
0.260949602969587	0.427663715800825	-0.166714112831238	CIBERSORT
0.143543473992087	0.180223370295856	-0.036679896303769	CIBERSORT
0.314280698321988	0.329527425616369	-0.015246727294381	CIBERSORT
0.15509115471921	0	0.15509115471921	CIBERSORT
0.0786456571641434	0	0.0786456571641434	CIBERSORT
0.130986436266916	0.240662264946152	-0.109675828679236	CIBERSORT
0	0	0	CIBERSORT
0.302626662994807	0.429508305604404	-0.126881642609597	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.166887786901099	0	0.166887786901099	CIBERSORT
0.105075640802515	0.205068718418386	-0.099993077615871	CIBERSORT
0.248069146286042	0	0.248069146286042	CIBERSORT
0.426636222703232	0.284727300606254	0.141908922096978	CIBERSORT
0.081320690258848	0.348605793458225	-0.267285103199377	CIBERSORT
0.589573377149592	0.41010467229358	0.179468704856012	CIBERSORT
0.17466435815675	0	0.17466435815675	CIBERSORT
0.11277758796	0	0.11277758796	CIBERSORT
0.139082958164578	0.115183500708868	0.02389945745571	CIBERSORT
0.126939567210484	0.258402759438177	-0.131463192227693	CIBERSORT
0.273787383322461	0.412371483088861	-0.1385840997664	CIBERSORT
0.0556361308864851	0	0.0556361308864851	CIBERSORT
0.0759338382473918	0	0.0759338382473918	CIBERSORT
0.160001597985556	0.242176690130288	-0.082175092144732	CIBERSORT
0.370538583311102	0.446437624932221	-0.075899041621119	CIBERSORT
0.13513125836368	0.131735592871726	0.003395665491954	CIBERSORT
0.0219256636965111	0	0.0219256636965111	CIBERSORT
0.160357454014836	0	0.160357454014836	CIBERSORT
0.319765290477265	0.377727056906243	-0.057961766428978	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
0.0908687197616967	0	0.0908687197616967	CIBERSORT
0.251986464992219	0.282793818265336	-0.030807353273117	CIBERSORT
0.327728888528596	0.286656374432847	0.041072514095749	CIBERSORT
0.262941446592242	0.224886099844093	0.038055346748149	CIBERSORT
0	0	0	CIBERSORT
0.138774789500804	0	0.138774789500804	CIBERSORT
0.0207451194788381	0	0.0207451194788381	CIBERSORT
0.21026959410193	0.557733835617906	-0.347464241515976	CIBERSORT
0.0439559661863981	0	0.0439559661863981	CIBERSORT
0.00733164116728472	0.266578160453321	-0.259246519286036	CIBERSORT
0.032946900824644	0.176210050105766	-0.143263149281122	CIBERSORT
0	0	0	CIBERSORT
0	0.180935560048606	-0.180935560048606	CIBERSORT
0	0	0	CIBERSORT
0	0	0	CIBERSORT
