Mixture	B.cell	Dendritic.cell	Macrophage	Neutrophil	T.cell	Basophil	Monocyte	NK.cell	P-value	Correlation	RMSE
Sim186	0	0.157899192990332	0.104067366177804	0.310428823813514	0.236705105640661	0.0108345172436956	0.176285001831447	0.0037799923025458	0	0.369352775931165	0.958642262497038
Sim187	0	0	0.16532595271618	0	0.328507662909171	0.435969842743625	0.0407381112540162	0.0294584303770081	0	0.28825657989013	1.03007361406177
Sim188	0.0806868277654295	0.123208452975086	0.0428764054675392	0.328149311578135	0.0202534798078938	0	0.287159908186501	0.117665614219415	0	0.363661719651469	0.959519370682424
Sim189	0.355046096664178	0.333846949794965	0.0949931131936686	0.186898290564832	0	0.029215549782357	0	0	0	0.357818665105316	0.984259606714554
Sim190	0.121501041360698	0	0.336959476217835	0.330053798939482	0.062594763200668	0.0350825444131105	0	0.113808375868206	0	0.0711667592602407	1.13901361360519
Sim191	0.276932271847623	0.0519628016210954	0	0.394221226327598	0.12379397891371	0.131746985884195	0	0.021342735405778	0	-0.0206741985804368	1.15793386883711
Sim192	0.283934259532239	0	0.0277039753454281	0.409013429715338	0	0.251461100134632	0	0.0278872352723628	0	0.203378022742668	1.06509590652426
Sim193	0	0.05576422714175	0	0.0911222070201633	0.0601223426513496	0	0.400525922826899	0.392465300359838	0	0.254955994676316	1.08262527537895
Sim194	0.431778170749484	0.0435513184905757	0.200571246956113	0	0.261453074053648	0.0427316631624507	0.0193177408850774	0.000596785702651102	0	0.181424236000671	1.05344641987219
Sim195	0.0346875495422841	0.312555062599248	0.0614445423037832	0.276242400269808	0	0	0.209032787266532	0.106037658018344	0	0.0678982744211592	1.14715598008094
Sim196	0	0	0.143004325730942	0.328880018716366	0.0716936492090045	0.22621700911427	0.156186028324436	0.0740189689049821	0	0.0235353882978941	1.17138945301146
Sim197	0.0520333510919152	0.185707962340828	0.061697426131595	0.163163960727976	0.379736720907605	0.15766057880008	0	0	0	0.387593532851955	0.941033766845941
Sim198	0.163716427301747	0.258863355226323	0.130475062219039	0.0973042415466484	0.273798956495214	0.0758419572110282	0	0	0	0.272036432498974	1.00553423002717
Sim199	0.0990224700381599	0.211033917742568	0.0771889618448449	0.308219499632059	0	0.215189577933051	0.0893455728093161	0	0	0.110987380646144	1.12041132292008
Sim200	0.176713708895172	0.156999521948668	0.21856548580057	0.0444169839466668	0.184822686679957	0.159794250081154	0.0586873626478113	0	0	0.296982221942399	0.981110979286503
Sim201	0.225107644486934	0.183592575580631	0	0	0.21685704409449	0	0.174092966888862	0.200349768949083	0	0.214440446929601	1.03730575216141
Sim202	0.987578188294889	0.000318992713675508	0	0	0.0012033249996658	0.00148789070064024	0.000916986556492337	0.00849461673463698	0	0.29386540728412	1.12475359656045
Sim203	0.230683949620256	0	0.00126052441765793	0.766412564281034	0	1.39016585214748e-06	0	0.00164157151519971	0	0.147504047890564	1.20456038175949
Sim204	0.385735884279528	0.299523899155247	0.0436674354151191	0.0507436446485697	0	0.165353993121889	0	0.0549751433796471	0	0.0706316485922094	1.10542556218356
Sim205	0.0698183332669125	0.200795904870414	0.307383401100303	0	0.212512204248174	0.180884589655792	0	0.0286055668584054	0	0.452932904388658	0.898910671929604
Sim206	0	0	0.49708373049263	0.134935684924853	0	0.134780094166031	0.0300164126777046	0.203184077738781	0	-0.0181224700074112	1.21250401282124
Sim207	0.000344052013399831	0.0967259129719801	0	0.263731686701452	0.133150388299215	0.223441706084163	0.0314059284135243	0.251200325516267	0	0.0238268816560373	1.16802858870674
Sim208	0	0.0165418574294544	0.299143537906078	0	0	0.398498371837872	0	0.285816232826596	0	0.230159206312686	1.10211143797035
Sim209	0.300640359684263	0.333130299296452	0	0.069309236033903	0.109266770466444	0	0.136777463539709	0.0508758709792283	0	0.364389767397295	0.951648102291956
Sim210	0.0491741739704853	0	0.151525762443802	0.433888890692176	0.0346522547159014	0.0327953990169593	0.142886947664445	0.155076571496231	0	0.320427029150326	0.997308432092288
Sim211	0.070550186126946	0.196684387793081	0.303328348951992	0	0.200725235613251	0.22871184151473	0	0	0	0.347961519696186	0.96402331516188
Sim212	0.0537244869805425	0	0.187538960401423	0	0.406501932229274	0.0853203048625928	0.146119023077242	0.120795292448925	0	0.0753338091010589	1.1399762727909
Sim213	0	0.000357937230592662	0.178838301203404	0.0411138547655759	0.277574523394606	0.181707262763594	0.320408120642227	0	0	0.293118661534922	1.00013917693093
Sim214	0.107068783655451	0.0383591110000563	0.330205763301674	0.379201362279636	0	0.110469456388042	0	0.0346955233751404	0	0.307222264493892	1.01923844374558
Sim215	0.196828526428822	0	0.315080547895083	0	0.24599466380094	0.0853903243565384	0.0967456561251118	0.0599602813935056	0	-0.0296602449778448	1.14813328645409
Sim216	0.155194904429134	0.240703371045391	0.24682397528536	0.0280555200495405	0.152850449015556	0.0950949656988398	0	0.0812768144761797	0	0.183888347550088	1.05395812312051
Sim217	0.147368187698849	0.00824845406563928	0.134399813516528	0	0.172467641771403	0.184564415763151	0.171187398223346	0.181764088961084	0	0.25727772933474	1.01717379150475
Sim218	0.0867122729020796	0	0	0.321616451563407	0.029418953024204	0.133875186387208	0	0.428377136123101	0	0.0749577846200028	1.16559096578405
Sim219	0.566807934403568	0.0502807216775017	0.244139901875161	0.0750221014679318	0	0	0	0.0637493405758376	0	0.286317467502893	1.02450744569604
Sim220	0.109868526396521	0.206393393488277	0	0.364662527807051	0	0.319075552308151	0	0	0	0.219668791942229	1.06801965600801
Sim221	0.174590665106464	0	0.0141795116799238	0.0652731669976637	0.0572212133273832	0.0886565330451232	0.238913116548641	0.361165793294802	0	0.184891777125254	1.08538242983693
Sim222	0.254707626525934	0.0199095457195346	0.305476480875573	0.160429640298134	0.110227153701422	0.149249552879403	0	0	0	0.258453774938481	1.01040728552963
Sim223	0	0	0.174293130156981	0	0.326613939310367	0.299263826360117	0.137439161948334	0.0623899422242013	0	0.31825675713643	0.998532968132715
Sim224	0	0.0329050013498365	0.447386648272857	0.205365961176724	0.185791680283948	0.128550708916634	0	0	0	0.320468418533112	0.998759032633129
Sim225	0	0.157338211055368	0	0.138065644366406	0	0.0942922250117629	0.2619262379538	0.348377681612664	0	0.22519419233352	1.07782050040244
Sim226	0	0.0340233917305977	0.286702482111574	0	0.394113262686392	0.219308438175767	0	0.0658524252956697	0	0.154246284533144	1.10141236942368
Sim227	0	0.0561222017795816	0.404580136117311	0.394583100460698	0	0.126944103309631	0	0.017770458332778	0	0.239111258796549	1.0867955683721
Sim228	0.198120636409593	0.22580086363963	0	0.0653868910110829	0.0737174096354473	0.159201240339121	0.175666843384052	0.102106115581074	0	0.169889320301327	1.04531279272964
Sim229	0.152307891530803	0.382572470982604	0	0.279804678788132	0.156997245211186	0.00394579034655808	0	0.0243719231407174	0	0.344996110620898	0.984652599248621
Sim230	0.25642696037073	0.0850737843268248	0.0395072813329549	0.041036748936481	0.303480078083179	0.0839297059983849	0.128801429874898	0.0617440110765476	0	0.227387475696142	1.01341665107023
Sim231	0.225231707611228	0	0.0475010185451471	0.279134994049091	0.304311855700086	0	0.143820424094447	0	0	0.0260846919507104	1.11973645700643
Sim232	0	0.0154840192162787	0.285289116161847	0.0316341936260077	0.257612973742056	0.122499913566307	0.120505863351795	0.166973920335709	0	0.223631527762483	1.05581684549992
Sim233	0.0807811359381692	0.00031741165895102	0.341031169993915	0.426648469725645	0.0632074671012322	0.0180891073818306	0	0.0699252382002574	0	0.344036633849232	0.999628446240144
Sim234	0	0.270696819700971	0.027462652990203	0.116241810147217	0.301206705794577	0.103011564907022	0.18138044646001	0	0	0.0446497307089311	1.12708415173273
Sim235	0.548818428962888	0.000206863544601822	0.192119527066076	0	0	0.0462823987025701	0	0.212572781723864	0	0.178782767161913	1.06956023645105
Sim236	0.876631445804528	0.0861381410790243	0	0.0114883625175374	0.00856954301582552	0.0171725075830848	0	0	0	0.236450320075106	1.12219137823247
Sim237	0.138942389511919	0	0.0887264075568169	0	0.293911106780965	0.14646349781476	0.119225384772242	0.212731213563298	0	0.315383319709894	0.996410819246884
Sim238	0.278918449143205	0.19384440808948	0	0.139296613020419	0.169034252385109	0.186883245436284	0.0320230319255029	0	0	0.0585135942344774	1.09155805888846
Sim239	0.0623061696577793	0.579231530304288	0	0	0.28342318245326	0.0750391175846728	0	0	0	0.261419295479079	1.04409430108593
Sim240	0.220416318091112	0.174633801282978	0	0.0350000385851321	0.344556415593625	0.137810458277651	0.0875829681695026	0	0	0.013017828695728	1.11706331612891
Sim241	0.11808332306492	0.336388218817051	0.284602848842856	0.0556732233089908	0.157966982936663	0.0472854030295203	0	0	0	0.293590099428854	1.01075074982562
Sim242	0.0272288232356909	0	0	0.145960108884606	0.0829472666195298	0	0.454465495968363	0.289398305291811	0	0.187548539402317	1.09311016699382
Sim243	0.175139275394688	0	0.0955669208635939	0.40155054722112	0	0	0.127372333288777	0.200370923231822	0	-0.00988408911883792	1.16769702719111
Sim244	0.144445253995481	0.241641281403266	0.0649051124776959	0.083966750885318	0.199010409056768	0.161359352387904	0	0.104671839793566	0	0.270736138749277	0.998654332654059
Sim245	0.12040190351149	0.31989832769873	0.108739286894962	0.169018208687667	0.193639127477799	0.0883031457293531	0	0	0	0.409673712819662	0.931031053200377
Sim246	0.19392897209263	0.140935043475611	0	0.015848359666723	0.268211655508942	0.164839943530045	0.211353481054166	0.00488254467188303	0	-0.0813641931609638	1.15304334570838
Sim247	0.556701538774484	0	0.114382803674947	0	0	0.307022235420324	0	0.0218934221302451	0	0.224900586831556	1.04639035861583
Sim248	0.351660812471664	0.0518394543070647	0.391527954087616	0.090415525825161	0.0580009485316092	0.0565553047768844	0	0	0	0.0928335169102849	1.10853464805901
Sim249	0.0632633156775234	0.139769630881586	0.334993144669767	0	0.308737176156849	0.153236732614275	0	0	0	0.207563884477465	1.04923467220765
Sim250	0.858160346922135	0	0.00140921344596431	0	0.119065721059086	0.000214468149066049	0.0205194705579562	0.000630779865792782	0	0.262273571868999	1.0964199754325
Sim251	0.219789786448286	0.210841640084563	0	0	0.283771934871031	0.0720401558456805	0.106823600429538	0.106732882320901	0	0.271322076163766	0.997904413885661
Sim252	0	0.164783889289892	0.0213198125398785	0.410396751979485	0.117810787616079	0.226570919015132	0	0.059117839559534	0	0.215645163699964	1.06309257185025
Sim253	0.0314137594255958	0	0.246046048400138	0	0.178491886604402	0.544048305569864	0	0	0	0.268543999892972	1.05658159550011
Sim254	0	0.201382425766345	0	0.142743540998434	0	0.511866744816806	0	0.144007288418414	0	0.219262494678588	1.09690780775161
Sim255	0	0.0999764284507092	0	0.759614367932909	0	0	0.0391358011500502	0.101273402466331	0	0.460789951359926	0.96551687927323
Sim256	0.282808171209154	0.208302711795743	0	0.0187324334630499	0.117983078154715	0.220805350274167	0.0288364595715805	0.12253179553159	0	0.116324715410944	1.07009416239581
Sim257	0	0	0.0983783542610244	0	0.457176778265029	0.122299663269788	0.289118614015135	0.0330265901890232	0	0.211237479563805	1.05865707326151
Sim258	0.00914270460126935	0.150668134825149	0.510976849409484	0.0107859082677836	0	0.311332507819963	0	0.00709389507635186	0	0.280340861071726	1.04353491827588
Sim259	0.0523425124155907	0.323723693343045	0.134251423052335	0.0253530380907053	0.0691720596700984	0.081591381261307	0.313565892166919	0	0	0.00101067947598906	1.16815220369025
Sim260	0.229809622033975	0.302100030297217	0.0699577893715772	0.108703725187449	0.120805179274563	0	0.168623653835219	0	0	0.209019509461035	1.03558602103465
Sim261	0.0984444732234669	0	0	0.308449472221102	0.0380709488660053	0.157880148184379	0.375367450945923	0.0217875065591229	0	0.229884246246999	1.05195290116344
Sim262	0.170223563079464	0.295595008649083	0.0848247809916415	0	0.359299540267592	0.090057107012219	0	0	0	0.332853849545553	0.974518222081716
Sim263	0.193820435380828	0	0.255357822963057	0.106560525828832	0.0530988799991843	0	0.391162335828099	0	0	0.189137470562838	1.0526178719925
Sim264	0	0.16458408557274	0.210402546764527	0.0937523467483492	0	0	0.368091586894992	0.163169434019391	0	0.19919735141615	1.07589202994093
Sim265	0.289040918913816	0	0.212777474817219	0.231378461150733	0.0652966982785555	0.0499631749337594	0.0445313065009362	0.107011965404981	0	-0.00387198647862351	1.13701267371559
Sim266	0	0.136903409372467	0	0	0.0964723566200081	0.190528301142284	0.294732086800924	0.281363846064316	0	0.226288537319753	1.08390740223175
Sim267	0.0210105567044565	0.41707645206568	0.176033391300113	0.0598158608726665	0.031905173085007	0.245317853596322	0.0488407123757545	0	0	0.325557618119505	0.999271162147679
Sim268	0.744582298969999	0.0551819936404332	0.0146206853322517	0.0646966121351394	0.117665318398279	0.00325309152389747	0	0	0	0.290191778373892	1.05388770512088
Sim269	0.0481271597694888	0.208904463642231	0.0479687851988292	0.239327107231255	0.08829811841836	0.209139009412533	0	0.158235356327304	0	0.208349511454428	1.04730331062528
Sim270	0	0.243882335407247	0.0031043126058958	0.305446457580229	0.224319009812218	0.153385957675642	0	0.0698619269187681	0	0.374349390694854	0.954381283697375
Sim271	0.287886609728521	0	0.0525909378330096	0.12931428494405	0	0.234254162470956	0.111870636926392	0.184083368097071	0	0.124371046550951	1.07877664175327
Sim272	0.102399851242905	0	0	0.791744561443209	0.00280473505994243	0	0.0854246639782683	0.0176261882756748	0	0.316379785991579	1.09138737454955
Sim273	0.133021629281173	0.130570758472126	0.12143780575339	0	0.452065762013985	0.0908849774305058	0	0.07201906704882	0	0.201403261667085	1.06780604298158
Sim274	0	0.0180959541405077	0.182969930573959	0.289463697773827	0.0507405026212967	0.148059405812355	0.310670509078055	0	0	0.0786109689488214	1.15064156377213
Sim275	0	0	0.245079937418841	0.276312324110975	0.238361830176657	0.0218509237471963	0.0927174925495673	0.125677491996764	0	0.260498732136568	1.02854550368708
Sim276	0.389995221599133	0.151377719925471	0.129056495700572	0.100699805718391	0.0465683960389443	0.0313735584787221	0	0.150928802538767	0	0.0335615947391471	1.12263289334331
Sim277	0.0852212393730615	0.262386580331724	0.314705166858287	0.00280176726200877	0.219673585129087	0.115211661045832	0	0	0	0.328310365570913	0.980984724641705
Sim278	0.112750995411683	0.324069082987364	0.110159401092407	0.252710116522587	0.196526122610875	0.00378428137508393	0	0	0	0.302075168627321	1.01105112024943
Sim279	0.489189420326539	0	0	0.036980508365098	0.304381760054635	0.00623671676714231	0.0330945337385397	0.130117060748046	0	0.187614645596038	1.06780878607555
Sim280	0	0	0.0087481323391715	0.0360951073018687	0.0835735265794068	0.0698117962029488	0.608853352282992	0.192918085293613	0	0.379577423884228	0.991225530934516
Sim281	0.274900801516674	0.152705534280448	0.354133345028778	0	0.00863269835821702	0.209627620815883	0	0	0	0.288640133540067	1.00080605718892
Sim282	0.0105802118382692	0.249629166602416	0.0537454339431339	0.250817117152564	0.141820694796362	0.205992217117401	0	0.0874151585498546	0	0.186274326775709	1.06379968704685
Sim283	0.324228362654479	0.134856016921246	0	0.412456551320314	0.0716273478619026	0.0193445651286834	0.0374871561133749	0	0	0.191613041311741	1.07622360063574
Sim284	0.219327553818153	0.0991164541031482	0.300394940476368	0.114115424463762	0	0.142570871293252	0	0.124474755845317	0	0.15323301295646	1.06756061361135
Sim285	0.00700682814508706	0	0.0895236850176431	0.507531378224644	0.0434133713816344	0	0.288013563155514	0.0645111740754776	0	0.138361867598277	1.1315054656447
Sim286	0	0.0975662083412467	0.0636541488797808	0.109328671328051	0	0.375323053888375	0.0660019309387551	0.288125986623791	0	0.222310132102113	1.09256989222384
Sim287	0.076821582414119	0.0891581631865104	0.121445331295588	0.1139652069717	0.199119406830859	0.110756259020213	0.128942362538537	0.159791687742475	0	0.26342479010975	1.00832833000943
Sim288	0	0.0740586697723283	0	0.621634966451344	0.178911871452078	0.0426865503616665	0.082707941962584	0	0	0.3100381132456	1.04090010949661
Sim289	0.0120969913122083	0.100296215431899	0.0870512546381051	0.234182294129695	0.121828542147174	0.389922568076728	0	0.0546221342641905	0	0.322778451334333	0.994687294272455
Sim290	0.138778111606958	0.391892209833082	0.206034895276256	0	0.152751826056017	0.108168386585333	0	0.00237457064235448	0	0.34455878062506	0.972454469305785
Sim291	0.158417318373444	0	0.060994868803995	0.468284406066282	0.242091997004216	0	0.0702114097520622	0	0	0.0177252088699871	1.16539022410917
Sim292	0.132234177765877	0.0451413817960377	0.253968397528806	0.385356793065034	0.138030896726139	0.0452683531181065	0	0	0	0.185748116895406	1.08192070484489
Sim293	0.0241512889638291	0.300623944681659	0	0.205627322336123	0	0.24015055899219	0.0637328520087617	0.165714033017437	0	0.322821397586788	0.991057799020422
Sim294	0	0.071656005715433	0.538467484415165	0	0	0.103198881970733	0.207198104200363	0.0794795236983052	0	0.247163573505154	1.05841456925574
Sim295	0	0.0502575399900548	0.128455122137476	0.226098441629819	0.271126661389548	0	0.170738601128886	0.153323633724217	0	0.32140621499137	0.987661271688748
Sim296	0.0497906199363353	0.100127783810431	0.0265886092707806	0.555722323175963	0	0.0571206641658556	0	0.210649999640635	0	0.0369427984480997	1.19068929136321
Sim297	0	0	0.621235872043761	0.183360440057877	0	0	0.0787995865925346	0.116604101305828	0	0.322718039303713	1.02105339686827
Sim298	0.0650053680123248	0.193188118546631	0.0507657433968386	0.0462571165193521	0.165713153028443	0.401852656075769	0	0.0772178444206411	0	0.109809843006335	1.10967996607137
Sim299	0.201454693206796	0.0180228385238675	0.13545398291802	0.0431578966078374	0.0674604320035596	0	0.28272114539401	0.25172901134591	0	0.223346387260732	1.0356961330556
Sim300	0.13419995056811	0.0541911834585805	0.227335559085126	0.09369942455415	0.364639531482116	0.125934350851917	0	0	0	-0.0061579824522024	1.14928043402874
Sim301	0	0	0	0.332572084135918	0.210463139199115	0	0.444524372341466	0.0124404043235009	0	0.322756052541238	0.986658516967527
Sim302	0.173226365836105	0.0613318073281945	0.128142652482414	0	0.226194869918093	0.253650728043469	0.157453576391724	0	0	0.040415766829361	1.11005176396749
Sim303	0.178128944912395	0.106773656031303	0.209028504315552	0	0	0.38567646879227	0	0.12039242594848	0	0.266296986487804	1.02203040628403
Sim304	0	0	0.155839347532614	0	0	0.686640849848762	0	0.157519802618624	0	0.371774673548069	1.05935388057119
Sim305	0.0540471748728333	0.184768412284315	0.321486156182586	0.0916233724633126	0.167449793437788	0.180625090759165	0	0	0	0.355198559829883	0.962943557080869
Sim306	0	0.0153460260792696	0.499921245961151	0	0.096261055189997	0.301301732872123	0	0.0871699398974592	0	0.388662743752973	0.960536637178537
Sim307	0	0.0686992066929857	0.404585623978744	0	0.120515591058711	0.107458264154032	0	0.298741314115528	0	0.239748481096187	1.07797684454029
Sim308	0.047387534258827	0	0.159814534351644	0.498366979962581	0.0570516158195573	0.237379335607391	0	0	0	0.21236479314509	1.09141512819643
Sim309	0.0110565732740758	0	0.322817583206433	0	0.396939113436814	0	0.269186730082676	0	0	0.205477059665359	1.05445986267771
Sim310	0.0598502104965675	0.0897756353835908	0.10043638309873	0.323765912864539	0.281997496069307	0	0.0431664257423384	0.101007936344928	0	0.08220879759231	1.12733055333202
Sim311	0.25694784669769	0.0598081943207989	0.0814811270757826	0.121271725343494	0.0263120923147031	0.3423740164206	0	0.111804997826932	0	0.251471614989862	1.01401807182903
Sim312	0.224229028742197	0	0.125222647149028	0.335931425140589	0.109177983366049	0	0.192400204379293	0.0130387112228445	0	0.272711135416274	1.00960308418118
Sim313	0	0	0.383056885232483	0.154374374113699	0	0.0359288789955793	0.221975967223614	0.204663894434625	0	0.26011524266838	1.04163383578408
Sim314	0	0.00644294361009981	0	0.441441103352615	0.0030337787635064	0.117733708264837	0.265978685443035	0.165369780565908	0	0.245240968428126	1.05551565298201
Sim315	0	0.0545895616200938	0.0240406713383425	0	0.28762187545856	0	0.432131999813513	0.201615891769491	0	0.0509901069974281	1.16864162068725
Sim316	0	0	0.399142724624804	0	0.112276461678443	0	0.444746409400841	0.043834404295911	0	0.267737012550955	1.03235588065357
Sim317	0	0.354106847594918	0	0.0386718289738892	0.0346654601856932	0.379327725632463	0.037756079924963	0.155472057688074	0	0.318478999061695	1.01180248732609
Sim318	0	0.0748448373412845	0.282447230070514	0.0751251776803031	0.326698035741993	0.183446236674103	0.0151598890803367	0.042278593411466	0	0.261151304138026	1.02353371774749
Sim319	0.0898274162770651	0	0.140836469683608	0.186768414028386	0	0.215626367394452	0.247142865361698	0.119798467254791	0	0.305172689591038	0.999436912584187
Sim320	0	0.249505479204305	0.0508065127771936	0.038317378450786	0	0.265603259213836	0.214860694857732	0.180906675496148	0	0.23879269489829	1.06115084732067
Sim321	0.720590884727154	0	0	0.0306655345142188	0.115791714026554	0	0.132951866732073	0	0	0.305586950642051	1.02860210670932
Sim322	0.294866098492204	0.266582719186289	0.236456158084261	0.103724317358693	0	0.0672975501573306	0	0.0310731567212227	0	0.402159211531985	0.942415240242038
Sim323	0.546969291638612	0.24390370746064	0	0	0.019954872975253	0.158613175964874	0	0.0305589519606208	0	0.393596017324321	0.949870368914543
Sim324	0.0760967932175204	0.0519910502257896	0	0.629797226223499	0.132908044337812	0.0020573047833996	0.0769253469023315	0.0302242343096477	0	0.348486008928624	1.01252222656068
Sim325	0	0.279770738882229	0	0.0840666396068491	0.343326757283322	0.0659820546098895	0.22685380961771	0	0	0.160968111036633	1.06820992429061
Sim326	0.0796103335885873	0.249838966653817	0	0.288524849190699	0.115078600847758	0.171030109690539	0.025120312348618	0.0707968276799808	0	0.189625508571735	1.05367105262085
Sim327	0.158346454591727	0.270048596119223	0.0428213326247211	0.119821116473633	0.220439883446801	0.0556330944285328	0.132889522315362	0	0	0.348427765844753	0.955613555668443
Sim328	0.173019154687387	0.191844215987589	0.0170756714950025	0.194053151983682	0.0910585659903119	0.332949239856028	0	0	0	0.221699968522015	1.03313692764082
Sim329	0	0.011298399263352	0.117784875346724	0.291296661368232	0	0.344650793318724	0	0.234969270702968	0	0.141475380949019	1.1250569545351
Sim330	0.724818529025473	0	0.00740000754273773	0.0126182715766074	0.0287595372341846	0	0.0266756250783276	0.19972802954267	0	0.108014970192318	1.14141284437493
Sim331	0.716868524782679	0	0.114310433263294	0.168821041954027	0	0	0	0	0	0.304434711034916	1.05415653952064
Sim332	0.168371606532118	0.27763040812401	0	0.0838402806866713	0.0847635725711613	0.337951846719173	0	0.0474422853668662	0	0.374431330008475	0.943693279889764
Sim333	0.26001042102252	0	0.106681939303257	0.252286050800984	0.0696479683058211	0.138563931268796	0.147301878877545	0.0255078104210777	0	0.103813474373492	1.08354682109135
Sim334	0.409871039809156	0.0697838516683362	0.179174098581555	0.00455549971216767	0.143682783756164	0.0240196373400089	0.14870378461724	0.0202093045153719	0	0.0367387164430892	1.10731346914338
Sim335	0.0819460511459168	0.120881663733202	0	0.247851021552231	0	0	0.261100921988594	0.288220341580056	0	0.154681981742608	1.08636916320882
Sim336	0.560779320489434	0	0.134349531186732	0	0	0.0653938826034563	0.0118666486660017	0.227610617054376	0	0.276882711043548	1.01390660591185
Sim337	0.394163428201688	0.335146394420004	0	0.153102000486303	0	0.100697488217314	0	0.0168906886746905	0	0.297592873206252	1.00501578425363
Sim338	0.6998030352169	0	0.0737885339713583	0	0	0.16979728544048	0	0.0566111453712613	0	0.167666141412221	1.0944961869466
Sim339	0.290509715897385	0.25637390989196	0	0.217695224050926	0	0.051726459236579	0.133781279192017	0.0499134117311333	0	0.127166365583997	1.08088083977811
Sim340	0	0.0952065837890544	0.0203523598685906	0.338175014088718	0	0.249378546494358	0.0744682326181904	0.222419263141088	0	0.199449889905859	1.07742638478424
Sim341	0.0383453534464105	0.0670386442360893	0.301668465267305	0.339647093899606	0.107453060243154	0.0193834831637	0	0.126463899743736	0	0.233598678028997	1.05606292006594
Sim342	0.18042302238238	0	0.242937558434108	0.0953949721726112	0.00518534269478558	0.0459331724289127	0	0.430125931887202	0	0.179056424473431	1.10496082853257
Sim343	0	0	0.131892798954547	0.389188282109328	0	0	0.268209054770317	0.210709864165809	0	0.329272308542517	0.997468502450989
Sim344	0.105799028959546	0.0355778510128481	0.225226294096913	0	0.0214500414641175	0.356244323325531	0.154679759138514	0.10102270200253	0	0.0719308333528192	1.14750324303866
Sim345	0	0.180260028750957	0.0994822098352648	0	0.375145182207418	0.143005055556657	0.0853518600228221	0.11675566362688	0	0.368839021624313	0.967078338542515
Sim346	0	0.0933485147970027	0	0.148556203143675	0.0844264521461813	0.157615911186808	0.0751068896110409	0.440946029115292	0	0.202397770419681	1.1188850279058
Sim347	0.367381499113904	0.134401527719873	0	0.00714422058849363	0.136815027064463	0.136560983795127	0.206504801488974	0.0111919402291649	0	0.150444466514392	1.04750430403386
Sim348	0.771278917167103	0.0776487249862217	0.122142611222245	0.0161760197440272	0	0	0	0.0127537268804028	0	0.307837488025329	1.05406024571393
Sim349	0.312225286899301	0.121102741606617	0.189059438915306	0.149744991103888	0	0.169950705353518	0	0.0579168361213697	0	0.0378156358466386	1.11936432195209
Sim350	0.139560648252437	0.419446226534273	0	0	0.167606896599604	0	0.273386228613685	0	0	0.262502645097959	1.01098178663196
Sim351	0.240891671179371	0.0259132368852625	0.199518470121641	0.258946882104121	0.182712995550124	0.0920167441594797	0	0	0	0.341345899413001	0.96992132499737
Sim352	0.175070203945401	0.154740471894727	0.141282797476727	0	0.295263609922092	0.233642916761053	0	0	0	0.0962572103000391	1.08568076778295
Sim353	0.754188366655843	0	0	0.0569001345285508	0	0	0.142903302156681	0.046008196658925	0	0.244624822028213	1.07052007362167
Sim354	0.232416861653262	0.177986097118206	0	0	0	0.220289163360197	0.126028513861827	0.243279364006508	0	0.164124202965372	1.07000906114818
Sim355	0	0.0511597327923939	0	0.42873692359966	0	0.347516850443583	0	0.172586493164363	0	0.347954385208814	0.996786190895211
Sim356	0.10752089987296	0.0247176015443928	0.296326957556871	0.526178191056748	0.0452563499690274	0	0	0	0	0.278206306949233	1.07217552290919
Sim357	0.0071487419021166	0.20984115098757	0	0.1210055900983	0.0335479009040857	0.415543170833647	0	0.212913445274282	0	0.179544397306238	1.10214455352393
Sim358	0.16577858219858	0	0.314559991569526	0.322776972703307	0.0142173848364267	0.178927287726692	0	0.00373978096546722	0	0.345821653292831	0.983829321583923
Sim359	0.104203019507262	0.113776619455947	0	0.510708408125035	0.0140458713664321	0	0.0925318691506165	0.164734212394708	0	0.210117818247403	1.07124365002518
Sim360	0	0	0.24357079778788	0.156335761812399	0.051237024978041	0	0.460374401622312	0.0884820137993674	0	0.195559500485583	1.07648521770476
Sim361	0.594791958447326	0.321039015731757	0	0	0.0204611449416698	0	0.063707880879247	0	0	0.324695885918213	1.01240502979919
Sim362	0.142840925912781	0	0.19129712335499	0.387381603145672	0.152846311677578	0	0.125634035908979	0	0	0.233044214306389	1.0438845559668
Sim363	0	0	0.301797242462591	0	0.289653456925902	0.0941761328953786	0.0789871706716156	0.235385997044512	0	0.22979444672876	1.07673336660388
Sim364	0.455611387053967	0	0.0278296373533255	0.147772773453187	0.170020425754322	0	0.121905855075515	0.0768599213096828	0	0.153457772245347	1.05846818926216
Sim365	0.055201068830854	0.175030108704938	0.0222552975042862	0.39580073827457	0.0464226480592904	0.233449522970551	0	0.0718406156555101	0	0.24995112761056	1.03900306436053
Sim366	0	0.193432827529246	0	0	0.480449555882462	0.070859306961311	0.244063856558331	0.0111944530686507	0	0.160230175772202	1.08510512378055
Sim367	0	0.216012950243907	0.195471648353346	0	0.307713605589416	0.154310774234369	0.0227345763208381	0.103756445258123	0	0.32663641161208	0.990866034493623
Sim368	0.426292533875402	0	0.313040854465635	0	0.0892871423876955	0	0.105221760175818	0.0661577090954498	0	0.331887795754135	0.973603963703118
Sim369	0	0.153182050839415	0	0.0402482580549489	0	0.600098601198747	0.0784427297762727	0.128028360130616	0	0.44885349411796	0.967976238151751
Sim370	0.163309688160225	0	0.135903226786043	0.513640133598551	0.0704490088892477	0.116697942565933	0	0	0	0.340961355639425	1.00315530162178
