Mixture	B.cell	Dendritic.cell	Eosinophils	Macrophage	Mast.cell	Monocyte	Neutrophil	NK.cell	T.cell	Basophil	P-value	Correlation	RMSE
Sim164	0.0587646053513071	0.0698731596003338	0.376709641773652	0.213546528093915	0	0	0.132251828505147	0	0.0951318533065264	0.0537223833691193	0	0.32598618478309	1.05505515778233
Sim165	0	0.194795505413269	0.103090539469825	0	0	0	0.267406736670193	0.127319914944839	0	0.307387303501874	0	0.436264221665254	0.991519147495092
Sim166	0	0.20700259635749	0.131601224388746	0	0	0	0.0823141536871159	0.148770083597271	0	0.430311941969377	0	0.35787089224381	1.05349946999632
Sim167	0	0.0398057069164183	0.16369357571573	0	0.165775117862616	0.0456851983343986	0.224532076964676	0.23122611092983	0	0.129282213276331	0	0.218961542085897	1.13066754716083
Sim168	0	0.25890711292756	0.185988412514486	0.246555354347811	0	0	0	0.164244364261724	0	0.144304755948419	0	0.312857080678525	1.05737839267384
Sim169	0	0.048876868777878	0.197049025197662	0	0.00896020752302184	0.130457790403663	0.375945656547846	0.140665915655371	0.0980445358945582	0	0	0.325693804043574	1.05419442935466
Sim170	0	0.030651202526427	0.402297498906254	0.208935677597218	0	0	0.117116795073226	0.114229954391378	0	0.126768871505498	0	0.337356810961456	1.05142668214286
Sim171	0.323888516437251	0	0	0	0	0.228685587595461	0.369129050228698	0.0782968457385905	0	0	0	0.276740674061309	1.10480343949617
Sim172	0	0.0815487754037633	0.323993651102803	0.0769477291399023	0	0	0.302930769049597	0.0938328632587037	0.120746212045231	0	0	0.26370354001155	1.09840452989893
Sim173	0.510516984174401	0.140490064766828	0	0.0831846700935828	0.265808280965189	0	0	0	0	0	0	0.33002240862511	1.05882142166421
Sim174	0.201942259087571	0.164319561053086	0.0481173779652554	0.0904992883777655	0.208661300675907	0	0.256131413782158	0.0303287990582567	0	0	0	0.296516849289159	1.0847799599105
Sim175	0.0727521529737335	0.251002354308091	0.0974619613786808	0.301474724114595	0	0	0	0	0.200039800346117	0.0772690068787821	0	0.0137398678146721	1.26256422102979
Sim176	0.203275130939406	0.233224918828976	0.143821790925141	0	0.11270504312019	0	0.144412790384387	0.089255989857564	0	0.0733043359443357	0	0.198062279445867	1.14115357197029
Sim177	0	0.0828666256012079	0.057182390726265	0	0.113650354658814	0.426206706845055	0.165827974044601	0.149165292803187	0.00510065532086981	0	0	0.282555416818773	1.07407035741836
Sim178	0.144800393348807	0	0.081108231806592	0.570273605609503	0.0343823406996	0	0	0.128426644385434	0	0.0410087841500639	0	0.255922801742969	1.09391557409182
Sim179	0	0	0.318643967233623	0	0.000435505791509765	0.247652732993983	0	0.0828878342345064	0.00496828070639481	0.345411679039984	0	0.3346356346712	1.06342813339347
Sim180	0	0	0.117244152425879	0.156641255168165	0	0.00838490365706951	0.424111364828478	0	0.275148425449454	0.0184698984709547	0	0.285437015682376	1.10542097220305
Sim181	0	0.144351781157823	0.215375416633813	0	0.0635695738102436	0	0.354928360103565	0.16093682832787	0.060838039966685	0	0	0.218260524315142	1.13136464633711
Sim182	0	0	0.186335629079175	0	0.0142709574277976	0.400005772382201	0.399387641110826	0	0	0	0	0.308254370206303	1.08811268449389
Sim183	0	0.0519877865282189	0	0.372362026913121	0.0560656913984558	0.0370493736090098	0.315757015601784	0.166778105949411	0	0	0	0.220141349632369	1.13743757730419
Sim184	0	0	0.1223121396047	0	0	0.151390025936906	0.459045787924866	0.101349645280171	0	0.165902401253356	0	0.354826827013761	1.06201429280185
Sim185	0.334408513194645	0	0.0312770677209598	0	0	0.296400215184833	0	0	0.0447836717942197	0.293130532105342	0	0.362046405145508	1.03484612930213
Sim186	0.130328339428942	0	0.0297122390982494	0	0.00370317323311338	0.293780422255202	0	0.0016105088246543	0.153163863921907	0.387701453237932	0	0.124163812473804	1.21221460614524
Sim187	0	0.141115453627415	0	0	0.0544616195144908	0	0.352244547905534	0	0.221499760070055	0.230678618882505	0	0.368572358668414	1.05652660090051
Sim188	0.112893012703146	0	0.150174757674982	0	0.150937515967123	0	0.405264193959196	0.0851320192911739	0.0955985004043784	0	0	0.160399752092425	1.17674405967979
Sim189	0	0.0531520783358998	0.328494159840186	0	0.163965704189991	0.0187467756340078	0.378298869109015	0	0.0573424128908996	0	0	0.404216851967927	1.00496354437249
Sim190	0.205511937782552	0.0714394611995157	0.256288749215913	0	0.0724657149840821	0.0124064398309947	0	0.0626759264529795	0.0356309744839677	0.283580796049995	0	0.205296077116382	1.14050735934477
Sim191	0	0	0.171962481256085	0.0398677800249536	0	0.25118014559238	0.52103615138856	0	0.015953441738022	0	0	0.386763060677385	1.03588722369039
Sim192	0.0900175218068685	0	0.059074126008436	0.101667039764538	0	0.0723955221642022	0.290019559134322	0.291826208902122	0.0840313663118461	0.0109686559076648	0	0.263693704664929	1.10519810950157
Sim193	0.0993875415577643	0.211503638376407	0.344533750596538	0	0.0653751126024869	0.0400453020144108	0	0.229592152152512	0	0.00956250269988111	0	0.0719090339658274	1.21109752040128
Sim194	0	0	0	0.280466332328804	0.0544425123280249	0	0.0629276455002133	0.152678759322395	0.104672602035233	0.34481214848533	0	0.413340565225378	0.996896564340286
Sim195	0	0	0.112577560975042	0.278716561484946	0.0621676792517036	0.0699588014472234	0.10433599113675	0.0457417868814354	0.167411999154047	0.159089619668852	0	0.13176807010021	1.18621497512793
Sim196	0.0925061339748986	0	0.0526224365297829	0.0965358227517708	0.201419936478091	0	0.122043444302723	0.0895162731982048	0.131240042499379	0.21411591026515	0	0.337501964819722	1.04584340206113
Sim197	0.0251700470295279	0	0	0.0748076874586863	0.233776825056608	0.585284463600152	0.0168583892003417	0.0641025876546845	0	0	0	0.242363515139689	1.10712843961142
Sim198	0.146296945810456	0	0.209193698532437	0	0.0668581202274651	0.259829696195803	0.0458148738200009	0.206861922923118	0	0.0651447424907198	0	0.38060114304545	0.995836939449965
Sim199	0	0.158157311449318	0.012613911782211	0.392976872115322	0	0	0.333979206116721	0.0548879778779065	0.0299446184034955	0.0174401022550256	0	0.252897630712663	1.12861748000729
Sim200	0.054307531828554	0.340615224560876	0.106915049493651	0.092814083803634	0.188645577624958	0	0	0.0261579670721031	0	0.190544565616224	0	0.46608240331474	0.947151278747859
Sim201	0	0	0.17130579844925	0	0	0.127933428662188	0.16697543808307	0.283235160561012	0.147365341534365	0.103184832710115	0	0.334023734960927	1.0487669323826
Sim202	0	0.140298752554454	0.0762051464437614	0.494163066836424	0	0	0.19875349415706	0.090579540008301	0	0	0	0.283459672414554	1.08896815028924
Sim203	0	0.16931301108996	0.021407164560401	0.355309017290538	0.344817665227341	0	0	0.0384398670422549	0	0.0707132747895054	0	0.287081076364784	1.08822833325753
Sim204	0	0.102084682907547	0.11897371896833	0.211032335488512	0.178249379170675	0	0	0.108413067268223	0	0.281246816196713	0	0.300254430342688	1.07525176762287
Sim205	0	0	0.148098457789129	0.37382041241639	0	0	0.0210438273118322	0	0.0655585362379267	0.391478766244723	0	0.268685720752016	1.12627026715967
Sim206	0.305197208931553	0.0995968734072896	0.151968328398129	0	0.133294320130629	0	0.207904303188784	0.102038965943616	0	0	0	0.243269142088373	1.10657749987338
Sim207	0	0	0.127095941241788	0	0	0.217843940167853	0.378798405874609	0.00611640321540822	0.264411185643365	0.00573412385697719	0	0.310406612253233	1.07602690020336
Sim208	0	0.114633915716957	0.201111616753249	0.0454053848121861	0.0610681775510259	0.160633387368323	0	0	0.13844819762994	0.278699320168319	0	0.366995884464418	1.02290988131196
Sim209	0.0654374105343787	0.234094611059255	0.136609605677082	0	0	0.101440765414126	0.117259893014311	0	0.135827737752642	0.209329976548205	0	0.376696915866845	1.02194272882688
Sim210	0.243006968186707	0.166044202893808	0	0	0	0	0.350693403230346	0	0	0.240255425689139	0	0.0729277753423986	1.28751122224408
Sim211	0	0.0111987870634138	0	0.645167861628628	0	0	0.190437988501406	0.120233862142951	0	0.0329615006636007	0	0.332059902408356	1.05908344178219
Sim212	0	0.219914952435495	0	0.377332493073165	0	0	0.166579513687594	0.0904715467446931	0.0307895086377952	0.114911985421258	0	0.356706064727947	1.04105291821109
Sim213	0.00997068923292314	0.102993669164933	0	0.324958412693059	0.142296641347724	0	0	0.0099261586976182	0.130743842954188	0.279110585909555	0	0.284683961925138	1.09225303917664
Sim214	0.729589450128141	0	0.0735033634918504	0	0.188353012758579	0.00560024274466176	0.00295393087676806	0	0	0	0	0.0653026570618016	1.24354831272724
Sim215	0.205760501785967	0.01448262808535	0.149979025148567	0.295381653262878	0.122974852826067	0	0	0.0987418305557528	0.112679508335418	0	0	0.187146861757259	1.12740921854269
Sim216	0	0.2920789339656	0	0.130598225526119	0.000647680934328525	0	0.182046388961815	0.207775277001456	0.00956340725803543	0.177290086352647	0	0.438601825394511	0.977028410015083
Sim217	0	0.16977836232212	0.0533226230345923	0.150506757054844	0.00722267695436949	0	0.0989950981032514	0.268535513662901	0	0.251638968867922	0	0.222570828471184	1.13896270275692
Sim218	0.0767217230497517	0	0.178837637697685	0	0	0	0.614824526495718	0	0.129616112756846	0	0	0.144487818399344	1.2246632697382
Sim219	0.120171150993893	0.113160257594934	0.267918205861729	0.0654123404860221	0	0.115887695781243	0	0.0992943863361587	0	0.218155962946021	0	0.167364481841829	1.16272829605625
Sim220	0	0	0.188022612045177	0.092024474447205	0	0	0.257182978282892	0.185840866802395	0.0103657273472555	0.266563341075077	0	0.484342820527097	0.941053430244445
Sim221	0	0.106429251014964	0.0275357366283102	0	0.088349885883726	0.238153592237441	0	0.0674791145672342	0.143856438862502	0.328195980805822	0	0.262926238579067	1.10233357558815
Sim222	0	0.0818059133678586	0.158311003283945	0.0932395654648521	0	0	0.409959229977383	0.192550478256309	0.0641338096496522	0	0	0.328406046991849	1.05847558515041
Sim223	0	0	0	0.255783672003729	0.240748314208971	0.0400968953147506	0	0.191733138621505	0.0689781442750562	0.202659835575987	0	0.416099827757349	0.979551769104467
Sim224	0.117349585819961	0	0.195081002862535	0.315075201374529	0	0	0	0.0934835704135731	0.0373666409001524	0.241643998629249	0	0.27904103870888	1.08739869914032
Sim225	0.0913063168429824	0	0.145287177672498	0	0	0	0.307514315302321	0.0487664649007989	0.0914769761770361	0.315648749104363	0	0.540894875067357	0.899073956005696
Sim226	0	0	0.233123760720815	0.444506664787426	0	0.105738608699612	0	0.146780245205316	0	0.0698507205868305	0	0.366752073830252	1.01319155458961
Sim227	0	0.0156759500393216	0.370593019495684	0.0575266838020457	0	0	0.385588833573915	0	0.155787361743492	0.0148281513455416	0	0.414810757048919	0.996120985762496
Sim228	0	0.0618146178404584	0.117416225974064	0.010980122535432	0	0	0.349703886134269	0.440266610033418	0.0198185374823575	0	0	0.212858863489106	1.16543333356967
Sim229	0	0.0846299931801219	0.0764192722525097	0.389923981480271	0	0	0.356955010209068	0.0920717428780296	0	0	0	0.210805215129483	1.15264453047971
Sim230	0	0.148391749278078	0.149877607487085	0	0.106138861772648	0	0.29783153614602	0.0102399058693453	0.0542796598126197	0.233240679634204	0	0.301472800970534	1.09939438605838
Sim231	0	0.0710835847421915	0.314064050446338	0	0.0593788498913504	0	0.219139546593942	0.163992339811773	0	0.172341628514405	0	0.284071819634874	1.09148263804522
Sim232	0.228145795651322	0.0523934854714737	0.202443867024906	0	0.0618198223102848	0.0490026043635675	0.214332367408694	0.0519981168124645	0	0.139863940957288	0	0.255855498169578	1.11072449096419
Sim233	0	0	0.128763926025225	0	0.00338099644844135	0	0.286372158689837	0.0579890656561069	0.0830321934506669	0.440461659729723	0	0.58323509172048	0.869529452853218
Sim234	0	0	0.246382618670193	0	0.0883430878476676	0.400823917684762	0	0.238767733631574	0	0.0256826421658039	0	0.243481294134541	1.09381667798303
Sim235	0	0.0223972848668018	0.0267274383870491	0.496279554307928	0	0	0.0650149570804772	0.164926406751211	0.104860274137921	0.119794084468612	0	0.375235512761564	1.01463868429422
Sim236	0	0	0.126658958112875	0	0	0.245388830072852	0.544429219020165	0.0373530905155864	0	0.046169902278522	0	0.270491665207233	1.13225719809975
Sim237	0	0.0957709713270057	0.105932037820031	0.492922517247534	0.123583687468755	0.0834197856123413	0	0.00998727287881013	0.0883837276455235	0	0	0.088318563219288	1.20354308677109
Sim238	0.182847482333341	0.030792591195981	0.289092818157171	0	0.0633312520536974	0	0.0391032746015544	0.092987576895247	0	0.301845004763009	0	0.329521324352268	1.05784970566897
Sim239	0.0997055311003826	0.0685992376347036	0	0.302245317513494	0	0	0.320921714874832	0.035485771757737	0.00633883557639435	0.166703591542457	0	0.323551041398871	1.08851537689357
Sim240	0	0	0.0786918363312386	0.694113248686046	0	0	0.0189326562673685	0.159113129885485	0	0.0491491288298613	0	0.114035122856954	1.19739971306958
Sim241	0	0.0255523205893125	0.182155359195682	0.360724090083048	0	0	0	0	0.125070612875755	0.306497617256202	0	0.401520515590225	1.0052715214414
Sim242	0.0508546726823905	0	0.160637792685652	0	0.094258303952245	0.365809774610915	0	0.0827021979656705	0.0301009516097895	0.215636306493338	0	0.378273946413733	1.00716561587563
Sim243	0	0.0442295237463296	0	0.383676351041191	0.0119960735348994	0.100450908006461	0.290018672136842	0.0719825621666667	0.0976459093676099	0	0	0.185078090919481	1.16458500243116
Sim244	0	0.200592091971403	0	0	0.256800741573487	0.154204913393162	0.157665066056307	0.173656996247126	0.0570801907585147	0	0	0.238070403936237	1.11297812397635
Sim245	0	0.434224682909704	0.224609564719858	0.045817903564372	0.13227465957062	0	0	0.0135613604610003	0.149511828774446	0	0	0.234290453678994	1.11407905114026
Sim246	0	0.0761624639386442	0.228566859108983	0.0391089639402922	0	0	0.606499438124149	0.0305302456348798	0	0.0191320292530523	0	0.109172589820308	1.256037134629
Sim247	0.0691500298399959	0	0.415286885915492	0.297921204505279	0.0366662527088096	0	0	0.015645279777177	0.104470180403979	0.0608601668492671	0	0.338960201313575	1.03916585072075
Sim248	0	0.00777702902966323	0.219309212651669	0	0.149226476491802	0.0495937018060804	0.163298959797931	0.0598114458660591	0.350983174356795	0	0	0.356752277596011	1.02319359118658
Sim249	0.0258528825838942	0	0.535330271533694	0	0	0.0573558175688398	0.314989977610619	0	0.0664710507029529	0	0	0.320874014082738	1.07963656768931
Sim250	0	0.0486554990283369	0.128801378929548	0	0.0426900970996995	0.121897968702137	0.463368044033916	0.194587012206363	0	0	0	0.265132329211908	1.10797059053074
Sim251	0.406573346758607	0.111124368791669	0.302293600105444	0	0	0	0.18000868434428	0	0	0	0	0.323828615487515	1.06021450015833
Sim252	0.502471753325044	0	0.0906203576593654	0	0.0111256844791906	0.179963647555174	0	0.185293127784545	0	0.0305254291966814	0	0.135857183241576	1.17004538415082
Sim253	0.159630882608405	0	0.29888887558903	0.00697311408465973	0.105356608649439	0.112466834989911	0	0	0.279430600960201	0.0372530831183531	0	0.0458770843901696	1.22037768380334
Sim254	0	0.122502961877199	0.245175127976988	0	0.035899729966346	0.186010662393858	0.164509220163461	0.213032946894958	0.0303751750992297	0.00249417562796056	0	0.244956930601686	1.0988618050552
Sim255	0	0	0.120666336650055	0	0	0.15930469746709	0.117275022278003	0.00705403013955957	0.23802353784137	0.357676375623923	0	0.373282793901419	1.03399326321994
Sim256	0.179353579882488	0.01131078889912	0.232254855395567	0.013949266773441	0.0439641096498685	0.0062500587121327	0	0.184421315455136	0.0420175681561766	0.286478457076071	0	0.399150732793166	0.993604002573373
Sim257	0	0	0.0689204359438754	0.585469660719185	0	0	0.0740571929321121	0.01176890969924	0.0905393422116083	0.169244458493979	0	0.357441768617003	1.04119537840004
Sim258	0	0.0722363614562794	0.226488845552178	0	0	0.0862508543549356	0.176450324901956	0.165221087934345	0	0.273352525800306	0	0.449216300787531	0.966518363226866
Sim259	0	0	0.0893504913409566	0.710748722759642	0	0	0	0	0.0617469984774124	0.138153787421989	0	0.144205644073899	1.195431693022
Sim260	0	0.0340290717304614	0.293681070934593	0.0562808232864389	0	0	0.0618488666677337	0	0.247165102953897	0.306995064426875	0	0.419288573472292	0.989571700114357
Sim261	0.288221648655077	0.1297089322468	0.137529316711361	0.0110781095992167	0.236652582487608	0	0.0913564819725131	0.0620102930564576	0.0434426352709666	0	0	0.232891214742698	1.11123380214617
Sim262	0.136602656484537	0.0343419982767821	0.324158907480941	0.208939383131861	0.181533898025621	0.0702015861754416	0	0.0095821917879602	0.00347715907053069	0.0311622195663255	0	0.304791203154066	1.06377607183976
Sim263	0.0473769453813822	0	0.249565849893006	0	0	0.338233772824369	0.257476095862975	0	0.0249072086856223	0.082440127352646	0	0.191490082643398	1.1646734222569
Sim264	0	0	0.404829495394541	0.0902422303746217	0	0.0508899382323209	0.308568336616608	0.0761732049543007	0	0.0692967944276075	0	0.34816099372233	1.05246540798978
Sim265	0	0	0.158683673396492	0	0.136616706749992	0.191727549818067	0.171267667655931	0.0777079762260685	0.178713764055738	0.0852826620977124	0	0.150593974875103	1.16462759874709
Sim266	0.229854103318178	0	0.0400428511203339	0.253744211983671	0	0	0.126504851243628	0.0128913651684035	0.136709237917366	0.20025337924842	0	0.287589309149294	1.09193803388792
Sim267	0	0.035376677127578	0	0.269710278823998	0.115606283021633	0.149302662121646	0.28743201910447	0.0664470960801139	0.0761249837205606	0	0	0.307121574119244	1.07118135298126
Sim268	0	0.114367582383257	0.270806739109026	0.294624171984853	0	0	0.123953907478478	0.00893357780946883	0.0166874967319931	0.170626524502925	0	0.263437072488203	1.11461019736366
Sim269	0.159121045129917	0.125151418615685	0.269476176779877	0	0.0550691920377062	0	0	0	0.0265794226386726	0.364602744798142	0	0.361680865641981	1.04367071065608
Sim270	0	0	0.145403720075766	0.281556410889442	0	0.19702661224212	0.0604012115132018	0.10872135151774	0.0827732744011338	0.124117419360596	0	0.273046782053739	1.08302719432328
Sim271	0.0594845510702062	0	0.179173344513226	0.120517174807799	0	0.0422330322006304	0.00381721751083308	0.0624772755419889	0.0876793038310644	0.444618100524252	0	0.496146596352356	0.930947300095986
Sim272	0	0.0133279527912407	0.556369400404831	0	0.00597170056053164	0	0.112796946405657	0.0336977733020438	0	0.277836226535696	0	0.35976791010711	1.07062232030084
Sim273	0.233231058748108	0.05932854823136	0	0	0.211625985126333	0.0604504677410547	0	0.144919800413164	0.0665945328350739	0.223849606904907	0	0.164417230064268	1.16229590158671
Sim274	0.501855650141478	0	0.0565067713314742	0	0.0666158071634851	0.0465549605001653	0	0.152012464185496	0.0452765995010098	0.131177747176891	0	0.381818154202579	1.00060624233613
Sim275	0.161112718916007	0	0.280601442495975	0.069313876217568	0.0281385421021376	0	0	0.0523048587880473	0	0.408528561480265	0	0.372149638646938	1.03915536572733
Sim276	0.0740720420937453	0.0355831901339826	0.12466721342559	0	0	0.323389137031784	0.0124879815727969	0.153693582975076	0	0.276106852767026	0	0.281395243364847	1.08516722057813
Sim277	0	0	0.150587055857846	0	0.0410370287746329	0.270026351014107	0.146026616378839	0.0987258881623755	0.162584584942226	0.131012474869974	0	0.306118005736351	1.05967138058276
Sim278	0	0.0284580694732418	0.0691284712625514	0	0.00816172850006052	0.0797048768292659	0.186989339829283	0.167079738515615	0	0.460477775589982	0	0.188833782947631	1.19586242872474
Sim279	0.0172464346244885	0.110761070507809	0.367324471724861	0.0200763586507265	0.123837588279546	0	0	0.00749108724898907	0	0.35326298896358	0	0.317809224949153	1.08709783892409
Sim280	0.0417607613554676	0.266998997010843	0.149140553995785	0.0692345621020796	0.151554099170965	0	0	0.32131102636486	0	0	0	0.386144290884128	1.00114973089778
Sim281	0.306085434903816	0	0.0306706233055289	0	0.220399291195034	0.222204074723953	0	0	0.0824647175379117	0.138175858333756	0	0.349646383970796	1.03039449807858
Sim282	0.246222665083956	0.0123319863725013	0.0820851513953665	0	0	0	0	0.215919769683103	0	0.443440427465073	0	0.274139146990936	1.10694421581354
Sim283	0.0804402087379005	0.0196565751600854	0.294449473866047	0	0.0623495963182037	0.108177278018554	0.322964517497723	0.0206146829568246	0.0358535464769555	0.0554941209677058	0	0.307463934740062	1.07684137838649
Sim284	0	0.153674165798863	0.335411319885712	0	0.00343892886689394	0.273310775192294	0	0.203688558091656	0.0304762521645803	0	0	0.156982053930872	1.15548921424585
Sim285	0.46261392492893	0.00379735802637507	0.0360584500509777	0.00504789281989919	0.145644453357166	0	0	0.111657223165856	0.0649305292612783	0.170250168389518	0	0.150721255111854	1.16851236885028
Sim286	0.363296214601832	0	0.270494428004941	0	0	0	0.0496826680959759	0.131712849656838	0.0473868976680736	0.13742694197234	0	0.131747800270589	1.17775467937978
Sim287	0.111130464455048	0	0.0015539249818164	0	0.145287559362576	0.183758529505355	0.245475999614265	0.14776902855673	0.165024493524209	0	0	0.239252773409998	1.11155685490906
Sim288	0.114735865405018	0	0.190962783786631	0.11280537509422	0.173757020109198	0.0454593657162466	0	0.0366533966165176	0.129865681469449	0.195760511802721	0	0.29663418465384	1.06460625916151
Sim289	0	0.00658140681261597	0.0903393929493994	0	0	0.109464335208363	0.279309144164793	0	0.0797984419139789	0.43450727895085	0	0.480138647411656	0.974412070588979
Sim290	0.160536777228913	0	0.520204909497736	0.0119259024463586	0.0593801660215543	0	0.0619906082684542	0.0136296305910974	0.0111909532503352	0.161141052695551	0	0.292856191147167	1.09828094380458
Sim291	0	0.0516105268433289	0.160779321351175	0.372403801774253	0	0.15001106616561	0	0.219400269740309	0	0.0457950141253249	0	0.180849724090733	1.1406581365122
Sim292	0	0	0.157956590749938	0.0254275774662375	0.0462987155884135	0	0.452592138810785	0.214057107303464	0.0427686799447679	0.0608991901363942	0	0.34871979733307	1.04892061800115
Sim293	0.196882820414837	0	0	0	0	0	0.226381464379702	0.00918370401677873	0.164805060882676	0.402746950306006	0	0.342806626466618	1.08028004712933
Sim294	0.31166662688629	0	0	0	0.154397121444831	0.23348139777795	0.145505962524292	0.0714812948042205	0.083467596562417	0	0	0.352842482240699	1.02448847663059
Sim295	0	0	0.122637972953633	0.626736470326228	0.0581805081865656	0	0	0	0.0785574421945773	0.113887606338996	0	0.394507421575553	1.0015823351577
Sim296	0.486763336837928	0.0750268468155431	0.112557523195083	0	0.0956150895866991	0.156224780351359	0.0738124232133872	0	0	0	0	0.105922260466277	1.20449843538554
Sim297	0.0139272849280727	0.113496562339979	0.257477143540621	0.451541715922594	0	0	0.0375990322859919	0	0.125958260982742	0	0	0.310009718338458	1.05763969780502
Sim298	0	0.1207468392216	0.23631222310695	0	0.131182812581158	0	0.133781558716994	0	0.0984061247963642	0.279570441576934	0	0.313344172098958	1.07763237484478
Sim299	0.119834936926087	0	0.0596319269525158	0.131702316052807	0.0539525528514867	0.111209356751904	0.218662633555596	0.192412975938085	0.112593300971519	0	0	0.383423280922977	1.00197714590725
Sim300	0.365481667359396	0	0	0.192070819438	0	0.0856222557845622	0.106565884094305	0.0352319075043217	0.215027465819416	0	0	0.30941422679342	1.06503640883881
Sim301	0	0	0.393101180424357	0.259730943143461	0.039849983080146	0	0	0.0709224589366537	0.0163452767710444	0.220050157644338	0	0.420248614901938	0.989595908562566
Sim302	0	0.0219000228432814	0.320510313923103	0.143417819565427	0.156808066089511	0	0.147913751505334	0.0892262405727277	0	0.120223785500616	0	0.239213850880465	1.11882560423098
Sim303	0	0	0.271814398441548	0.279275068267032	0	0	0	0.181743149264939	0.0513485228723499	0.215818861154132	0	0.349780077350226	1.03255454930522
Sim304	0.263113039020622	0	0.0735525172463942	0.203325112939009	0	0	0.0766119699829725	0.146570616360727	0.0602702851025171	0.176556459347758	0	0.384580910039721	1.00452053746568
Sim305	0.0343702205972777	0	0.19783742254371	0	0.232667928829711	0.310295948761576	0.10678306680606	0.118045412461665	0	0	0	0.399510378092855	0.985522379320582
Sim306	0	0	0.326400326717322	0.371954610601121	0.0243449712277414	0	0.0959171314445061	0	0.18138296000931	0	0	0.199553903119383	1.13529364799247
Sim307	0.1847962692262	0	0	0.137667771725741	0.0510109023802976	0.31994662347496	0.0279234943347877	0.0640879704173204	0.214566968440693	0	0	0.212135621323248	1.12059814700119
Sim308	0	0.0506024713198884	0.241144090475812	0	0	0	0.496471569946295	0	0.170078353682272	0.0417035145757327	0	0.101580046704061	1.24134897076004
Sim309	0	0.179490200406631	0.160553314807757	0	0.0157444366899893	0	0.392976454367626	0.0208183201333444	0.0734706738585542	0.156946599736097	0	0.0319496242796746	1.29265585363102
Sim310	0.0569183298749712	0	0.116425381069434	0	0.00348384029162994	0.219146206426267	0.0643768603203982	0.0111333216693559	0.201793029959606	0.326723030388338	0	0.407544849184447	0.997355234192943
Sim311	0	0.0583664138350349	0.0501869146260225	0.340684826238889	0.0403204665650522	0	0.308962102359353	0.196060035527338	0	0.00541924084830998	0	0.134247971303649	1.19306395544339
Sim312	0.0562666008796434	0	0.139746507081875	0	0.117673006641673	0.301573893919691	0.262244730218857	0.0508354536152252	0.0716598076430347	0	0	0.179773286089225	1.15079673631154
Sim313	0.324355758908273	0.00725647533070149	0.252631916791563	0	0.104332148173608	0.207033222009691	0	0	0.0319850361296002	0.072405442656563	0	0.137682794363573	1.17334194143924
Sim314	0	0.141985315621437	0.0441524574216526	0	0.0133788385798979	0.341183818081149	0.135885760011561	0.0846778631039835	0.115093200704824	0.123642746475495	0	0.437117511707915	0.964761965407448
Sim315	0.0560748037878296	0.280444011912608	0.433714856638143	0.0134078278704766	0	0.0301192667518111	0.109817791284109	0	0.0764214417550239	0	0	0.362653255689311	1.02985979948772
Sim316	0	0.0238484464966636	0	0.32658221544121	0	0.2529473747734	0.308991155200971	0.0876308080877561	0	0	0	0.278513308279557	1.10150996879361
Sim317	0	0.172211362845433	0.141015616356368	0.3879715423838	0	0	0	0.137835567010602	0.0535746109032395	0.107391300500558	0	0.323580159184099	1.04581088873475
Sim318	0.0287219071371036	0.182266253975132	0.00385593832556591	0	0.131577072570351	0.370229899178047	0	0.0961226839008492	0.113879933179379	0.0733463117335725	0	0.238988431492748	1.10235654234005
Sim319	0	0.198185246101111	0.341449525352405	0.188348363935163	0	0.0239339010823529	0.248082963528968	0	0	0	0	0.14014886280712	1.20049739145839
Sim320	0	0.0295750076779388	0.345243596052005	0	0.0834721155109161	0.0766477998311146	0.323531187944143	0.0519243866260455	0.0896059063578362	0	0	0.0134958231121277	1.2671761719714
Sim321	0	0.0725067674351167	0.305604361637824	0	0	0.364711553954405	0.146083601062547	0	0.111093715910108	0	0	0.201495571057045	1.13720517259625
Sim322	0	0.259434140537728	0	0.231910978056352	0	0	0	0.107787963350623	0.08596081103555	0.314906107019747	0	0.228765567863268	1.13754297745752
Sim323	0	0.248035932561765	0	0	0.0248973767466821	0.0744912816858746	0	0.0494682036383614	0.180887864445588	0.422219340921728	0	0.139923857364178	1.21062062424207
Sim324	0.109178264750286	0.133901648948286	0.0835179114016655	0.0280594963582412	0.120621340789997	0	0.158370394384468	0.0345048756929895	0.106961415227455	0.224884652446612	0	0.220588806860961	1.13831139820049
Sim325	0	0.174668987646499	0.0772281491964161	0.204198281998354	0.0676400698686286	0	0.0514488196971877	0.103393178525389	0.151696448856239	0.169726064211287	0	0.285286229775983	1.07805864499985
Sim326	0	0.0796858932235493	0.65762781211453	0	0	0.0867520456000319	0.0983384206525613	0.0108012540275778	0	0.0667945743817498	0	0.244273854042178	1.15071152512539
Sim327	0.241565439563883	0	0.135234723821336	0	0	0	0.0372952703789945	0	0.174745154525612	0.411159411710174	0	0.086245819583544	1.24123016241322
Sim328	0.132071157132671	0.00264031872589327	0.204425027014211	0	0.0421741235419468	0	0	0.239171528625774	0.0369035714228354	0.342614273536668	0	0.511073663080228	0.906318564223792
Sim329	0.123207603312075	0.0897815395542366	0.0296752947523981	0.251357089614153	0	0.0606741776357046	0	0.185500924394075	0	0.259803370737358	0	0.362778624981585	1.02552913868614
Sim330	0	0	0.150345665522498	0	0.24513332998439	0.266462294442216	0.114177679779343	0.0017409647856762	0.222140065485877	0	0	0.351007675876496	1.02189611001951
