betahat	betasim	difs	Method
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.358226625249455	-0.358226625249455	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.393823998338461	-0.393823998338461	quanTIseq
0	0.249941854550285	-0.249941854550285	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.169350335732108	-0.169350335732108	quanTIseq
0	0.502172206344462	-0.502172206344462	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.153499155931656	-0.153499155931656	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.112553200202337	-0.112553200202337	quanTIseq
0	0.24167207366152	-0.24167207366152	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.687096297584624	-0.687096297584624	quanTIseq
0	0	0	quanTIseq
0	0.125354269166346	-0.125354269166346	quanTIseq
0	0.202937662393656	-0.202937662393656	quanTIseq
0	0.539167656241817	-0.539167656241817	quanTIseq
0	0.317335550140524	-0.317335550140524	quanTIseq
0.999999999994316	0.217383448190381	0.782616551803935	quanTIseq
0	0	0	quanTIseq
0	0.200811395325219	-0.200811395325219	quanTIseq
0	0	0	quanTIseq
0	0.315088596998487	-0.315088596998487	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.401069733695556	-0.401069733695556	quanTIseq
0	0.36253811991802	-0.36253811991802	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0.999999999998408	0.402543858164499	0.597456141833909	quanTIseq
0	0.470498671680838	-0.470498671680838	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.156360826356972	-0.156360826356972	quanTIseq
0	0.37538384753189	-0.37538384753189	quanTIseq
0	0	0	quanTIseq
0	0.221571313542751	-0.221571313542751	quanTIseq
0	0	0	quanTIseq
0	0.240416987163336	-0.240416987163336	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.432826949715564	-0.432826949715564	quanTIseq
0	0	0	quanTIseq
0	0.302841192617277	-0.302841192617277	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.118174884210444	-0.118174884210444	quanTIseq
0	0.221895485953389	-0.221895485953389	quanTIseq
0	0	0	quanTIseq
0	0.199026948920924	-0.199026948920924	quanTIseq
0	0	0	quanTIseq
0	0.324768762973438	-0.324768762973438	quanTIseq
0	0.262203590457065	-0.262203590457065	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.206537267118639	-0.206537267118639	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0.999999999998117	0.363109725387391	0.636890274610726	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0.999999999998863	0.54216249335508	0.457837506643783	quanTIseq
0	0.391010323517413	-0.391010323517413	quanTIseq
0	0.0734308311432877	-0.0734308311432877	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.140257911363511	-0.140257911363511	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.194389925243288	-0.194389925243288	quanTIseq
0	0.306167750606518	-0.306167750606518	quanTIseq
0	0.393944745938196	-0.393944745938196	quanTIseq
0	0.47984727512319	-0.47984727512319	quanTIseq
0	0.270595126986389	-0.270595126986389	quanTIseq
0	0.0823709931657159	-0.0823709931657159	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.220858716459715	-0.220858716459715	quanTIseq
0	0.196122286441919	-0.196122286441919	quanTIseq
0	0	0	quanTIseq
0	0.434874372667597	-0.434874372667597	quanTIseq
0	0	0	quanTIseq
0	0.141506318588749	-0.141506318588749	quanTIseq
