betahat	betasim	difs	Method
0	0	0	quanTIseq
0	0.206379564463164	-0.206379564463164	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.366145558966861	-0.366145558966861	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.188773535900116	-0.188773535900116	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.362278588500007	-0.362278588500007	quanTIseq
0	0	0	quanTIseq
0	0.409901453488625	-0.409901453488625	quanTIseq
0	0.411200590475303	-0.411200590475303	quanTIseq
0	0.215961167143329	-0.215961167143329	quanTIseq
0	0	0	quanTIseq
0	0.296918084681749	-0.296918084681749	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.207083149035635	-0.207083149035635	quanTIseq
0	0	0	quanTIseq
0	0.117945168008865	-0.117945168008865	quanTIseq
0	0.115544036865616	-0.115544036865616	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.189602252771316	-0.189602252771316	quanTIseq
0	0.613209698353256	-0.613209698353256	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
1	0	1	quanTIseq
0	0.418091825865865	-0.418091825865865	quanTIseq
0	0.368692897016558	-0.368692897016558	quanTIseq
0.999999999999488	0	0.999999999999488	quanTIseq
0	0.133194159243397	-0.133194159243397	quanTIseq
0	0.091838755132954	-0.091838755132954	quanTIseq
0	0	0	quanTIseq
0.999999999999318	0.616327979814831	0.383672020184487	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.267767069964039	-0.267767069964039	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.212060425567467	-0.212060425567467	quanTIseq
0	0.166603279127798	-0.166603279127798	quanTIseq
0	0	0	quanTIseq
0	0.647911883178155	-0.647911883178155	quanTIseq
0	0.374304817066734	-0.374304817066734	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.297210758281715	-0.297210758281715	quanTIseq
0.999999999998408	0.260482464250198	0.73951753574821	quanTIseq
0	0	0	quanTIseq
0	0.145366675305363	-0.145366675305363	quanTIseq
0	0.174576471164741	-0.174576471164741	quanTIseq
0	0.316609399224323	-0.316609399224323	quanTIseq
0	0	0	quanTIseq
0	0.193440485729107	-0.193440485729107	quanTIseq
0	0	0	quanTIseq
0	0.252665453339812	-0.252665453339812	quanTIseq
0	0	0	quanTIseq
0	0.122822758867744	-0.122822758867744	quanTIseq
0	0.365289587215145	-0.365289587215145	quanTIseq
0	0.438357235427311	-0.438357235427311	quanTIseq
0	0.79891744263191	-0.79891744263191	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.30257014073861	-0.30257014073861	quanTIseq
0	0	0	quanTIseq
0	0.338734476867725	-0.338734476867725	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.0878774471920615	-0.0878774471920615	quanTIseq
0	0.589579983023005	-0.589579983023005	quanTIseq
0	0.28793053785224	-0.28793053785224	quanTIseq
0	0.202383638661647	-0.202383638661647	quanTIseq
0	0.215031222378214	-0.215031222378214	quanTIseq
0	0.308428847198104	-0.308428847198104	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.274066050352149	-0.274066050352149	quanTIseq
0	0.224878859019377	-0.224878859019377	quanTIseq
0	0	0	quanTIseq
0	0	0	quanTIseq
0	0.112281399593379	-0.112281399593379	quanTIseq
